,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,1,0,0.0,False,whitenoise,"[[39.38716, 33.898167, 67.971, 62.667206], [39.38716, 33.898167, 67.971, 62.667206]]",0.28100109100341797,0.009858131408691406,"[0.8149122331552356, 0.8149122331552356]",6.127357482910156e-05,"[0.8149122595787048, 0.81491226]",0.007755756378173828
1,1,0,0.0,False,brightness,"[[39.38716, 33.898167, 67.971, 62.667206], [39.38716, 33.898167, 67.971, 62.667206]]",0.28100109100341797,0.01929306983947754,"[0.8149122331552356, 0.8149122331552356]",5.698204040527344e-05,"[0.8149122595787048, 0.81491226]",0.007686138153076172
2,1,0,0.0,False,contrast,"[[39.38716, 33.898167, 67.971, 62.667206], [39.38716, 33.898167, 67.971, 62.667206]]",0.28100109100341797,0.028660058975219727,"[0.8149122331552356, 0.8149122331552356]",5.602836608886719e-05,"[0.8149122595787048, 0.81491226]",0.007530927658081055
3,1,0,5.6e-05,False,whitenoise,"[[39.20026, 33.740295, 67.71392, 62.4487], [39.982395, 34.37813, 68.9216, 63.48943]]",0.2823958396911621,0.009661197662353516,"[0.7099990058410125, 0.8781880537933818]",6.127357482910156e-05,"[0.7417241930961609, 0.8377624]",0.0075757503509521484
4,1,0,5.6e-05,False,brightness,"[[39.222473, 33.759003, 67.74971, 62.480263], [39.97767, 34.373856, 68.914925, 63.48367]]",0.2823958396911621,0.018719196319580078,"[0.711571718064717, 0.8734571393073005]",5.602836608886719e-05,"[0.7422456741333008, 0.83471054]",0.00734400749206543
5,1,0,5.6e-05,False,contrast,"[[39.386818, 33.897644, 67.97028, 62.66633], [39.38748, 33.89864, 67.97172, 62.668106]]",0.2823958396911621,0.027352094650268555,"[0.814803164243966, 0.8150227448689041]",5.698204040527344e-05,"[0.8148468732833862, 0.814979]",0.006907224655151367
6,1,0,0.000112,False,whitenoise,"[[38.993782, 33.55202, 67.43594, 62.205097], [40.619476, 34.89398, 69.94709, 64.37914]]",0.2816340923309326,0.009452104568481445,"[0.616004180467832, 0.9563223763409092]",6.008148193359375e-05,"[0.6718936562538147, 0.8642595]",0.007428884506225586
7,1,0,0.000112,False,brightness,"[[39.038467, 33.589893, 67.507965, 62.268806], [40.610218, 34.88566, 69.93421, 64.36811]]",0.2816340923309326,0.01840996742248535,"[0.6185750663661636, 0.9456090887841325]",5.412101745605469e-05,"[0.6727889776229858, 0.8578717]",0.00726318359375
8,1,0,0.000112,False,contrast,"[[39.38637, 33.89694, 67.969505, 62.66541], [39.387802, 33.89911, 67.97258, 62.669186]]",0.2816340923309326,0.026480913162231445,"[0.8146780665578304, 0.8151517534311961]",5.0067901611328125e-05,"[0.8147731423377991, 0.81505686]",0.0064411163330078125
9,1,0,0.000168,False,whitenoise,"[[38.76833, 33.33741, 67.134315, 61.936768], [41.289448, 35.436535, 71.02533, 65.30662]]",0.30132293701171875,0.009546041488647461,"[0.533725494523901, 1]",5.984306335449219e-05,"[0.6070846915245056, 0.8947064]",0.007472991943359375
