,0,1
0,1,76.49693703651428
1,2,73.99218988418579
2,3,83.49308490753174
3,4,75.30408668518066
4,5,76.65278387069702
5,6,88.78516387939453
6,7,84.42048597335815
7,8,76.71261596679688
8,9,73.76196503639221
9,10,97.57707285881042
10,11,75.21382308006287
11,12,75.12709093093872
12,13,85.99465703964233
13,14,80.0154299736023
14,15,78.28318881988525
15,16,82.37641978263855
16,17,82.40831112861633
17,18,119.88879489898682
18,19,79.8589518070221
19,20,88.14605212211609
20,21,82.29901909828186
21,22,89.72197198867798
22,23,96.1998519897461
23,24,79.00948691368103
24,25,90.97195196151733
25,26,121.37770104408264
26,27,90.7575740814209
27,28,84.34299612045288
28,29,83.06279683113098
29,30,78.18085384368896
30,31,84.13942980766296
31,32,76.0580039024353
32,33,86.11883187294006
33,34,71.73906898498535
34,35,80.1024980545044
35,36,76.4505672454834
36,37,80.45892786979675
37,38,74.62945365905762
38,39,76.68844413757324
39,40,91.92351579666138
