,method,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,27,0,0.0,False,contrast,"[[17.865042, 43.45969, 45.147488, 71.00801], [17.865042, 43.45969, 45.147488, 71.00801]]",0.11349272727966309,0.012672185897827148,"[0.8506998687320858, 0.8506998687320858]",6.890296936035156e-05,"[0.8506998419761658, 0.85069984]",0.010466814041137695
1,IBP,27,0,0.02,True,contrast,"[[3.7209694, 27.572598, 24.177769, 45.866287], [33.37765, 60.910084, 69.03253, 90]]",0.10231423377990723,0.001810312271118164,"[0, 1]",0.0,"[0, 1]",0.0
2,IBP,27,0,0.04,True,contrast,"[[0, 13.012283, 7.8579407, 25.065578], [50.51912, 80.28184, 90, 90]]",0.1046133041381836,0.0016727447509765625,"[0, 1]",0.0,"[0, 1]",0.0
3,IBP,27,0,0.06,True,contrast,"[[0, 1.4285738, 0, 10.554753], [70.03414, 90, 90, 90]]",0.11499500274658203,0.0017349720001220703,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,27,0,0.08,True,contrast,"[[0, 0, 0, 2.0175672], [90, 90, 90, 90]]",0.11840963363647461,0.0026216506958007812,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,27,0,0.1,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.11036372184753418,0.0016999244689941406,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,27,0,0.12,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08907389640808105,0.0017337799072265625,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,27,0,0.14,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08651971817016602,0.0017657279968261719,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,27,0,0.16,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.10094428062438965,0.0016913414001464844,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,27,0,0.18,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08484435081481934,0.0019314289093017578,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,27,0,0.2,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09822654724121094,0.0018143653869628906,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP+backward (CROWN-IBP),27,0,0.0,False,contrast,"[[17.86504, 43.459694, 45.14749, 71.008026], [17.86504, 43.459694, 45.14749, 71.008026]]",0.10653996467590332,0.013530731201171875,"[0.850700457212508, 0.850700457212508]",8.535385131835938e-05,"[0.8507004380226135, 0.85070044]",0.011188745498657227
12,IBP+backward (CROWN-IBP),27,0,0.02,False,contrast,"[[17.258759, 42.737564, 44.51613, 70.03696], [19.23132, 45.554638, 47.947227, 74.49057]]",0.11556196212768555,0.012731790542602539,"[0.5263585326256145, 1]",6.985664367675781e-05,"[0.6823766827583313, 0.93775856]",0.010491132736206055
13,IBP+backward (CROWN-IBP),27,0,0.04,False,contrast,"[[15.030829, 40.32026, 42.202858, 67.1093], [23.569942, 51.02697, 55.996143, 83.80531]]",0.14285755157470703,0.012517690658569336,"[0.13225857782578346, 1]",7.05718994140625e-05,"[0.302087664604187, 1.0]",0.010287046432495117
14,IBP+backward (CROWN-IBP),27,0,0.06,False,contrast,"[[12.213114, 36.999306, 39.117462, 63.112198], [31.395512, 59.288055, 69.15898, 90]]",0.10360217094421387,0.01262974739074707,"[0.007827365577187528, 1]",8.0108642578125e-05,"[0.037665609270334244, 1.0]",0.010391950607299805
15,IBP+backward (CROWN-IBP),27,0,0.08,True,contrast,"[[8.834366, 33.24214, 35.867367, 58.93199], [41.67648, 71.0217, 86.342636, 90]]",0.11167263984680176,0.0017528533935546875,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP+backward (CROWN-IBP),27,0,0.1,True,contrast,"[[4.1253223, 29.187246, 31.936419, 54.94829], [54.100464, 84.34512, 90, 90]]",0.10579752922058105,0.0017800331115722656,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP+backward (CROWN-IBP),27,0,0.12,True,contrast,"[[0, 25.041958, 27.986443, 50.830967], [67.37114, 90, 90, 90]]",0.1356334686279297,0.0017817020416259766,"[0, 1]",0.0,"[0, 1]",0.0
18,IBP+backward (CROWN-IBP),27,0,0.14,True,contrast,"[[0, 20.344177, 24.677948, 46.728004], [81.869354, 90, 90, 90]]",0.11210274696350098,0.001825094223022461,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP+backward (CROWN-IBP),27,0,0.16,True,contrast,"[[0, 15.138596, 20.525013, 41.265175], [90, 90, 90, 90]]",0.12882232666015625,0.001970529556274414,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP+backward (CROWN-IBP),27,0,0.18,True,contrast,"[[0, 10.377502, 15.611455, 35.72097], [90, 90, 90, 90]]",0.12286543846130371,0.0017833709716796875,"[0, 1]",0.0,"[0, 1]",0.0
21,IBP+backward (CROWN-IBP),27,0,0.2,True,contrast,"[[0, 5.45159, 10.820392, 29.499973], [90, 90, 90, 90]]",0.10813593864440918,0.0017693042755126953,"[0, 1]",0.0,"[0, 1]",0.0
22,backward (CROWN),27,0,0.0,False,contrast,"[[17.86504, 43.459694, 45.14749, 71.008026], [17.86504, 43.459694, 45.14749, 71.008026]]",0.4883737564086914,0.013067245483398438,"[0.850700457212508, 0.850700457212508]",7.176399230957031e-05,"[0.8507004380226135, 0.85070044]",0.01061105728149414
23,backward (CROWN),27,0,0.02,False,contrast,"[[17.783527, 43.30018, 44.973236, 70.74547], [17.916725, 43.564587, 45.27928, 71.19036]]",0.5023601055145264,0.014478921890258789,"[0.8175887237508374, 0.8837702079745261]",8.440017700195312e-05,"[0.8331018090248108, 0.8668784]",0.011113882064819336
24,backward (CROWN),27,0,0.04,False,contrast,"[[17.605423, 43.02787, 44.68284, 70.29871], [17.97427, 43.696186, 45.434937, 71.41771]]",0.5034582614898682,0.012633323669433594,"[0.7693552859842255, 0.9388226791072821]",7.033348083496094e-05,"[0.8067152500152588, 0.89238584]",0.010387420654296875
25,backward (CROWN),27,0,0.06,False,contrast,"[[17.412973, 42.700527, 44.405243, 69.76525], [18.129261, 43.93799, 45.671688, 71.78691]]",0.573693037033081,0.01618194580078125,"[0.7095825970963757, 1]",7.224082946777344e-05,"[0.7725059390068054, 0.92701674]",0.013732433319091797
26,backward (CROWN),27,0,0.08,False,contrast,"[[17.13093, 42.348442, 44.009426, 69.21283], [18.409813, 44.483555, 46.129116, 72.67971]]",0.5869245529174805,0.012959957122802734,"[0.6139627904784384, 1]",8.058547973632812e-05,"[0.7303106784820557, 0.95928675]",0.010493040084838867
27,backward (CROWN),27,0,0.1,False,contrast,"[[16.5831, 41.726624, 43.406723, 68.3381], [19.00044, 45.707317, 47.354813, 74.680855]]",0.6651947498321533,0.012970209121704102,"[0.443382974465991, 1]",7.319450378417969e-05,"[0.6541610956192017, 0.97917503]",0.010536432266235352
28,backward (CROWN),27,0,0.12,False,contrast,"[[16.06021, 41.044678, 42.776352, 67.32192], [19.778368, 47.060013, 48.89837, 76.79153]]",0.7234311103820801,0.01252603530883789,"[0.3123466938734499, 1]",6.937980651855469e-05,"[0.5556482672691345, 0.9978496]",0.010281562805175781
29,backward (CROWN),27,0,0.14,False,contrast,"[[15.233674, 39.921234, 41.55557, 65.73192], [21.150614, 49.12426, 51.49941, 80.03963]]",0.8362722396850586,0.014597654342651367,"[0.17835295075290894, 1]",8.296966552734375e-05,"[0.4176718592643738, 1.0]",0.011179685592651367
30,backward (CROWN),27,0,0.16,False,contrast,"[[14.280821, 38.6598, 40.361385, 64.02934], [22.754627, 51.41307, 54.54901, 83.858734]]",0.915827751159668,0.01286768913269043,"[0.0932563173291288, 1]",7.43865966796875e-05,"[0.2833311855792999, 1.0]",0.010414361953735352
31,backward (CROWN),27,0,0.18,False,contrast,"[[13.18965, 37.36034, 39.05204, 62.32171], [24.97691, 54.055305, 58.570618, 88.37403]]",1.0298514366149902,0.012723445892333984,"[0.039008516539756156, 1]",7.033348083496094e-05,"[0.1484065055847168, 1.0]",0.010456323623657227
32,backward (CROWN),27,0,0.2,False,contrast,"[[11.901362, 35.99639, 37.75279, 60.86933], [27.955227, 57.51512, 63.77167, 90]]",1.1024854183197021,0.014858245849609375,"[0.009251157634203065, 1]",0.0001010894775390625,"[0.04191719368100166, 1.0]",0.011389970779418945
