,method,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,8,0,0.0,False,contrast,"[[42.98111, 33.52748, 71.20499, 61.894978], [42.98111, 33.52748, 71.20499, 61.894978]]",0.10855293273925781,0.013041019439697266,"[0.8227194588922777, 0.8227194588922777]",6.866455078125e-05,"[0.8227194547653198, 0.82271945]",0.010693550109863281
1,IBP,8,0,0.02,True,contrast,"[[24.389845, 15.643063, 43.74321, 35.906544], [64.85255, 53.7339, 90, 90]]",0.0883641242980957,0.0017271041870117188,"[0, 1]",0.0,"[0, 1]",0.0
2,IBP,8,0,0.04,True,contrast,"[[6.315602, 0, 19.486027, 12.512425], [89.88668, 76.18896, 90, 90]]",0.10593938827514648,0.0019888877868652344,"[0, 1]",0.0,"[0, 1]",0.0
3,IBP,8,0,0.06,True,contrast,"[[0, 0, 1.7935141, 0], [90, 90, 90, 90]]",0.10514283180236816,0.0027887821197509766,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,8,0,0.08,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.10175371170043945,0.0024590492248535156,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,8,0,0.1,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08869099617004395,0.0017006397247314453,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,8,0,0.12,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08947086334228516,0.0017573833465576172,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,8,0,0.14,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08342218399047852,0.0017161369323730469,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,8,0,0.16,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09749054908752441,0.0017311573028564453,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,8,0,0.18,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.085723876953125,0.001712799072265625,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,8,0,0.2,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.0899820327758789,0.0016868114471435547,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP+backward (CROWN-IBP),8,0,0.0,False,contrast,"[[42.981113, 33.52748, 71.204994, 61.894985], [42.981113, 33.52748, 71.204994, 61.894985]]",0.1265552043914795,0.013228654861450195,"[0.8227189843732503, 0.8227189843732503]",8.130073547363281e-05,"[0.8227189779281616, 0.822719]",0.010975360870361328
12,IBP+backward (CROWN-IBP),8,0,0.02,False,contrast,"[[42.038727, 32.298748, 70.00509, 60.480896], [46.119892, 36.316452, 76.47428, 66.77983]]",0.14980268478393555,0.013518095016479492,"[0.4023060347372684, 1]",7.653236389160156e-05,"[0.4947511553764343, 0.9711285]",0.011039972305297852
13,IBP+backward (CROWN-IBP),8,0,0.04,False,contrast,"[[39.725002, 29.488894, 67.33807, 57.28348], [53.21557, 42.447987, 88.29987, 77.68953]]",0.10294795036315918,0.012712240219116211,"[0.0718542185981487, 1]",6.890296936035156e-05,"[0.17070133984088898, 1.0]",0.010391712188720703
14,IBP+backward (CROWN-IBP),8,0,0.06,True,contrast,"[[35.857944, 25.684368, 63.611744, 53.64518], [65.79766, 53.419437, 90, 90]]",0.11489272117614746,0.0018045902252197266,"[0, 1]",0.0,"[0, 1]",0.0
15,IBP+backward (CROWN-IBP),8,0,0.08,True,contrast,"[[29.906347, 20.435974, 57.919346, 48.229527], [82.566315, 67.63859, 90, 90]]",0.12049055099487305,0.0017824172973632812,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP+backward (CROWN-IBP),8,0,0.1,True,contrast,"[[23.438334, 15.258295, 51.48964, 42.956257], [90, 83.98979, 90, 90]]",0.1168828010559082,0.0017819404602050781,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP+backward (CROWN-IBP),8,0,0.12,True,contrast,"[[16.878592, 9.664131, 45.706055, 37.747818], [90, 90, 90, 90]]",0.11806869506835938,0.001802206039428711,"[0, 1]",0.0,"[0, 1]",0.0
18,IBP+backward (CROWN-IBP),8,0,0.14,True,contrast,"[[8.843339, 3.6352315, 36.16361, 30.112808], [90, 90, 90, 90]]",0.12183880805969238,0.001959085464477539,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP+backward (CROWN-IBP),8,0,0.16,True,contrast,"[[1.878274, 0, 28.482224, 23.623077], [90, 90, 90, 90]]",0.10892629623413086,0.0018835067749023438,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP+backward (CROWN-IBP),8,0,0.18,True,contrast,"[[0, 0, 20.021582, 16.812174], [90, 90, 90, 90]]",0.11429786682128906,0.0018248558044433594,"[0, 1]",0.0,"[0, 1]",0.0
21,IBP+backward (CROWN-IBP),8,0,0.2,True,contrast,"[[0, 0, 12.468771, 11.047932], [90, 90, 90, 90]]",0.14948725700378418,0.0021240711212158203,"[0, 1]",0.0,"[0, 1]",0.0
22,backward (CROWN),8,0,0.0,False,contrast,"[[42.981113, 33.52748, 71.204994, 61.894985], [42.981113, 33.52748, 71.204994, 61.894985]]",0.45891571044921875,0.01280355453491211,"[0.8227189843732503, 0.8227189843732503]",7.367134094238281e-05,"[0.8227189779281616, 0.822719]",0.010499238967895508
23,backward (CROWN),8,0,0.02,False,contrast,"[[42.7302, 33.296577, 70.78338, 61.473694], [43.20414, 33.724495, 71.58714, 62.274506]]",0.534184455871582,0.014506816864013672,"[0.768523462743015, 0.886850208143459]",8.106231689453125e-05,"[0.7908640503883362, 0.86048776]",0.011166572570800781
24,backward (CROWN),8,0,0.04,False,contrast,"[[42.432953, 33.008453, 70.28982, 60.990158], [43.463036, 33.955147, 72.03252, 62.702915]]",0.532740592956543,0.01265263557434082,"[0.7112134555336458, 0.97241448073451]",6.914138793945312e-05,"[0.7560528516769409, 0.9080698]",0.010376453399658203
25,backward (CROWN),8,0,0.06,False,contrast,"[[42.11285, 32.693474, 69.71034, 60.40123], [43.8714, 34.29735, 72.7253, 63.342945]]",0.6296687126159668,0.013138771057128906,"[0.6276465505406562, 1]",7.343292236328125e-05,"[0.7065449357032776, 0.9576351]",0.010673284530639648
26,backward (CROWN),8,0,0.08,False,contrast,"[[41.638252, 32.211708, 68.95337, 59.587227], [44.41303, 34.787308, 73.668, 64.233246]]",0.7218894958496094,0.013505220413208008,"[0.5067248565039385, 1]",8.296966552734375e-05,"[0.6449077725410461, 0.992439]",0.01076054573059082
27,backward (CROWN),8,0,0.1,False,contrast,"[[41.077454, 31.65715, 68.08701, 58.674355], [45.371346, 35.671604, 75.277596, 65.68031]]",0.7241978645324707,0.013709068298339844,"[0.3666635886562926, 1]",7.033348083496094e-05,"[0.5536274313926697, 1.0]",0.010778665542602539
28,backward (CROWN),8,0,0.12,False,contrast,"[[40.356045, 30.686234, 66.9508, 57.326637], [46.937843, 36.980198, 77.83845, 67.9358]]",0.8155884742736816,0.012856245040893555,"[0.22966154300346506, 1]",7.128715515136719e-05,"[0.43887218832969666, 1.0]",0.010544776916503906
29,backward (CROWN),8,0,0.14,False,contrast,"[[39.331833, 29.429619, 65.600845, 55.70408], [49.422874, 39.06376, 81.989555, 71.632355]]",0.9376306533813477,0.016192913055419922,"[0.11628463877180198, 1]",7.414817810058594e-05,"[0.30470675230026245, 1.0]",0.013695955276489258
30,backward (CROWN),8,0,0.16,False,contrast,"[[38.49132, 28.627558, 64.55838, 54.662735], [51.56614, 40.84121, 85.59654, 74.85047]]",1.0225050449371338,0.01358795166015625,"[0.06455339977051325, 1]",8.034706115722656e-05,"[0.2223745435476303, 1.0]",0.010799646377563477
31,backward (CROWN),8,0,0.18,False,contrast,"[[36.977875, 26.649963, 62.554134, 52.22502], [55.863163, 44.29085, 90, 80.984665]]",1.1763970851898193,0.015092849731445312,"[0.014698075412896784, 1]",9.679794311523438e-05,"[0.06771339476108551, 1.0]",0.011547327041625977
