,method,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,35,0,0.0,False,contrast,"[[4.8775277, 61.39528, 33.481716, 90], [4.8775277, 61.39528, 33.481716, 90]]",0.11336064338684082,0.013048887252807617,"[0.932049144899198, 0.932049144899198]",8.106231689453125e-05,"[0.9320491448991981, 0.9320491448991981]",0.010704517364501953
1,IBP,35,0,0.02,True,contrast,"[[0, 38.51886, 7.667385, 55.375225], [24.957085, 88.546974, 63.93394, 90]]",0.10275626182556152,0.0017590522766113281,"[0, 1]",0.0,"[0, 1]",0.0
2,IBP,35,0,0.04,True,contrast,"[[0, 21.010593, 0, 30.89375], [47.54116, 90, 90, 90]]",0.11818957328796387,0.0017833709716796875,"[0, 1]",0.0,"[0, 1]",0.0
3,IBP,35,0,0.06,True,contrast,"[[0, 7.3111463, 0, 14.584012], [75.070114, 90, 90, 90]]",0.08189725875854492,0.0017223358154296875,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,35,0,0.08,True,contrast,"[[0, 0, 0, 3.7273374], [90, 90, 90, 90]]",0.09469938278198242,0.0017571449279785156,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,35,0,0.1,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09992766380310059,0.0018169879913330078,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,35,0,0.12,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08996891975402832,0.0020148754119873047,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,35,0,0.14,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09561800956726074,0.0026230812072753906,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,35,0,0.16,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09964227676391602,0.0016846656799316406,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,35,0,0.18,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.11667585372924805,0.001714944839477539,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,35,0,0.2,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.11041879653930664,0.0017096996307373047,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP+backward (CROWN-IBP),35,0,0.0,False,contrast,"[[4.877528, 61.395283, 33.48172, 90], [4.877528, 61.395283, 33.48172, 90]]",0.12336206436157227,0.01365041732788086,"[0.9320489218197946, 0.9320489218197946]",9.179115295410156e-05,"[0.9320489218197946, 0.9320489218197946]",0.011307477951049805
12,IBP+backward (CROWN-IBP),35,0,0.02,False,contrast,"[[2.9606986, 59.557014, 31.38208, 87.69339], [7.1274624, 68.48442, 38.311584, 90]]",0.12052464485168457,0.012989997863769531,"[0.3341553117735719, 1]",8.106231689453125e-05,"[0.5609118342399597, 1.0]",0.010704994201660156
13,IBP+backward (CROWN-IBP),35,0,0.04,True,contrast,"[[0, 56.134216, 27.222738, 83.38804], [14.462318, 84.049675, 52.625526, 90]]",0.10887932777404785,0.0019080638885498047,"[0, 1]",0.0,"[0, 1]",0.0
14,IBP+backward (CROWN-IBP),35,0,0.06,True,contrast,"[[0, 50.910637, 21.746677, 77.16316], [26.769129, 90, 73.823135, 90]]",0.11076641082763672,0.0017783641815185547,"[0, 1]",0.0,"[0, 1]",0.0
15,IBP+backward (CROWN-IBP),35,0,0.08,True,contrast,"[[0, 43.90303, 15.670518, 69.740715], [45.184036, 90, 90, 90]]",0.1323399543762207,0.001959562301635742,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP+backward (CROWN-IBP),35,0,0.1,True,contrast,"[[0, 36.989334, 9.490634, 62.629044], [65.04413, 90, 90, 90]]",0.13613224029541016,0.0018475055694580078,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP+backward (CROWN-IBP),35,0,0.12,True,contrast,"[[0, 28.331387, 1.9371204, 53.26961], [85.73, 90, 90, 90]]",0.12176990509033203,0.0017769336700439453,"[0, 1]",0.0,"[0, 1]",0.0
18,IBP+backward (CROWN-IBP),35,0,0.14,True,contrast,"[[0, 20.700136, 0, 44.888916], [90, 90, 90, 90]]",0.11777782440185547,0.0018324851989746094,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP+backward (CROWN-IBP),35,0,0.16,True,contrast,"[[0, 11.826033, 0, 35.360756], [90, 90, 90, 90]]",0.11269664764404297,0.001794576644897461,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP+backward (CROWN-IBP),35,0,0.18,True,contrast,"[[0, 5.1180134, 0, 28.594305], [90, 90, 90, 90]]",0.12012147903442383,0.0018253326416015625,"[0, 1]",0.0,"[0, 1]",0.0
21,IBP+backward (CROWN-IBP),35,0,0.2,True,contrast,"[[0, 0, 0, 20.103912], [90, 90, 90, 90]]",0.10232877731323242,0.0017659664154052734,"[0, 1]",0.0,"[0, 1]",0.0
22,backward (CROWN),35,0,0.0,False,contrast,"[[4.877528, 61.395283, 33.48172, 90], [4.877528, 61.395283, 33.48172, 90]]",0.48995184898376465,0.013365745544433594,"[0.9320489218197946, 0.9320489218197946]",8.177757263183594e-05,"[0.9320489218197946, 0.9320489218197946]",0.010834693908691406
23,backward (CROWN),35,0,0.02,False,contrast,"[[4.8136187, 60.736935, 33.215866, 89.228905], [5.0481286, 62.050392, 33.707085, 90]]",0.5627520084381104,0.01293325424194336,"[0.8597070275471854, 1]",7.677078247070312e-05,"[0.9015700834519463, 0.9843027]",0.010624170303344727
24,backward (CROWN),35,0,0.04,False,contrast,"[[4.468112, 59.87745, 32.66146, 87.999626], [5.352086, 63.07807, 34.297672, 90]]",0.563406229019165,0.014835119247436523,"[0.6792673141046559, 1]",9.822845458984375e-05,"[0.841137170791626, 1.0]",0.011371850967407227
25,backward (CROWN),35,0,0.06,False,contrast,"[[3.9545388, 58.94928, 31.963821, 86.68514], [5.887925, 64.6563, 35.417137, 90]]",0.6212329864501953,0.013307571411132812,"[0.48412531383396684, 1]",8.654594421386719e-05,"[0.7133471369743347, 1.0]",0.010787487030029297
26,backward (CROWN),35,0,0.08,False,contrast,"[[3.2186694, 57.913914, 30.912767, 85.205765], [6.597804, 66.71782, 36.94771, 90]]",0.7374527454376221,0.017629146575927734,"[0.3173106548149858, 1]",0.00010085105895996094,"[0.5695809125900269, 1.0]",0.014126062393188477
27,backward (CROWN),35,0,0.1,False,contrast,"[[2.3797398, 56.83158, 29.862492, 83.66882], [7.491144, 69.57881, 39.00841, 90]]",0.7499516010284424,0.012959718704223633,"[0.18721392513378926, 1]",8.249282836914062e-05,"[0.40205684304237366, 1.0]",0.010627985000610352
28,backward (CROWN),35,0,0.12,False,contrast,"[[1.5087504, 55.63211, 28.800323, 82.01726], [8.927859, 72.77129, 41.922245, 90]]",0.8414649963378906,0.013265848159790039,"[0.0923694634513223, 1]",8.678436279296875e-05,"[0.23436234891414642, 1.0]",0.010706186294555664
29,backward (CROWN),35,0,0.14,False,contrast,"[[0.24944639, 54.309227, 27.333, 80.21654], [10.823803, 77.46201, 45.61713, 90]]",0.9383938312530518,0.014450311660766602,"[0.01928759060460902, 1]",9.846687316894531e-05,"[0.058003805577754974, 1.0]",0.011176347732543945
30,backward (CROWN),35,0,0.16,True,contrast,"[[0, 52.79683, 25.899956, 78.272896], [13.198372, 82.57883, 50.31347, 90]]",1.090930700302124,0.0021300315856933594,"[0, 1]",0.0,"[0, 1]",0.0
31,backward (CROWN),35,0,0.18,True,contrast,"[[0, 50.84321, 23.615887, 75.71247], [16.69814, 89.72438, 56.972954, 90]]",1.1360139846801758,0.0018277168273925781,"[0, 1]",0.0,"[0, 1]",0.0
