,method,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,19,0,0.0,False,contrast,"[[2.6858838, 59.257504, 30.941645, 87.72301], [2.6858838, 59.257504, 30.941645, 87.72301]]",0.10187363624572754,0.012620925903320312,"[0.9533015581184463, 0.9533015581184463]",6.794929504394531e-05,"[0.9533015489578247, 0.95330155]",0.010376691818237305
1,IBP,19,0,0.02,True,contrast,"[[0, 42.515324, 11.945721, 62.4185], [17.99748, 78.7875, 53.900402, 90]]",0.11172819137573242,0.0018036365509033203,"[0, 1]",0.0,"[0, 1]",0.0
2,IBP,19,0,0.04,True,contrast,"[[0, 27.530281, 0, 40.225777], [35.6832, 90, 81.20255, 90]]",0.12299156188964844,0.0017418861389160156,"[0, 1]",0.0,"[0, 1]",0.0
3,IBP,19,0,0.06,True,contrast,"[[0, 14.315674, 0, 23.750637], [59.011967, 90, 90, 90]]",0.10790705680847168,0.002007007598876953,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,19,0,0.08,True,contrast,"[[0, 2.6322672, 0, 11.513974], [87.291084, 90, 90, 90]]",0.09184122085571289,0.0017461776733398438,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,19,0,0.1,True,contrast,"[[0, 0, 0, 3.4249082], [90, 90, 90, 90]]",0.09329509735107422,0.0016825199127197266,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,19,0,0.12,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09908413887023926,0.0019507408142089844,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,19,0,0.14,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09662246704101562,0.0017333030700683594,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,19,0,0.16,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.10652303695678711,0.0017368793487548828,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,19,0,0.18,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.11218571662902832,0.0017774105072021484,"[0, 1]",0.0,"[0, 1]",0.0
