,method,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,15,0,0.0,False,contrast,"[[8.111998, 11.220934, 35.02886, 38.094353], [8.111998, 11.220934, 35.02886, 38.094353]]",0.10984373092651367,0.012555599212646484,"[0.7143272052800661, 0.7143272052800661]",6.747245788574219e-05,"[0.7143272161483765, 0.7143272]",0.010228395462036133
1,IBP,15,0,0.02,True,contrast,"[[0, 0, 6.1458435, 9.385148], [28.37127, 31.500763, 72.36083, 76.94153]]",0.1031644344329834,0.0019025802612304688,"[0, 1]",0.0,"[0, 1]",0.0
2,IBP,15,0,0.04,True,contrast,"[[0, 0, 0, 0], [51.651455, 53.724445, 90, 90]]",0.08597207069396973,0.0018100738525390625,"[0, 1]",0.0,"[0, 1]",0.0
3,IBP,15,0,0.06,True,contrast,"[[0, 0, 0, 0], [79.57364, 82.02165, 90, 90]]",0.09420371055603027,0.0017747879028320312,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,15,0,0.08,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09269881248474121,0.0016667842864990234,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,15,0,0.1,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09274029731750488,0.002651214599609375,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,15,0,0.12,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09247374534606934,0.001968860626220703,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,15,0,0.14,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09761381149291992,0.001708984375,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,15,0,0.16,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.0973210334777832,0.0017969608306884766,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,15,0,0.18,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09514570236206055,0.001798868179321289,"[0, 1]",0.0,"[0, 1]",0.0
