,method,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,28,0,0.0,False,contrast,"[[28.74957, 15.266361, 56.313488, 42.654545], [28.74957, 15.266361, 56.313488, 42.654545]]",0.1001274585723877,0.012468099594116211,"[0.9028760090023344, 0.9028760090023344]",6.723403930664062e-05,"[0.9028760194778442, 0.902876]",0.010221719741821289
1,IBP,28,0,0.02,True,contrast,"[[10.80666, 1.2354167, 28.924984, 19.669853], [50.0062, 32.299267, 89.31128, 70.96704]]",0.10675644874572754,0.0018763542175292969,"[0, 1]",0.0,"[0, 1]",0.0
2,IBP,28,0,0.04,True,contrast,"[[0, 0, 12.340557, 5.9138227], [73.013374, 51.032597, 90, 90]]",0.10321593284606934,0.001722097396850586,"[0, 1]",0.0,"[0, 1]",0.0
3,IBP,28,0,0.06,True,contrast,"[[0, 0, 0, 0], [90, 74.49989, 90, 90]]",0.1002051830291748,0.0016753673553466797,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,28,0,0.08,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09610962867736816,0.0017001628875732422,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,28,0,0.1,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.10051727294921875,0.0016665458679199219,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,28,0,0.12,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08529973030090332,0.0019354820251464844,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,28,0,0.14,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09258604049682617,0.0016827583312988281,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,28,0,0.16,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08905601501464844,0.0029113292694091797,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,28,0,0.18,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.10595583915710449,0.0024063587188720703,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,28,0,0.2,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.0989837646484375,0.0016942024230957031,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP+backward (CROWN-IBP),28,0,0.0,False,contrast,"[[28.74957, 15.266362, 56.313488, 42.654545], [28.74957, 15.266362, 56.313488, 42.654545]]",0.1085658073425293,0.012472152709960938,"[0.9028760090023344, 0.9028760090023344]",6.866455078125e-05,"[0.9028760194778442, 0.902876]",0.010230302810668945
12,IBP+backward (CROWN-IBP),28,0,0.02,False,contrast,"[[27.484238, 14.106258, 55.051186, 41.670074], [31.416603, 17.649033, 60.293777, 46.300766]]",0.1256718635559082,0.012464761734008789,"[0.44613018809265476, 1]",6.985664367675781e-05,"[0.6302914619445801, 0.9962051]",0.010265827178955078
13,IBP+backward (CROWN-IBP),28,0,0.04,False,contrast,"[[24.247149, 10.959782, 52.004086, 39.206055], [39.74784, 24.700727, 72.97736, 57.826317]]",0.1194920539855957,0.012688636779785156,"[0.061515102192288194, 1]",6.842613220214844e-05,"[0.18814237415790558, 1.0]",0.010462284088134766
14,IBP+backward (CROWN-IBP),28,0,0.06,True,contrast,"[[20.097755, 7.6962285, 48.070293, 36.48581], [52.081177, 36.36209, 90, 75.66748]]",0.14560842514038086,0.0020771026611328125,"[0, 1]",0.0,"[0, 1]",0.0
15,IBP+backward (CROWN-IBP),28,0,0.08,True,contrast,"[[14.472925, 3.3078103, 42.823395, 33.044632], [66.98455, 50.7583, 90, 90]]",0.11727499961853027,0.0018873214721679688,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP+backward (CROWN-IBP),28,0,0.1,True,contrast,"[[8.058363, 0, 37.241737, 28.783964], [83.87003, 66.93613, 90, 90]]",0.14098453521728516,0.0018742084503173828,"[0, 1]",0.0,"[0, 1]",0.0
