,method,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,16,0,0.0,False,contrast,"[[5.6151786, 44.111767, 33.517883, 72.259995], [5.6151786, 44.111767, 33.517883, 72.259995]]",0.10205245018005371,0.012798070907592773,"[0.9071681424527749, 0.9071681424527749]",7.462501525878906e-05,"[0.9071681499481201, 0.90716815]",0.0105743408203125
1,IBP,16,0,0.02,True,contrast,"[[0, 30.562315, 16.528378, 51.06564], [18.868551, 58.68269, 53.143612, 90]]",0.09338188171386719,0.0017011165618896484,"[0, 1]",0.0,"[0, 1]",0.0
2,IBP,16,0,0.04,True,contrast,"[[0, 16.868061, 2.0876768, 31.300335], [36.207954, 74.7686, 77.896, 90]]",0.12220358848571777,0.001895904541015625,"[0, 1]",0.0,"[0, 1]",0.0
3,IBP,16,0,0.06,True,contrast,"[[0, 5.304753, 0, 16.304356], [55.132717, 90, 90, 90]]",0.08462667465209961,0.0018520355224609375,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,16,0,0.08,True,contrast,"[[0, 0, 0, 5.483456], [75.09361, 90, 90, 90]]",0.12598824501037598,0.0017783641815185547,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,16,0,0.1,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.1061093807220459,0.0017876625061035156,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,16,0,0.12,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09361124038696289,0.0018622875213623047,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,16,0,0.14,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08360147476196289,0.001920938491821289,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,16,0,0.16,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.10462403297424316,0.0018315315246582031,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,16,0,0.18,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.0844888687133789,0.0017600059509277344,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,16,0,0.2,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09252357482910156,0.0017695426940917969,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP+backward (CROWN-IBP),16,0,0.0,False,contrast,"[[5.6151795, 44.11177, 33.517887, 72.259995], [5.6151795, 44.11177, 33.517887, 72.259995]]",0.1342942714691162,0.012853860855102539,"[0.9071681424527749, 0.9071681424527749]",7.772445678710938e-05,"[0.9071681499481201, 0.90716815]",0.010526657104492188
