,method,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,29,0,0.0,False,contrast,"[[45.475307, 46.159588, 72.989204, 73.68391], [45.475307, 46.159588, 72.989204, 73.68391]]",0.13934707641601562,0.012708425521850586,"[0.7129639019469212, 0.7129639019469212]",6.914138793945312e-05,"[0.712963879108429, 0.7129639]",0.010383844375610352
1,IBP,29,0,0.02,True,contrast,"[[24.08482, 27.384228, 43.45824, 45.87435], [68.050735, 67.31456, 90, 90]]",0.10073256492614746,0.0018105506896972656,"[0, 1]",0.0,"[0, 1]",0.0
2,IBP,29,0,0.04,True,contrast,"[[5.382447, 10.886391, 19.654217, 23.367344], [90, 89.65511, 90, 90]]",0.1083841323852539,0.0017178058624267578,"[0, 1]",0.0,"[0, 1]",0.0
3,IBP,29,0,0.06,True,contrast,"[[0, 0, 4.2926292, 8.214437], [90, 90, 90, 90]]",0.09432220458984375,0.001714468002319336,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,29,0,0.08,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.0986182689666748,0.0017211437225341797,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,29,0,0.1,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09197354316711426,0.0016651153564453125,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,29,0,0.12,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09176468849182129,0.002572774887084961,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,29,0,0.14,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09312605857849121,0.001953125,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,29,0,0.16,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.08973431587219238,0.002838134765625,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,29,0,0.18,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.09247612953186035,0.0017392635345458984,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,29,0,0.2,True,contrast,"[[0, 0, 0, 0], [90, 90, 90, 90]]",0.0945901870727539,0.001865386962890625,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP+backward (CROWN-IBP),29,0,0.0,False,contrast,"[[45.47531, 46.159584, 72.98923, 73.6839], [45.47531, 46.159584, 72.98923, 73.6839]]",0.10464096069335938,0.013439655303955078,"[0.7129642122197117, 0.7129642122197117]",8.511543273925781e-05,"[0.7129642367362976, 0.71296424]",0.011124610900878906
12,IBP+backward (CROWN-IBP),29,0,0.02,False,contrast,"[[43.78858, 44.737568, 70.89395, 71.67546], [48.997257, 49.642212, 78.22062, 79.30388]]",0.1192789077758789,0.012697935104370117,"[0.3234193199205452, 1]",7.05718994140625e-05,"[0.5572102665901184, 1.0]",0.010451316833496094
13,IBP+backward (CROWN-IBP),29,0,0.04,False,contrast,"[[41.013657, 41.761738, 67.199524, 67.73012], [57.094273, 57.77261, 90, 90]]",0.12900638580322266,0.0130767822265625,"[0.033030250776195, 1]",8.893013000488281e-05,"[0.1283458173274994, 1.0]",0.010725021362304688
