,0,1
0,1,76.4450581073761
1,12,73.26109099388123
2,23,87.72402691841125
3,34,69.56387615203857
4,45,63.67392086982727
5,56,66.69487166404724
6,67,64.04374718666077
7,78,59.96395707130432
8,89,64.87826299667358
9,100,67.89394092559814
