,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),5,0.0,False,whitenoise,"[[82.344055, 118.64769, 103.84927, 133.08182], [82.344055, 118.64769, 103.84927, 133.08182]]",0.3807549476623535,0.009490966796875,"[0.8511369573738706, 0.8511369573738706]",6.198883056640625e-05,"[0.8511369824409485, 0.851137]",0.007679939270019531
1,backward (CROWN),5,0.0002,False,whitenoise,"[[81.452965, 118.27118, 102.92898, 132.65567], [83.24103, 119.02823, 104.776184, 133.51268]]",0.7108049392700195,0.010956048965454102,"[0.6422684252189232, 1]",7.510185241699219e-05,"[0.7445253729820251, 0.9443405]",0.008807182312011719
2,backward (CROWN),5,0.0004,False,whitenoise,"[[80.54085, 117.88904, 101.98758, 132.2231], [84.16006, 119.42201, 105.72647, 133.95862]]",1.0272870063781738,0.011201858520507812,"[0.4687742989673479, 1]",7.605552673339844e-05,"[0.6504912376403809, 0.9972167]",0.008718013763427734
3,backward (CROWN),5,0.0006000000000000001,False,whitenoise,"[[79.61122, 117.50036, 101.02696, 131.78287], [85.10109, 119.82827, 106.69949, 134.41824]]",1.253005027770996,0.010006904602050781,"[0.3292734593203659, 1]",6.985664367675781e-05,"[0.5672980546951294, 1.0]",0.00801992416381836
4,backward (CROWN),5,0.0008,False,whitenoise,"[[78.6517, 117.10589, 100.036575, 131.33609], [86.06456, 120.24556, 107.69567, 134.89102]]",1.5755250453948975,0.011183977127075195,"[0.23062195032885305, 1]",7.510185241699219e-05,"[0.4832850694656372, 1.0]",0.009068965911865234
5,backward (CROWN),5,0.001,False,whitenoise,"[[77.65861, 116.70618, 99.01123, 130.88286], [87.05886, 120.67735, 108.72342, 135.38043]]",1.9470930099487305,0.010861873626708984,"[0.15873551954885726, 1]",7.486343383789062e-05,"[0.3930835723876953, 1.0]",0.008725166320800781
6,backward (CROWN),5,0.0012000000000000001,False,whitenoise,"[[76.630585, 116.29955, 97.94835, 130.42047], [88.08533, 121.12541, 109.78424, 135.88737]]",2.1742961406707764,0.010841131210327148,"[0.10561348216025966, 1]",7.605552673339844e-05,"[0.2954326868057251, 1.0]",0.008713960647583008
7,backward (CROWN),5,0.0014,False,whitenoise,"[[75.56282, 115.88702, 96.84517, 129.93845], [89.14894, 121.599594, 110.88481, 136.41803]]",2.457131862640381,0.011551141738891602,"[0.06607170011448794, 1]",7.700920104980469e-05,"[0.20681428909301758, 1.0]",0.009433746337890625
8,backward (CROWN),5,0.0016,False,whitenoise,"[[74.41729, 115.46454, 95.66283, 129.4432], [90.32007, 122.10336, 112.10941, 136.98291]]",2.6071250438690186,0.010117053985595703,"[0.036237261520284954, 1]",6.413459777832031e-05,"[0.1263713836669922, 1.0]",0.008284807205200195
9,backward (CROWN),5,0.0018000000000000002,False,whitenoise,"[[73.20418, 115.031395, 94.4125, 128.935], [91.62056, 122.64393, 113.48097, 137.5903]]",2.8344171047210693,0.010489940643310547,"[0.014620431120930779, 1]",7.295608520507812e-05,"[0.05660134181380272, 1.0]",0.008424997329711914
10,backward (CROWN),5,0.002,False,whitenoise,"[[71.91693, 114.58926, 93.08763, 128.41495], [92.97595, 123.21543, 114.91145, 138.23328]]",3.368102788925171,0.01024317741394043,"[0.0004378179835448068, 1]",8.7738037109375e-05,"[0.001871247193776071, 1.0]",0.008147954940795898
