,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),22,0.0,False,whitenoise,"[[124.78959, 104.11158, 143.1851, 121.300766], [124.78959, 104.11158, 143.1851, 121.300766]]",0.39206910133361816,0.010571002960205078,"[0.9402760242808724, 0.9402760242808724]",7.581710815429688e-05,"[0.940276026725769, 0.940276]",0.008420228958129883
1,backward (CROWN),22,0.0002,False,whitenoise,"[[123.8802, 103.75366, 142.21013, 120.87638], [125.702225, 104.47169, 144.16391, 121.727974]]",0.7359340190887451,0.010536909103393555,"[0.6514471816735128, 1]",7.677078247070312e-05,"[0.81440269947052, 0.98250294]",0.008450984954833984
2,backward (CROWN),22,0.0004,False,whitenoise,"[[122.95513, 103.39104, 141.21994, 120.44132], [126.63632, 104.85239, 145.1744, 122.16664]]",0.9638471603393555,0.009584903717041016,"[0.44423839693974587, 1]",6.604194641113281e-05,"[0.7044735550880432, 1.0]",0.00775909423828125
3,backward (CROWN),22,0.0006000000000000001,False,whitenoise,"[[122.00591, 103.022995, 140.20493, 119.99802], [127.6011, 105.24746, 146.21942, 122.61973]]",1.2970528602600098,0.011044979095458984,"[0.3045194042229533, 1]",0.00013518333435058594,"[0.5775105953216553, 1.0]",0.008740901947021484
4,backward (CROWN),22,0.0008,False,whitenoise,"[[121.02962, 102.649315, 139.16252, 119.547134], [128.6005, 105.658424, 147.30252, 123.09154]]",1.7265589237213135,0.011569976806640625,"[0.20594093493986804, 1]",7.605552673339844e-05,"[0.45567819476127625, 1.0]",0.009470939636230469
5,backward (CROWN),22,0.001,False,whitenoise,"[[119.98741, 102.25607, 138.08464, 119.08847], [129.63434, 106.08856, 148.45801, 123.609505]]",2.1123859882354736,0.010188102722167969,"[0.13396497125814377, 1]",7.319450378417969e-05,"[0.3412413001060486, 1.0]",0.008161067962646484
6,backward (CROWN),22,0.0012000000000000001,False,whitenoise,"[[118.91313, 101.8575, 136.97643, 118.62268], [130.7074, 106.541855, 149.65652, 124.15451]]",2.5178959369659424,0.010034799575805664,"[0.08128928101361253, 1]",7.390975952148438e-05,"[0.2352588176727295, 1.0]",0.007984161376953125
7,backward (CROWN),22,0.0014,False,whitenoise,"[[117.8018, 101.45182, 135.83215, 118.1481], [131.832, 107.018875, 150.91353, 124.72868]]",2.754657030105591,0.009134054183959961,"[0.04247387996602522, 1]",6.198883056640625e-05,"[0.1382899433374405, 1.0]",0.0073699951171875
8,backward (CROWN),22,0.0016,False,whitenoise,"[[116.64804, 101.03703, 134.64536, 117.66215], [133.02437, 107.52671, 152.24626, 125.34074]]",2.9995357990264893,0.009282112121582031,"[0.014034298267539155, 1]",6.604194641113281e-05,"[0.05103534460067749, 1.0]",0.007461071014404297
9,backward (CROWN),22,0.0018000000000000002,True,whitenoise,"[[115.42743, 100.611145, 133.39241, 117.16054], [134.28922, 108.07079, 153.65845, 125.99648]]",3.223478078842163,0.0015358924865722656,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),22,0.002,True,whitenoise,"[[114.127884, 100.17324, 132.06503, 116.64342], [135.6367, 108.654144, 155.15576, 126.696106]]",3.80068302154541,0.0015401840209960938,"[0, 1]",0.0,"[0, 1]",0.0
