,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),12,0.0,False,whitenoise,"[[102.23519, 112.37963, 122.281425, 131.31543], [102.23519, 112.37963, 122.281425, 131.31543]]",0.40096616744995117,0.010744810104370117,"[0.8783433152528989, 0.8783433152528989]",7.295608520507812e-05,"[0.8783433437347412, 0.87834334]",0.008661985397338867
1,backward (CROWN),12,0.0002,False,whitenoise,"[[101.33224, 111.987686, 121.3479, 130.87753], [103.14054, 112.774086, 123.21741, 131.75635]]",0.7346491813659668,0.009328842163085938,"[0.6597498179572713, 1]",6.318092346191406e-05,"[0.771472156047821, 0.9594695]",0.0075528621673583984
2,backward (CROWN),12,0.0004,False,whitenoise,"[[100.407425, 111.58931, 120.39093, 130.43227], [104.06828, 113.18216, 124.17552, 132.21121]]",0.9573860168457031,0.010370016098022461,"[0.4748848508331381, 1]",7.176399230957031e-05,"[0.6767566204071045, 0.993677]",0.008285760879516602
3,backward (CROWN),12,0.0006000000000000001,False,whitenoise,"[[99.4582, 111.18491, 119.40948, 129.98056], [105.02206, 113.60416, 125.15918, 132.68057]]",1.2982239723205566,0.009657144546508789,"[0.3360221334145062, 1]",6.389617919921875e-05,"[0.590818464756012, 1.0]",0.007787942886352539
4,backward (CROWN),12,0.0008,False,whitenoise,"[[98.48016, 110.77417, 118.39817, 129.5198], [106.0067, 114.03919, 126.174, 133.16495]]",1.6815550327301025,0.010011911392211914,"[0.2360663606497485, 1]",7.200241088867188e-05,"[0.49360907077789307, 1.0]",0.007987260818481445
5,backward (CROWN),12,0.001,False,whitenoise,"[[97.47022, 110.36021, 117.35595, 129.0545], [107.027145, 114.4919, 127.22584, 133.66963]]",2.0253570079803467,0.010265827178955078,"[0.1621694327424601, 1]",7.319450378417969e-05,"[0.39135608077049255, 1.0]",0.008234024047851562
6,backward (CROWN),12,0.0012000000000000001,False,whitenoise,"[[96.4032, 109.93475, 116.22801, 128.57617], [108.0988, 114.977264, 128.31975, 134.21062]]",2.386401891708374,0.010503768920898438,"[0.10542528056755647, 1]",7.486343383789062e-05,"[0.2876307964324951, 1.0]",0.008414983749389648
7,backward (CROWN),12,0.0014,False,whitenoise,"[[95.28203, 109.50047, 115.04107, 128.08679], [109.219955, 115.4919, 129.46545, 134.78445]]",2.7286248207092285,0.01020503044128418,"[0.062379975044156724, 1]",7.224082946777344e-05,"[0.1907583624124527, 1.0]",0.008186817169189453
8,backward (CROWN),12,0.0016,False,whitenoise,"[[94.10713, 109.05656, 113.79616, 127.57536], [110.396225, 116.04323, 130.6653, 135.39201]]",2.981969118118286,0.01101827621459961,"[0.029977995595455796, 1]",7.605552673339844e-05,"[0.10201476514339447, 1.0]",0.00890493392944336
9,backward (CROWN),12,0.0018000000000000002,False,whitenoise,"[[92.873436, 108.60193, 112.49126, 127.04403], [111.63686, 116.63176, 131.93121, 136.03662]]",3.104241132736206,0.009348869323730469,"[0.0061480811571538885, 1]",6.389617919921875e-05,"[0.02314653992652893, 1.0]",0.007562160491943359
10,backward (CROWN),12,0.002,True,whitenoise,"[[91.55366, 108.12787, 111.11643, 126.50032], [112.93094, 117.25479, 133.26773, 136.72849]]",3.7240519523620605,0.0015931129455566406,"[0, 1]",0.0,"[0, 1]",0.0
