,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),23,0.0,False,whitenoise,"[[144.02527, 103.067696, 168.4951, 119.42739], [144.02527, 103.067696, 168.4951, 119.42739]]",0.38003993034362793,0.009459972381591797,"[0.9250941309149872, 0.9250941309149872]",6.4849853515625e-05,"[0.9250941276550293, 0.9250941]",0.00767207145690918
1,backward (CROWN),23,0.0002,False,whitenoise,"[[142.99622, 102.68346, 167.38245, 118.98793], [145.0564, 103.4547, 169.61049, 119.87034]]",0.7726089954376221,0.010982990264892578,"[0.6685554375792202, 1]",7.700920104980469e-05,"[0.8097038865089417, 0.98294073]",0.00887608528137207
2,backward (CROWN),23,0.0004,False,whitenoise,"[[141.94873, 102.293724, 166.25043, 118.5421], [146.11159, 103.854, 170.75311, 120.32827]]",1.1044120788574219,0.01044607162475586,"[0.4713467103051843, 1]",7.510185241699219e-05,"[0.7013245224952698, 1.0]",0.00829172134399414
3,backward (CROWN),23,0.0006000000000000001,False,whitenoise,"[[140.8802, 101.89953, 165.09586, 118.09069], [147.19408, 104.26728, 171.92598, 120.80318]]",1.4565081596374512,0.009523868560791016,"[0.3329217497908177, 1]",6.794929504394531e-05,"[0.598921537399292, 1.0]",0.007628917694091797
4,backward (CROWN),23,0.0008,False,whitenoise,"[[139.78995, 101.49928, 163.92027, 117.63248], [148.31517, 104.697716, 173.14082, 121.298294]]",1.8421299457550049,0.010054826736450195,"[0.23406497290023728, 1]",7.009506225585938e-05,"[0.4997556507587433, 1.0]",0.00813603401184082
5,backward (CROWN),23,0.001,False,whitenoise,"[[138.66695, 101.09302, 162.71101, 117.16728], [149.47397, 105.14538, 174.39557, 121.81354]]",2.28564715385437,0.01093292236328125,"[0.16154556643378826, 1]",7.510185241699219e-05,"[0.39400073885917664, 1.0]",0.008810043334960938
6,backward (CROWN),23,0.0012000000000000001,False,whitenoise,"[[137.51164, 100.678154, 161.4689, 116.69289], [150.67201, 105.612045, 175.69417, 122.35169]]",2.5090391635894775,0.009224891662597656,"[0.10760749829379115, 1]",6.508827209472656e-05,"[0.2962130010128021, 1.0]",0.007459163665771484
7,backward (CROWN),23,0.0014,False,whitenoise,"[[136.3097, 100.25403, 160.17786, 116.20665], [151.91435, 106.10234, 177.04044, 122.91469]]",2.819125175476074,0.009958982467651367,"[0.06715311278291745, 1]",7.414817810058594e-05,"[0.20673003792762756, 1.0]",0.007940053939819336
8,backward (CROWN),23,0.0016,False,whitenoise,"[[135.03152, 99.81856, 158.7974, 115.70595], [153.223, 106.67149, 178.45778, 123.522]]",3.169339895248413,0.010753870010375977,"[0.03641775889614477, 1]",7.700920104980469e-05,"[0.12469003349542618, 1.0]",0.008508920669555664
9,backward (CROWN),23,0.0018000000000000002,False,whitenoise,"[[133.6774, 99.37093, 157.33705, 115.189445], [154.61656, 107.28667, 179.96361, 124.17774]]",3.290358066558838,0.010544061660766602,"[0.014046333600319266, 1]",7.700920104980469e-05,"[0.05323038250207901, 1.0]",0.008423328399658203
10,backward (CROWN),23,0.002,True,whitenoise,"[[132.22838, 98.906296, 155.77484, 114.651794], [156.08818, 107.9503, 181.55603, 124.88577]]",3.581540822982788,0.0015931129455566406,"[0, 1]",0.0,"[0, 1]",0.0
