,0,1
0,0,34.70166230201721
1,1,34.61347579956055
2,2,34.43249487876892
3,3,34.14530372619629
4,4,34.02426600456238
5,5,34.61265444755554
6,6,34.6356999874115
7,7,34.99485969543457
8,8,34.3442816734314
9,9,33.83646202087402
10,10,34.51990056037903
11,11,34.16217088699341
12,12,34.18369913101196
13,13,34.011765241622925
14,14,34.115124225616455
15,15,34.27680206298828
16,16,34.14216208457947
17,17,33.63562870025635
18,18,33.772820234298706
19,19,34.2838568687439
20,20,34.271554708480835
21,21,34.27304029464722
22,22,34.197229862213135
23,23,33.88287854194641
24,24,34.10140895843506
25,25,34.05055618286133
26,26,34.20861530303955
27,27,34.008747577667236
28,28,34.369818449020386
29,29,34.080841064453125
30,30,34.18552613258362
31,31,33.9957537651062
32,32,34.46874165534973
33,33,34.13716411590576
34,34,34.313873291015625
35,35,34.19050598144531
36,36,33.89432740211487
37,37,34.406574010849
38,38,34.141833782196045
39,39,34.03305959701538
40,40,34.34817934036255
41,41,33.89879488945007
42,42,34.15040183067322
43,43,34.070778369903564
44,44,34.244699478149414
45,45,34.090760946273804
46,46,34.31800651550293
47,47,34.15523862838745
48,48,34.165305614471436
49,49,33.71122694015503
50,50,34.25496792793274
51,51,34.166019439697266
52,52,34.15690779685974
53,53,34.175084829330444
54,54,33.83119750022888
55,55,33.9807391166687
56,56,33.80824875831604
57,57,34.20811605453491
58,58,34.14718151092529
59,59,34.095587730407715
60,60,34.10524010658264
61,61,34.01427483558655
62,62,34.03753399848938
63,63,34.213191509246826
64,64,34.21880555152893
65,65,34.12243938446045
66,66,34.226059675216675
67,67,33.97858262062073
68,68,34.05245661735535
69,69,34.32247018814087
70,70,34.2191858291626
71,71,33.83334541320801
72,72,34.45756554603577
73,73,34.18992733955383
74,74,33.98732614517212
75,75,34.07315802574158
76,76,34.16693687438965
77,77,34.302032470703125
78,78,34.02515268325806
79,79,33.7149133682251
80,80,34.60256600379944
81,81,34.46473717689514
82,82,34.129915952682495
83,83,33.94274353981018
84,84,34.48714637756348
85,85,33.955535888671875
86,86,34.2227737903595
87,87,34.30755639076233
88,88,34.26435112953186
89,89,33.921751737594604
90,90,34.15773940086365
91,91,34.106977701187134
92,92,34.146955490112305
93,93,34.40383505821228
94,94,34.176892042160034
95,95,34.50781989097595
96,96,34.33022880554199
97,97,34.098328828811646
98,98,34.122321367263794
99,99,33.966517210006714
100,100,34.076995849609375
101,101,33.975472927093506
102,102,34.10926032066345
103,103,33.796424865722656
104,104,33.878464460372925
105,105,34.117194175720215
106,106,34.24594306945801
107,107,33.94369697570801
108,108,33.798696517944336
109,109,34.00793218612671
110,110,34.092329025268555
111,111,34.46990776062012
112,112,34.245370626449585
113,113,34.58590579032898
114,114,33.97874999046326
115,115,33.92222309112549
116,116,34.24624562263489
117,117,33.93526005744934
118,118,34.196284770965576
119,119,34.36080884933472
120,120,33.87897491455078
121,121,34.00154113769531
122,122,33.92798113822937
123,123,34.45615553855896
124,124,34.15311670303345
125,125,34.08218002319336
126,126,33.79584455490112
127,127,33.92411136627197
128,128,33.73458123207092
129,129,34.06186294555664
130,130,34.089919567108154
131,131,34.333940744400024
132,132,34.04740858078003
133,133,33.83387017250061
134,134,34.345555782318115
135,135,33.68490433692932
136,136,33.89166879653931
137,137,34.01607346534729
138,138,34.13238883018494
139,139,34.298218727111816
140,140,34.1191041469574
141,141,34.36042141914368
142,142,35.011314392089844
143,143,34.4576051235199
144,144,34.01811695098877
145,145,33.97086310386658
146,146,34.09386587142944
147,147,34.145219564437866
148,148,34.32056736946106
149,149,34.21470856666565
150,150,33.80957508087158
151,151,34.38275170326233
152,152,33.687843561172485
153,153,34.26644587516785
154,154,33.93338322639465
155,155,34.77377462387085
156,156,34.58221125602722
157,157,34.65895676612854
158,158,33.82645773887634
159,159,34.617289781570435
160,160,33.86925029754639
161,161,34.341163635253906
162,162,34.26253604888916
163,163,33.71869874000549
164,164,34.173129081726074
165,165,34.24317646026611
166,166,34.17726922035217
167,167,34.27218699455261
168,168,34.44401836395264
169,169,34.08397173881531
170,170,34.007810831069946
171,171,34.14098381996155
172,172,34.179208517074585
173,173,34.100566148757935
174,174,33.94070553779602
175,175,33.9252233505249
176,176,34.055240631103516
177,177,34.118433713912964
178,178,34.16632080078125
179,179,34.044477224349976
180,180,34.25779128074646
181,181,33.862247705459595
182,182,33.913589000701904
183,183,34.06381797790527
184,184,34.16303086280823
185,185,34.11252808570862
186,186,34.31858277320862
187,187,34.44488477706909
188,188,34.119208574295044
189,189,34.23127841949463
190,190,34.09799146652222
191,191,33.957080125808716
192,192,34.18289613723755
193,193,34.284414768218994
194,194,34.34601068496704
195,195,34.42057728767395
196,196,34.32078242301941
197,197,33.64096760749817
198,198,33.87870454788208
199,199,34.04394578933716
200,200,34.15963959693909
201,201,34.34878373146057
202,202,34.59658622741699
203,203,34.350555658340454
204,204,34.05914068222046
205,205,34.25011420249939
206,206,34.33659768104553
207,207,34.37716054916382
208,208,34.17879390716553
209,209,34.26119351387024
210,210,34.21585202217102
211,211,33.83000349998474
212,212,34.11999201774597
213,213,34.10179948806763
214,214,34.248114585876465
215,215,33.91895031929016
216,216,34.067909240722656
217,217,34.33714008331299
218,218,34.046852827072144
219,219,33.98040223121643
220,220,34.08918595314026
221,221,34.24566173553467
222,222,34.58775019645691
223,223,34.13652038574219
224,224,34.267942667007446
225,225,34.355539321899414
226,226,34.26978659629822
227,227,34.03876280784607
228,228,34.07149910926819
229,229,34.29179620742798
230,230,34.329747676849365
231,231,33.832337617874146
232,232,34.38701295852661
233,233,34.17792057991028
234,234,34.656394720077515
235,235,34.33265566825867
236,236,34.299184799194336
237,237,34.62321186065674
238,238,34.18890452384949
239,239,34.1076602935791
240,240,34.52226114273071
241,241,34.096338748931885
242,242,34.17107105255127
243,243,34.12239718437195
244,244,34.21264624595642
245,245,34.287636280059814
246,246,34.32283353805542
247,247,34.08492684364319
248,248,34.150256395339966
249,249,34.323633670806885
250,250,34.18227171897888
251,251,34.369345903396606
252,252,34.40831470489502
253,253,34.21520686149597
254,254,34.380016565322876
255,255,34.626641035079956
256,256,34.344940423965454
257,257,34.103670597076416
258,258,34.334415912628174
259,259,34.34649610519409
260,260,34.38666772842407
261,261,34.191521883010864
262,262,34.19161415100098
263,263,34.88499975204468
264,264,34.36630153656006
265,265,34.30682349205017
266,266,34.31903076171875
267,267,34.27526593208313
268,268,34.25601935386658
269,269,34.39034414291382
270,270,34.37482190132141
271,271,34.09789752960205
272,272,34.477619886398315
273,273,34.451167345047
274,274,34.58100128173828
275,275,34.06759428977966
276,276,34.39562129974365
277,277,34.43910598754883
278,278,34.28549313545227
279,279,34.27721667289734
280,280,33.93805384635925
281,281,34.38175678253174
282,282,34.80873942375183
283,283,34.51091909408569
284,284,34.501718521118164
285,285,33.89630746841431
286,286,34.25775957107544
287,287,34.58565068244934
288,288,34.302058696746826
289,289,33.79535126686096
290,290,34.33887338638306
291,291,34.501993894577026
292,292,34.69314455986023
293,293,34.491472005844116
294,294,33.909576177597046
295,295,34.5810763835907
296,296,33.93778038024902
297,297,33.92010450363159
298,298,34.02196383476257
299,299,34.19998478889465
