,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),45,0.0,False,brightness,"[[79.06236, 134.0427, 101.3456, 146.81609], [79.06236, 134.0427, 101.3456, 146.81609]]","[79.06236, 134.0427, 101.3456, 146.81609]","[79.06236, 134.0427, 101.3456, 146.81609]",[ 78.43137 132.35045 100.60131 145.11179],0.43306422233581543,0.011487960815429688,"[0.7243755969484085, 0.7243755969484085]",7.605552673339844e-05,"[0.7243756055831909, 0.7243756]",0.009263753890991211
1,backward (CROWN),45,0.002,False,brightness,"[[78.746666, 133.81573, 101.0158, 146.49953], [79.39409, 134.27655, 101.6949, 147.14098]]","[79.39409, 134.27655, 101.6949, 147.14098]","[78.746666, 133.81573, 101.0158, 146.49953]",[ 78.43137 132.35045 100.60131 145.11179],2.7061660289764404,0.011475086212158203,"[0.640206546792936, 0.8220037973146472]",7.605552673339844e-05,"[0.6757993698120117, 0.7750962]",0.009252071380615234
2,backward (CROWN),45,0.004,False,brightness,"[[78.37897, 133.56325, 100.63221, 146.1557], [79.79727, 134.53853, 102.12045, 147.49527]]","[79.79727, 134.53853, 102.12045, 147.49527]","[78.37897, 133.56325, 100.63221, 146.1557]",[ 78.43137 132.35045 100.60131 145.11179],3.9708092212677,0.011685848236083984,"[0.5586897109430342, 0.9520308095833527]",7.724761962890625e-05,"[0.6245723962783813, 0.83546996]",0.009467840194702148
3,backward (CROWN),45,0.006,False,brightness,"[[77.94454, 133.2816, 100.17806, 145.78041], [80.27394, 134.842, 102.626434, 147.89258]]","[80.27394, 134.842, 102.626434, 147.89258]","[77.94454, 133.2816, 100.17806, 145.78041]",[ 78.43137 132.35045 100.60131 145.11179],5.066560983657837,0.01178598403930664,"[0.4654875682136832, 1]",7.796287536621094e-05,"[0.5705741047859192, 0.88087994]",0.009471893310546875
4,backward (CROWN),45,0.008,False,brightness,"[[77.445404, 132.94475, 99.65445, 145.37184], [80.82507, 135.18031, 103.21432, 148.32529]]","[80.82507, 135.18031, 103.21432, 148.32529]","[77.445404, 132.94475, 99.65445, 145.37184]",[ 78.43137 132.35045 100.60131 145.11179],5.845510959625244,0.011729240417480469,"[0.37989185125632724, 1]",7.915496826171875e-05,"[0.5157521367073059, 0.9343884]",0.009457826614379883
5,backward (CROWN),45,0.01,False,brightness,"[[76.893425, 132.56349, 99.07576, 144.92616], [81.46008, 135.55305, 103.8924, 148.79553]]","[81.46008, 135.55305, 103.8924, 148.79553]","[76.893425, 132.56349, 99.07576, 144.92616]",[ 78.43137 132.35045 100.60131 145.11179],6.447926998138428,0.011294841766357422,"[0.29693873059615244, 1]",7.700920104980469e-05,"[0.4608575999736786, 0.98330563]",0.009087085723876953
6,backward (CROWN),45,0.012,False,brightness,"[[76.27264, 132.15288, 98.41205, 144.4495], [82.18969, 135.95345, 104.6664, 149.302]]","[82.18969, 135.95345, 104.6664, 149.302]","[76.27264, 132.15288, 98.41205, 144.4495]",[ 78.43137 132.35045 100.60131 145.11179],7.075255870819092,0.010740041732788086,"[0.21807203172953793, 1]",7.486343383789062e-05,"[0.40697023272514343, 1.0]",0.008619070053100586
7,backward (CROWN),45,0.014,False,brightness,"[[75.56637, 131.70988, 97.66103, 143.938], [82.99812, 136.39569, 105.51653, 149.85461]]","[82.99812, 136.39569, 105.51653, 149.85461]","[75.56637, 131.70988, 97.66103, 143.938]",[ 78.43137 132.35045 100.60131 145.11179],6.9493632316589355,0.010940074920654297,"[0.15450950740628433, 1]",7.295608520507812e-05,"[0.35470426082611084, 1.0]",0.00880289077758789
8,backward (CROWN),45,0.016,False,brightness,"[[74.793884, 131.24219, 96.84296, 143.40143], [83.89945, 136.88657, 106.453835, 150.46373]]","[83.89945, 136.88657, 106.453835, 150.46373]","[74.793884, 131.24219, 96.84296, 143.40143]",[ 78.43137 132.35045 100.60131 145.11179],7.762712717056274,0.011605978012084961,"[0.10447321294821246, 1]",7.605552673339844e-05,"[0.2980549931526184, 1.0]",0.009336233139038086
9,backward (CROWN),45,0.018000000000000002,False,brightness,"[[73.96606, 130.74622, 95.960815, 142.83286], [84.92716, 137.4327, 107.52214, 151.13696]]","[84.92716, 137.4327, 107.52214, 151.13696]","[73.96606, 130.74622, 95.960815, 142.83286]",[ 78.43137 132.35045 100.60131 145.11179],8.506146907806396,0.011107206344604492,"[0.0656518252880811, 1]",7.605552673339844e-05,"[0.21060340106487274, 1.0]",0.008974075317382812
10,backward (CROWN),45,0.02,False,brightness,"[[73.05512, 130.21985, 94.99355, 142.22958], [86.063835, 138.03021, 108.70507, 151.86856]]","[86.063835, 138.03021, 108.70507, 151.86856]","[73.05512, 130.21985, 94.99355, 142.22958]",[ 78.43137 132.35045 100.60131 145.11179],8.779987096786499,0.011384010314941406,"[0.036865330108028393, 1]",8.082389831542969e-05,"[0.1325443983078003, 1.0]",0.009170055389404297
