,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),100,0.0,False,brightness,"[[128.831, 95.78111, 141.39569, 104.375534], [128.831, 95.78111, 141.39569, 104.375534]]","[128.831, 95.78111, 141.39569, 104.375534]","[128.831, 95.78111, 141.39569, 104.375534]",[128.        94.7432   140.23529  103.250755],0.4368607997894287,0.009948968887329102,"[0.6713234114610829, 0.6713234114610829]",7.081031799316406e-05,"[0.6713234186172485, 0.6713234]",0.007936954498291016
1,backward (CROWN),100,0.002,False,brightness,"[[128.4382, 95.68787, 141.05023, 104.28631], [129.22908, 95.88357, 141.74503, 104.47301]]","[129.22908, 95.88357, 141.74503, 104.47301]","[128.4382, 95.68787, 141.05023, 104.28631]",[128.        94.7432   140.23529  103.250755],2.877013921737671,0.011221647262573242,"[0.5795503152206086, 0.7812452421664222]",7.510185241699219e-05,"[0.6212800145149231, 0.7235069]",0.009071826934814453
2,backward (CROWN),100,0.004,False,brightness,"[[128.00543, 95.57281, 140.66531, 104.17614], [129.6855, 96.03725, 142.14969, 104.60887]]","[129.6855, 96.03725, 142.14969, 104.60887]","[128.00543, 95.57281, 140.66531, 104.17614]",[128.        94.7432   140.23529  103.250755],4.773377180099487,0.011611223220825195,"[0.48845379190724836, 0.9431928805377102]",7.486343383789062e-05,"[0.5644229650497437, 0.7883531]",0.009144067764282227
3,backward (CROWN),100,0.006,False,brightness,"[[127.52573, 95.43092, 140.23398, 104.03994], [130.20192, 96.23465, 142.61488, 104.781944]]","[130.20192, 96.23465, 142.61488, 104.781944]","[127.52573, 95.43092, 140.23398, 104.03994]",[128.        94.7432   140.23529  103.250755],4.83899188041687,0.01088714599609375,"[0.40265334083795734, 1]",7.390975952148438e-05,"[0.5035620927810669, 0.8411372]",0.008766889572143555
4,backward (CROWN),100,0.008,False,brightness,"[[126.99107, 95.261055, 139.75189, 103.87679], [130.77003, 96.500046, 143.13132, 105.05519]]","[130.77003, 96.500046, 143.13132, 105.05519]","[126.99107, 95.261055, 139.75189, 103.87679]",[128.        94.7432   140.23529  103.250755],5.82914400100708,0.010588884353637695,"[0.300855662716134, 1]",7.295608520507812e-05,"[0.43780869245529175, 0.87476003]",0.008476018905639648
5,backward (CROWN),100,0.01,False,brightness,"[[126.40427, 95.063866, 139.22441, 103.68903], [131.38605, 96.82152, 143.69923, 105.408714]]","[131.38605, 96.82152, 143.69923, 105.408714]","[126.40427, 95.063866, 139.22441, 103.68903]",[128.        94.7432   140.23529  103.250755],6.692596912384033,0.011024951934814453,"[0.2166475000995446, 1]",7.486343383789062e-05,"[0.3720153868198395, 0.9151626]",0.00888967514038086
6,backward (CROWN),100,0.012,False,brightness,"[[125.77179, 94.843605, 138.65, 103.479485], [132.05359, 97.18945, 144.31226, 105.80771]]","[132.05359, 97.18945, 144.31226, 105.80771]","[125.77179, 94.843605, 138.65, 103.479485]",[128.        94.7432   140.23529  103.250755],7.503630876541138,0.011466026306152344,"[0.1495303823137873, 1]",7.605552673339844e-05,"[0.30966028571128845, 0.9623259]",0.009257078170776367
7,backward (CROWN),100,0.014,False,brightness,"[[125.09962, 94.60822, 138.04001, 103.25468], [132.80463, 97.605804, 145.00072, 106.25315]]","[132.80463, 97.605804, 145.00072, 106.25315]","[125.09962, 94.60822, 138.04001, 103.25468]",[128.        94.7432   140.23529  103.250755],8.292951107025146,0.014696121215820312,"[0.09648986242340735, 1]",7.724761962890625e-05,"[0.2466673105955124, 0.9995392]",0.012461662292480469
8,backward (CROWN),100,0.016,False,brightness,"[[124.20984, 94.35374, 137.25687, 103.0114], [133.6121, 98.098076, 145.7448, 106.77879]]","[133.6121, 98.098076, 145.7448, 106.77879]","[124.20984, 94.35374, 137.25687, 103.0114]",[128.        94.7432   140.23529  103.250755],8.657754898071289,0.011126995086669922,"[0.050621906899352725, 1]",7.510185241699219e-05,"[0.16058214008808136, 1.0]",0.008958101272583008
9,backward (CROWN),100,0.018000000000000002,False,brightness,"[[123.18922, 94.05495, 136.37071, 102.72386], [134.47414, 98.64305, 146.54483, 107.35449]]","[134.47414, 98.64305, 146.54483, 107.35449]","[123.18922, 94.05495, 136.37071, 102.72386]",[128.        94.7432   140.23529  103.250755],8.52440094947815,0.010306119918823242,"[0.0190174505596051, 1]",7.176399230957031e-05,"[0.07435286790132523, 1.0]",0.008250951766967773
10,backward (CROWN),100,0.02,True,brightness,"[[122.068726, 93.708786, 135.39806, 102.393715], [135.43236, 99.25545, 147.43983, 108.0042]]","[135.43236, 99.25545, 147.43983, 108.0042]","[122.068726, 93.708786, 135.39806, 102.393715]",[128.        94.7432   140.23529  103.250755],9.35092306137085,0.001611948013305664,"[0, 1]",0.0,"[0, 1]",0.0
