,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),56,0.0,False,brightness,"[[90.40932, 122.71696, 122.880424, 131.91081], [90.40932, 122.71696, 122.880424, 131.91081]]","[90.40932, 122.71696, 122.880424, 131.91081]","[90.40932, 122.71696, 122.880424, 131.91081]",[ 89.62092 121.23263 121.93464 130.32024],0.3743159770965576,0.009380102157592773,"[0.6800010822042335, 0.6800010822042335]",6.222724914550781e-05,"[0.6800010800361633, 0.6800011]",0.0075778961181640625
1,backward (CROWN),56,0.002,False,brightness,"[[90.14411, 122.39333, 122.568665, 131.57709], [90.6722, 123.04369, 123.188416, 132.24736]]","[90.6722, 123.04369, 123.188416, 132.24736]","[90.14411, 122.39333, 122.568665, 131.57709]",[ 89.62092 121.23263 121.93464 130.32024],2.7970058917999268,0.011620759963989258,"[0.5806212432982353, 0.8029606632828589]",7.82012939453125e-05,"[0.6224884986877441, 0.7424154]",0.00939488410949707
2,backward (CROWN),56,0.004,False,brightness,"[[89.82552, 122.04279, 122.1978, 131.21533], [90.99874, 123.40584, 123.56007, 132.61919]]","[90.99874, 123.40584, 123.56007, 132.61919]","[89.82552, 122.04279, 122.1978, 131.21533]",[ 89.62092 121.23263 121.93464 130.32024],3.494938850402832,0.011156082153320312,"[0.48999540566663347, 0.9788576941682536]",7.295608520507812e-05,"[0.5632732510566711, 0.81826955]",0.009033918380737305
3,backward (CROWN),56,0.006,False,brightness,"[[89.452545, 121.66839, 121.76552, 130.82819], [91.40148, 123.80114, 124.01199, 133.0252]]","[91.40148, 123.80114, 124.01199, 133.0252]","[89.452545, 121.66839, 121.76552, 130.82819]",[ 89.62092 121.23263 121.93464 130.32024],4.608016014099121,0.009741067886352539,"[0.4054661662854005, 1]",6.580352783203125e-05,"[0.5034012198448181, 0.90165126]",0.007838249206542969
4,backward (CROWN),56,0.008,False,brightness,"[[89.02771, 121.267166, 121.27855, 130.41534], [91.88959, 124.23389, 124.550354, 133.47035]]","[91.88959, 124.23389, 124.550354, 133.47035]","[89.02771, 121.267166, 121.27855, 130.41534]",[ 89.62092 121.23263 121.93464 130.32024],5.2513227462768555,0.011244058609008789,"[0.3262456227924714, 1]",7.462501525878906e-05,"[0.4433515667915344, 0.98588157]",0.009064197540283203
5,backward (CROWN),56,0.01,False,brightness,"[[88.540405, 120.8376, 120.72186, 129.9728], [92.45105, 124.69751, 125.15612, 133.94585]]","[92.45105, 124.69751, 125.15612, 133.94585]","[88.540405, 120.8376, 120.72186, 129.9728]",[ 89.62092 121.23263 121.93464 130.32024],6.124234914779663,0.010772943496704102,"[0.23881501516775425, 1]",7.319450378417969e-05,"[0.38522258400917053, 1.0]",0.008652687072753906
6,backward (CROWN),56,0.012,False,brightness,"[[87.973206, 120.37427, 120.07815, 129.49506], [93.08765, 125.20462, 125.8415, 134.46577]]","[93.08765, 125.20462, 125.8415, 134.46577]","[87.973206, 120.37427, 120.07815, 129.49506]",[ 89.62092 121.23263 121.93464 130.32024],6.993230104446411,0.011689901351928711,"[0.16276194362742027, 1]",7.605552673339844e-05,"[0.3283548057079315, 1.0]",0.009335994720458984
7,backward (CROWN),56,0.014,False,brightness,"[[87.31696, 119.87614, 119.34886, 128.98367], [93.809944, 125.75245, 126.61187, 135.0263]]","[93.809944, 125.75245, 126.61187, 135.0263]","[87.31696, 119.87614, 119.34886, 128.98367]",[ 89.62092 121.23263 121.93464 130.32024],7.813939094543457,0.014180898666381836,"[0.10232656461557905, 1]",0.0001971721649169922,"[0.27369219064712524, 1.0]",0.010312080383300781
8,backward (CROWN),56,0.016,False,brightness,"[[86.60526, 119.35838, 118.56304, 128.44734], [94.64377, 126.34981, 127.49931, 135.63512]]","[94.64377, 126.34981, 127.49931, 135.63512]","[86.60526, 119.35838, 118.56304, 128.44734]",[ 89.62092 121.23263 121.93464 130.32024],8.985782861709595,0.009560108184814453,"[0.05518781829968752, 1]",6.389617919921875e-05,"[0.1708521693944931, 1.0]",0.007713794708251953
9,backward (CROWN),56,0.018000000000000002,False,brightness,"[[85.825455, 118.80582, 117.705864, 127.875534], [95.78703, 126.991295, 128.70825, 136.2986]]","[95.78703, 126.991295, 128.70825, 136.2986]","[85.825455, 118.80582, 117.705864, 127.875534]",[ 89.62092 121.23263 121.93464 130.32024],9.44652009010315,0.009720087051391602,"[0.018919614180765532, 1]",6.389617919921875e-05,"[0.06600100547075272, 1.0]",0.007645368576049805
10,backward (CROWN),56,0.02,True,brightness,"[[84.96735, 118.21146, 116.76993, 127.259735], [97.043724, 127.688225, 130.03825, 137.01967]]","[97.043724, 127.688225, 130.03825, 137.01967]","[84.96735, 118.21146, 116.76993, 127.259735]",[ 89.62092 121.23263 121.93464 130.32024],10.691040992736816,0.001432180404663086,"[0, 1]",0.0,"[0, 1]",0.0
