,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),78,0.0,False,brightness,"[[150.89267, 122.15315, 171.30106, 132.21227], [150.89267, 122.15315, 171.30106, 132.21227]]","[150.89267, 122.15315, 171.30106, 132.21227]","[150.89267, 122.15315, 171.30106, 132.21227]",[149.96078 120.55589 170.24837 130.5136 ],0.35353684425354004,0.009341001510620117,"[0.6591917681554058, 0.6591917681554058]",6.198883056640625e-05,"[0.6591917872428894, 0.6591918]",0.0075571537017822266
1,backward (CROWN),78,0.002,False,brightness,"[[150.50801, 121.90178, 170.93607, 131.95544], [151.28268, 122.41197, 171.66855, 132.4763]]","[151.28268, 122.41197, 171.66855, 132.4763]","[150.50801, 121.90178, 170.93607, 131.95544]",[149.96078 120.55589 170.24837 130.5136 ],2.464405059814453,0.010761022567749023,"[0.5646353837592915, 0.774210627516839]",7.319450378417969e-05,"[0.6060418486595154, 0.7161098]",0.008625984191894531
2,backward (CROWN),78,0.004,False,brightness,"[[150.06027, 121.62093, 170.5046, 131.66924], [151.73589, 122.706276, 172.09904, 132.77533]]","[151.73589, 122.706276, 172.09904, 132.77533]","[150.06027, 121.62093, 170.5046, 131.66924]",[149.96078 120.55589 170.24837 130.5136 ],3.483525037765503,0.01155710220336914,"[0.47651226306080247, 0.9413309996498835]",7.557868957519531e-05,"[0.5505540370941162, 0.787662]",0.009320259094238281
3,backward (CROWN),78,0.006,False,brightness,"[[149.53957, 121.32091, 169.99216, 131.363], [152.25241, 123.039894, 172.59505, 133.11496]]","[152.25241, 123.039894, 172.59505, 133.11496]","[149.53957, 121.32091, 169.99216, 131.363]",[149.96078 120.55589 170.24837 130.5136 ],4.9845898151397705,0.009860038757324219,"[0.3883994397377957, 1]",6.818771362304688e-05,"[0.49361053109169006, 0.8506146]",0.007876157760620117
4,backward (CROWN),78,0.008,False,brightness,"[[148.95555, 121.00225, 169.40955, 131.03665], [152.82933, 123.40266, 173.15375, 133.48453]]","[152.82933, 123.40266, 173.15375, 133.48453]","[148.95555, 121.00225, 169.40955, 131.03665]",[149.96078 120.55589 170.24837 130.5136 ],6.160130023956299,0.009701967239379883,"[0.3053119453523575, 1]",6.914138793945312e-05,"[0.4375949501991272, 0.9075054]",0.007701873779296875
5,backward (CROWN),78,0.01,False,brightness,"[[148.29698, 120.6569, 168.74663, 130.68127], [153.46599, 123.791046, 173.77538, 133.87881]]","[153.46599, 123.791046, 173.77538, 133.87881]","[148.29698, 120.6569, 168.74663, 130.68127]",[149.96078 120.55589 170.24837 130.5136 ],6.077493190765381,0.010744094848632812,"[0.23551775117913226, 1]",7.43865966796875e-05,"[0.38364654779434204, 0.97346425]",0.008608818054199219
6,backward (CROWN),78,0.012,False,brightness,"[[147.54272, 120.293564, 167.98904, 130.30855], [154.17491, 124.21297, 174.47385, 134.30803]]","[154.17491, 124.21297, 174.47385, 134.30803]","[147.54272, 120.293564, 167.98904, 130.30855]",[149.96078 120.55589 170.24837 130.5136 ],6.4989659786224365,0.011625051498413086,"[0.17002974743641422, 1]",7.700920104980469e-05,"[0.3313210904598236, 1.0]",0.009383916854858398
7,backward (CROWN),78,0.014,False,brightness,"[[146.64833, 119.90002, 167.08688, 129.90602], [154.96681, 124.68054, 175.25592, 134.78386]]","[154.96681, 124.68054, 175.25592, 134.78386]","[146.64833, 119.90002, 167.08688, 129.90602]",[149.96078 120.55589 170.24837 130.5136 ],6.8496880531311035,0.011285066604614258,"[0.11219829802348848, 1]",7.510185241699219e-05,"[0.2785830497741699, 1.0]",0.009113073348999023
8,backward (CROWN),78,0.016,False,brightness,"[[145.37115, 119.48006, 165.81747, 129.47696], [155.8429, 125.1889, 176.12602, 135.29819]]","[155.8429, 125.1889, 176.12602, 135.29819]","[145.37115, 119.48006, 165.81747, 129.47696]",[149.96078 120.55589 170.24837 130.5136 ],7.198480844497681,0.009434938430786133,"[0.06623744015752504, 1]",6.29425048828125e-05,"[0.2117217630147934, 1.0]",0.007579803466796875
9,backward (CROWN),78,0.018000000000000002,False,brightness,"[[143.97462, 119.01556, 164.42508, 128.99852], [156.85591, 125.73923, 177.14616, 135.85048]]","[156.85591, 125.73923, 177.14616, 135.85048]","[143.97462, 119.01556, 164.42508, 128.99852]",[149.96078 120.55589 170.24837 130.5136 ],7.636937856674194,0.010541915893554688,"[0.033528865445794157, 1]",7.605552673339844e-05,"[0.12211866676807404, 1.0]",0.008416891098022461
10,backward (CROWN),78,0.02,False,brightness,"[[142.44966, 118.49832, 162.90987, 128.46263], [157.93193, 126.33476, 178.23373, 136.44925]]","[157.93193, 126.33476, 178.23373, 136.44925]","[142.44966, 118.49832, 162.90987, 128.46263]",[149.96078 120.55589 170.24837 130.5136 ],8.139928817749023,0.010248899459838867,"[0.012704023767020914, 1]",7.390975952148438e-05,"[0.05243299528956413, 1.0]",0.008152008056640625
