,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),34,0.0,False,brightness,"[[150.16522, 82.87281, 176.35143, 96.03237], [150.16522, 82.87281, 176.35143, 96.03237]]","[150.16522, 82.87281, 176.35143, 96.03237]","[150.16522, 82.87281, 176.35143, 96.03237]",[149.22876  81.78852 175.26797  94.83988],0.4109938144683838,0.010839223861694336,"[0.7822274796026196, 0.7822274796026196]",7.295608520507812e-05,"[0.7822274565696716, 0.78222746]",0.008553028106689453
1,backward (CROWN),34,0.002,False,brightness,"[[149.99681, 82.80932, 176.18448, 95.97683], [150.33458, 82.9392, 176.5201, 96.09088]]","[150.33458, 82.9392, 176.5201, 96.09088]","[149.99681, 82.80932, 176.18448, 95.97683]",[149.22876  81.78852 175.26797  94.83988],3.273254871368408,0.01226806640625,"[0.7504533331933751, 0.8154289988788842]",7.915496826171875e-05,"[0.7657277584075928, 0.79870886]",0.00989985466003418
2,backward (CROWN),34,0.004,False,brightness,"[[149.7932, 82.73147, 175.9847, 95.908295], [150.54596, 83.028465, 176.73082, 96.170746]]","[150.54596, 83.028465, 176.73082, 96.170746]","[149.7932, 82.73147, 175.9847, 95.908295]",[149.22876  81.78852 175.26797  94.83988],4.675098896026611,0.012107133865356445,"[0.7124304960621819, 0.8591347596785577]",7.700920104980469e-05,"[0.7449526190757751, 0.81926125]",0.009851932525634766
3,backward (CROWN),34,0.006,False,brightness,"[[149.55316, 82.637955, 175.74904, 95.82403], [150.8058, 83.14277, 176.99164, 96.275604]]","[150.8058, 83.14277, 176.99164, 96.275604]","[149.55316, 82.637955, 175.74904, 95.82403]",[149.22876  81.78852 175.26797  94.83988],6.35057806968689,0.011864185333251953,"[0.6686897052821256, 0.9164157617153449]",7.796287536621094e-05,"[0.7196515798568726, 0.84460896]",0.009588956832885742
4,backward (CROWN),34,0.008,False,brightness,"[[149.27347, 82.52884, 175.4716, 95.72387], [151.12733, 83.29067, 177.31726, 96.41366]]","[151.12733, 83.29067, 177.31726, 96.41366]","[149.27347, 82.52884, 175.4716, 95.72387]",[149.22876  81.78852 175.26797  94.83988],6.815495252609253,0.01125478744506836,"[0.6189829440964997, 0.9922937872716999]",7.390975952148438e-05,"[0.6888642311096191, 0.87553555]",0.00910496711730957
5,backward (CROWN),34,0.01,False,brightness,"[[148.95444, 82.40435, 175.15424, 95.6079], [151.51913, 83.475105, 177.71307, 96.58698]]","[151.51913, 83.475105, 177.71307, 96.58698]","[148.95444, 82.40435, 175.15424, 95.6079]",[149.22876  81.78852 175.26797  94.83988],6.4373791217803955,0.012069940567016602,"[0.5606355972283309, 1]",7.510185241699219e-05,"[0.6528813242912292, 0.8998617]",0.009810924530029297
6,backward (CROWN),34,0.012,False,brightness,"[[148.58267, 82.25205, 174.78328, 95.46561], [151.99693, 83.70408, 178.19629, 96.80212]]","[151.99693, 83.70408, 178.19629, 96.80212]","[148.58267, 82.25205, 174.78328, 95.46561]",[149.22876  81.78852 175.26797  94.83988],7.082643032073975,0.01141500473022461,"[0.49081744822377715, 1]",7.700920104980469e-05,"[0.6113772392272949, 0.92035896]",0.009165048599243164
7,backward (CROWN),34,0.014,False,brightness,"[[148.1526, 82.07079, 174.35544, 95.29916], [152.5333, 83.967316, 178.73279, 97.048325]]","[152.5333, 83.967316, 178.73279, 97.048325]","[148.1526, 82.07079, 174.35544, 95.29916]",[149.22876  81.78852 175.26797  94.83988],7.599781036376953,0.012231826782226562,"[0.4232297579694615, 1]",7.987022399902344e-05,"[0.567745566368103, 0.94511396]",0.009743928909301758
8,backward (CROWN),34,0.016,False,brightness,"[[147.64355, 81.85032, 173.8249, 95.08955], [153.14203, 84.26299, 179.33934, 97.32524]]","[153.14203, 84.26299, 179.33934, 97.32524]","[147.64355, 81.85032, 173.8249, 95.08955]",[149.22876  81.78852 175.26797  94.83988],8.485558986663818,0.011812686920166016,"[0.35769929750989765, 1]",7.700920104980469e-05,"[0.5223518013954163, 0.9765836]",0.009562015533447266
9,backward (CROWN),34,0.018000000000000002,False,brightness,"[[147.11444, 81.60546, 173.27986, 94.86559], [153.8339, 84.599075, 180.0225, 97.636444]]","[153.8339, 84.599075, 180.0225, 97.636444]","[147.11444, 81.60546, 173.27986, 94.86559]",[149.22876  81.78852 175.26797  94.83988],8.91318392753601,0.011965036392211914,"[0.29800430006763384, 1]",7.700920104980469e-05,"[0.47534412145614624, 0.9980339]",0.009721755981445312
10,backward (CROWN),34,0.02,False,brightness,"[[146.47629, 81.304535, 172.62735, 94.58882], [154.60037, 84.96831, 180.77667, 97.978264]]","[154.60037, 84.96831, 180.77667, 97.978264]","[146.47629, 81.304535, 172.62735, 94.58882]",[149.22876  81.78852 175.26797  94.83988],9.388134241104126,0.011960268020629883,"[0.23489211374752506, 1]",7.796287536621094e-05,"[0.4282771348953247, 1.0]",0.009655952453613281
