,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,91,0,0.0,False,whitenoise,"[[51.47704, 57.948196, 79.982185, 86.46368], [51.47704, 57.948196, 79.982185, 86.46368]]",0.3110058307647705,0.013107776641845703,"[0.7552061428275569, 0.7552061428275569]",7.128715515136719e-05,"[0.7552061676979065, 0.75520617]",0.010419130325317383
1,91,0,0.0,False,brightness,"[[51.47704, 57.948196, 79.982185, 86.46368], [51.47704, 57.948196, 79.982185, 86.46368]]",0.3110058307647705,0.02531576156616211,"[0.7552061428275569, 0.7552061428275569]",6.127357482910156e-05,"[0.7552061676979065, 0.75520617]",0.010054349899291992
2,91,0,0.0,False,contrast,"[[51.47704, 57.948196, 79.982185, 86.46368], [51.47704, 57.948196, 79.982185, 86.46368]]",0.3110058307647705,0.03751802444458008,"[0.7552061428275569, 0.7552061428275569]",6.103515625e-05,"[0.7552061676979065, 0.75520617]",0.010050296783447266
3,91,0,3e-05,False,whitenoise,"[[51.35981, 57.83788, 79.82895, 86.31683], [51.821907, 58.280895, 80.52432, 86.99413]]",0.29549670219421387,0.014008522033691406,"[0.7111520708702813, 0.8380502041921973]",7.82012939453125e-05,"[0.7418777346611023, 0.8014968]",0.011101722717285156
4,91,0,3e-05,False,brightness,"[[51.374237, 57.85273, 79.85139, 86.33944], [51.818035, 58.27611, 80.519226, 86.9883]]",0.29549670219421387,0.026826858520507812,"[0.7141373475212789, 0.8359456680792583]",6.4849853515625e-05,"[0.7437509894371033, 0.8009641]",0.010561227798461914
5,91,0,3e-05,False,contrast,"[[51.476624, 57.947563, 79.98166, 86.46294], [51.477455, 57.94883, 79.98271, 86.46442]]",0.29549670219421387,0.03965640068054199,"[0.755087042038427, 0.7553252860525057]",6.365776062011719e-05,"[0.7551469206809998, 0.7552654]",0.010565519332885742
6,91,0,6e-05,False,whitenoise,"[[51.24192, 57.72752, 79.67508, 86.169876], [52.168472, 58.615356, 81.0692, 87.527435]]",0.2956817150115967,0.012992382049560547,"[0.6704417409857759, 0.9294324125958778]",7.081031799316406e-05,"[0.7287639379501343, 0.8490612]",0.010343313217163086
7,91,0,6e-05,False,brightness,"[[51.27077, 57.75722, 79.71995, 86.21507], [52.160744, 58.605812, 81.05907, 87.515816]]",0.2956817150115967,0.02509617805480957,"[0.6759677736895623, 0.9252243810126505]",6.151199340820312e-05,"[0.7324458360671997, 0.8482153]",0.009972572326660156
8,91,0,6e-05,False,contrast,"[[51.476208, 57.94693, 79.98114, 86.4622], [51.47787, 57.949463, 79.98323, 86.465164]]",0.2956817150115967,0.037191152572631836,"[0.7549682026845193, 0.7554444552927689]",6.103515625e-05,"[0.7550879120826721, 0.75532466]",0.00996851921081543
9,91,0,9e-05,False,whitenoise,"[[51.12049, 57.615093, 79.51863, 86.021416], [52.52358, 58.95672, 81.62461, 88.07547]]",0.3070690631866455,0.012936830520629883,"[0.6321576220117796, 1]",7.033348083496094e-05,"[0.7156679034233093, 0.88659436]",0.010300874710083008
10,91,0,9e-05,False,brightness,"[[51.163757, 57.659645, 79.58593, 86.08921], [52.511986, 58.9424, 81.609406, 88.05805]]",0.3070690631866455,0.02505803108215332,"[0.6398400934895708, 0.9951136325739016]",6.127357482910156e-05,"[0.7210949063301086, 0.88526106]",0.009990215301513672
11,91,0,9e-05,False,contrast,"[[51.475792, 57.946293, 79.98061, 86.46145], [51.478287, 57.9501, 79.98376, 86.465904]]",0.3070690631866455,0.0371549129486084,"[0.754848581850881, 0.7555639547939034]",6.031990051269531e-05,"[0.7550283670425415, 0.75538397]",0.009965896606445312
12,91,0,0.00012,False,whitenoise,"[[50.981297, 57.49018, 79.3457, 85.86008], [52.898117, 59.320282, 82.21117, 88.659615]]",0.2946925163269043,0.0130615234375,"[0.5940854768084814, 1]",7.033348083496094e-05,"[0.7014337778091431, 0.92859656]",0.01039886474609375
13,91,0,0.00012,False,brightness,"[[51.039234, 57.549942, 79.43586, 85.95103], [52.882896, 59.30142, 82.19125, 88.63677]]",0.2946925163269043,0.028660297393798828,"[0.6035801677012931, 1]",6.127357482910156e-05,"[0.7085688710212708, 0.9267469]",0.01345515251159668
