,method,image_id,gt_logit,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,25,0,0.0,0.0,False,whitenoise,"[[59.434933, 19.307804, 86.86628, 46.965683], [59.434933, 19.307804, 86.86628, 46.965683]]",0.323272705078125,0.013348102569580078,"[0.8101092196654552, 0.8101092196654552]",7.271766662597656e-05,"[0.8101091980934143, 0.8101092]",0.01093435287475586
1,IBP,25,0,0.0,0.0,False,brightness,"[[59.434933, 19.307804, 86.86628, 46.965683], [59.434933, 19.307804, 86.86628, 46.965683]]",0.323272705078125,0.0258638858795166,"[0.8101092196654552, 0.8101092196654552]",6.461143493652344e-05,"[0.8101091980934143, 0.8101092]",0.01063680648803711
2,IBP,25,0,0.0,0.0,False,contrast,"[[59.434933, 19.307804, 86.86628, 46.965683], [59.434933, 19.307804, 86.86628, 46.965683]]",0.323272705078125,0.0382840633392334,"[0.8101092196654552, 0.8101092196654552]",6.437301635742188e-05,"[0.8101091980934143, 0.8101092]",0.010544538497924805
3,IBP,25,0,0.0002,0.001,False,whitenoise,"[[52.511578, 13.7953415, 76.866554, 39.103886], [66.52638, 24.924751, 90, 55.209324]]",0.3200418949127197,0.01601386070251465,"[0.06694947921556213, 1]",0.00011038780212402344,"[0.18700852990150452, 1.0]",0.012122631072998047
4,IBP,25,0,0.0002,0.001,False,brightness,"[[52.511578, 13.7953415, 76.866554, 39.103886], [66.52638, 24.924751, 90, 55.209324]]",0.3200418949127197,0.0290372371673584,"[0.06694947921556213, 1]",8.082389831542969e-05,"[0.18700852990150452, 1.0]",0.010976314544677734
5,IBP,25,0,0.0002,0.001,False,contrast,"[[58.576973, 18.655512, 85.6187, 46.0181], [60.2966, 19.95896, 88.117004, 47.91168]]",0.3200418949127197,0.04183244705200195,"[0.6365568716701322, 1]",6.890296936035156e-05,"[0.7132859230041504, 0.92256546]",0.010814428329467773
6,IBP,25,0,0.0004,0.002,True,whitenoise,"[[45.134125, 7.917784, 66.25625, 30.812534], [74.410095, 31.196245, 90, 64.57153]]",0.2607855796813965,0.0018074512481689453,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,25,0,0.0004,0.002,True,brightness,"[[45.134125, 7.917784, 66.25625, 30.812534], [74.410095, 31.196245, 90, 64.57153]]",0.2607855796813965,0.003098726272583008,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,25,0,0.0004,0.002,False,contrast,"[[57.728848, 18.008896, 84.3864, 45.080242], [61.153896, 20.605812, 89.3685, 48.859547]]",0.2607855796813965,0.015064716339111328,"[0.47721478668409967, 1]",6.818771362304688e-05,"[0.6295777559280396, 0.9996822]",0.010179758071899414
9,IBP,25,0,0.0006000000000000001,0.003,True,whitenoise,"[[37.315136, 1.7969439, 55.253635, 22.27896], [83.17881, 38.066128, 90, 75.053154]]",0.25780391693115234,0.0018575191497802734,"[0, 1]",0.0,"[0, 1]",0.0
