,method,image_id,gt_logit,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,42,0,0.0,0.0,False,whitenoise,"[[55.150578, 2.480174, 84.295235, 31.120167], [55.150578, 2.480174, 84.295235, 31.120167]]",0.283843994140625,0.013253927230834961,"[0.8089340826397937, 0.8089340826397937]",7.534027099609375e-05,"[0.8089340925216675, 0.8089341]",0.010687112808227539
1,IBP,42,0,0.0,0.0,False,brightness,"[[55.150578, 2.480174, 84.295235, 31.120167], [55.150578, 2.480174, 84.295235, 31.120167]]",0.283843994140625,0.02524709701538086,"[0.8089340826397937, 0.8089340826397937]",6.222724914550781e-05,"[0.8089340925216675, 0.8089341]",0.010177373886108398
2,IBP,42,0,0.0,0.0,False,contrast,"[[55.150578, 2.480174, 84.295235, 31.120167], [55.150578, 2.480174, 84.295235, 31.120167]]",0.283843994140625,0.03717041015625,"[0.8089340826397937, 0.8089340826397937]",6.151199340820312e-05,"[0.8089340925216675, 0.8089341]",0.01012110710144043
3,IBP,42,0,0.0002,0.001,False,whitenoise,"[[48.931713, 0, 74.85219, 24.612604], [61.89101, 7.1394963, 90, 38.331875]]",0.2500429153442383,0.013616561889648438,"[0.10623750867924131, 1]",0.00010013580322265625,"[0.28886741399765015, 1.0]",0.010922431945800781
4,IBP,42,0,0.0002,0.001,False,brightness,"[[48.931713, 0, 74.85219, 24.612604], [61.89101, 7.1394963, 90, 38.331875]]",0.2500429153442383,0.025799989700317383,"[0.10623750867924131, 1]",7.987022399902344e-05,"[0.28886741399765015, 1.0]",0.010316610336303711
5,IBP,42,0,0.0002,0.001,False,contrast,"[[54.5705, 2.0935342, 83.42521, 30.523739], [55.74, 2.8738544, 85.17872, 31.723042]]",0.2500429153442383,0.037652015686035156,"[0.6900316675675878, 0.9463257355486394]",6.222724914550781e-05,"[0.74552321434021, 0.8734988]",0.010015487670898438
6,IBP,42,0,0.0004,0.002,True,whitenoise,"[[41.66855, 0, 64.3829, 17.943417], [69.607086, 13.413965, 90, 47.789013]]",0.27054381370544434,0.002865314483642578,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,42,0,0.0004,0.002,True,brightness,"[[41.66855, 0, 64.3829, 17.943417], [69.607086, 13.413965, 90, 47.789013]]",0.27054381370544434,0.004399776458740234,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,42,0,0.0004,0.002,False,contrast,"[[53.99631, 1.7098238, 82.56394, 29.93318], [56.33021, 3.2700045, 86.06338, 32.32715]]",0.27054381370544434,0.017937898635864258,"[0.5936207568760469, 1]",8.177757263183594e-05,"[0.6877936124801636, 0.92170656]",0.011548519134521484
9,IBP,42,0,0.0006000000000000001,0.003,True,whitenoise,"[[33.1878, 0, 53.03792, 11.120381], [78.406586, 22.320341, 90, 60.606693]]",0.2460322380065918,0.0018393993377685547,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,42,0,0.0006000000000000001,0.003,True,brightness,"[[33.1878, 0, 53.03792, 11.120381], [78.406586, 22.320341, 90, 60.606693]]",0.2460322380065918,0.003182649612426758,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP,42,0,0.0006000000000000001,0.003,False,contrast,"[[53.428753, 1.3348039, 81.70789, 29.348928], [56.9279, 3.673835, 86.95573, 32.940525]]",0.2460322380065918,0.015434503555297852,"[0.5138043856742419, 1]",6.914138793945312e-05,"[0.6347179412841797, 0.97340465]",0.010418891906738281
12,IBP,42,0,0.0008,0.004,True,whitenoise,"[[25.027603, 0, 42.68988, 5.16071], [87.58382, 31.908405, 90, 74.61045]]",0.24660682678222656,0.0019855499267578125,"[0, 1]",0.0,"[0, 1]",0.0
13,IBP,42,0,0.0008,0.004,True,brightness,"[[25.027603, 0, 42.68988, 5.16071], [87.58382, 31.908405, 90, 74.61045]]",0.24660682678222656,0.0033674240112304688,"[0, 1]",0.0,"[0, 1]",0.0
14,IBP,42,0,0.0008,0.004,False,contrast,"[[52.872147, 0.96948814, 80.87334, 28.784119], [57.534073, 4.0893345, 87.854324, 33.566875]]",0.24660682678222656,0.015717267990112305,"[0.4275750310208696, 1]",7.390975952148438e-05,"[0.5860820412635803, 1.0]",0.010563135147094727
15,IBP,42,0,0.001,0.005,True,whitenoise,"[[17.487137, 0, 33.288868, 0], [90, 41.474052, 90, 88.666306]]",0.24116921424865723,0.00186920166015625,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP,42,0,0.001,0.005,True,brightness,"[[17.487137, 0, 33.288868, 0], [90, 41.474052, 90, 88.666306]]",0.24116921424865723,0.003208160400390625,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP,42,0,0.001,0.005,False,contrast,"[[52.31673, 0.604305, 80.04086, 28.220572], [58.142628, 4.5099773, 88.754364, 34.19779]]",0.24116921424865723,0.015275716781616211,"[0.3487397834517294, 1]",6.890296936035156e-05,"[0.5411128997802734, 1.0]",0.010311603546142578
18,IBP,42,0,0.0012000000000000001,0.006,True,whitenoise,"[[10.796555, 0, 25.219975, 0], [90, 51.092415, 90, 90]]",0.23231077194213867,0.001821279525756836,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP,42,0,0.0012000000000000001,0.006,True,brightness,"[[10.796555, 0, 25.219975, 0], [90, 51.092415, 90, 90]]",0.23231077194213867,0.003187894821166992,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP,42,0,0.0012000000000000001,0.006,False,contrast,"[[51.76428, 0.2399354, 79.21253, 27.658796], [58.749706, 4.9282203, 89.65189, 34.82579]]",0.23231077194213867,0.015231132507324219,"[0.2854894077695537, 1]",6.747245788574219e-05,"[0.4997427761554718, 1.0]",0.010286092758178711
21,IBP,42,0,0.0014,0.007,True,whitenoise,"[[5.6563916, 0, 19.120716, 0], [90, 59.73757, 90, 90]]",0.24929070472717285,0.002079486846923828,"[0, 1]",0.0,"[0, 1]",0.0
22,IBP,42,0,0.0014,0.007,True,brightness,"[[5.6563916, 0, 19.120716, 0], [90, 59.73757, 90, 90]]",0.24929070472717285,0.0038826465606689453,"[0, 1]",0.0,"[0, 1]",0.0
23,IBP,42,0,0.0014,0.007,False,contrast,"[[51.213196, 0, 78.38538, 27.098293], [59.359253, 5.347635, 90, 35.46303]]",0.24929070472717285,0.018334150314331055,"[0.23706177608990614, 1]",9.512901306152344e-05,"[0.4613052308559418, 1.0]",0.011257171630859375
24,IBP,42,0,0.0016,0.008,True,whitenoise,"[[0.36622643, 0, 13.13158, 0], [90, 69.047325, 90, 90]]",0.25083184242248535,0.0020301342010498047,"[0, 1]",0.0,"[0, 1]",0.0
25,IBP,42,0,0.0016,0.008,True,brightness,"[[0.36622643, 0, 13.13158, 0], [90, 69.047325, 90, 90]]",0.25083184242248535,0.003389120101928711,"[0, 1]",0.0,"[0, 1]",0.0
26,IBP,42,0,0.0016,0.008,False,contrast,"[[50.66501, 0, 77.55837, 26.542082], [59.97532, 5.769733, 90, 36.106293]]",0.25083184242248535,0.01588582992553711,"[0.19860871071920036, 1]",9.489059448242188e-05,"[0.425542950630188, 1.0]",0.010625839233398438
27,IBP,42,0,0.0018000000000000002,0.009000000000000001,True,whitenoise,"[[0, 0, 7.4443245, 0], [90, 78.80353, 90, 90]]",0.26755809783935547,0.002184629440307617,"[0, 1]",0.0,"[0, 1]",0.0
28,IBP,42,0,0.0018000000000000002,0.009000000000000001,True,brightness,"[[0, 0, 7.4443245, 0], [90, 78.80353, 90, 90]]",0.26755809783935547,0.0035402774810791016,"[0, 1]",0.0,"[0, 1]",0.0
29,IBP,42,0,0.0018000000000000002,0.009000000000000001,False,contrast,"[[50.11655, 0, 76.73077, 25.984955], [60.596462, 6.193393, 90, 36.75245]]",0.26755809783935547,0.016317129135131836,"[0.16541024790964526, 1]",9.465217590332031e-05,"[0.39221349358558655, 1.0]",0.010843992233276367
30,IBP,42,0,0.002,0.01,True,whitenoise,"[[0, 0, 2.2677572, 0], [90, 88.39634, 90, 90]]",0.2757701873779297,0.0018630027770996094,"[0, 1]",0.0,"[0, 1]",0.0
