,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),56,0.002,False,brightness,"[[90.14411, 122.39333, 122.568665, 131.57709], [90.6722, 123.04369, 123.188416, 132.24736]]","[90.6722, 123.04369, 123.188416, 132.24736]","[90.14411, 122.39333, 122.568665, 131.57709]",[ 89.62092 121.23263 121.93464 130.32024],"[90.6722, 123.188416, 123.04369, 132.24736]",2.68552303314209,0.014220714569091797,"[0.5806212432982353, 0.8029606632828589]",7.605552673339844e-05,"[0.6224884986877441, 0.7424154]",0.009347915649414062
1,backward (CROWN),56,0.01,False,brightness,"[[88.540405, 120.8376, 120.72186, 129.9728], [92.45105, 124.69751, 125.15612, 133.94585]]","[92.45105, 124.69751, 125.15612, 133.94585]","[88.540405, 120.8376, 120.72186, 129.9728]",[ 89.62092 121.23263 121.93464 130.32024],"[92.45105, 125.15612, 124.69751, 133.94585]",6.19860315322876,0.012372970581054688,"[0.23881501516775425, 1]",6.508827209472656e-05,"[0.38522258400917053, 1.0]",0.007922887802124023
2,backward (CROWN),56,0.02,True,brightness,"[[84.96735, 118.21146, 116.76993, 127.259735], [97.043724, 127.688225, 130.03825, 137.01967]]","[97.043724, 127.688225, 130.03825, 137.01967]","[84.96735, 118.21146, 116.76993, 127.259735]",[ 89.62092 121.23263 121.93464 130.32024],"[0, 125.15612, 0, 0]",9.768102884292603,0.001744985580444336,"[0, 1]",0.0,"[0, 1]",0.0
