,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),190,0.002,False,brightness,"[[122.78322, 116.494675, 129.97952, 122.23364], [123.415504, 117.05455, 130.72047, 122.91033]]","[123.415504, 117.05455, 130.72047, 122.91033]","[122.78322, 116.494675, 129.97952, 122.23364]",[122.039215 115.915405 129.15033  121.61934 ],"[123.415504, 122.91033, 117.05455, 122.91033]",3.006275177001953,0.013844013214111328,"[0.4008568641777022, 0.778228344798227]",7.295608520507812e-05,"[0.45798736810684204, 0.66277456]",0.009067058563232422
1,backward (CROWN),190,0.01,False,brightness,"[[120.795456, 115.09936, 127.76643, 120.59642], [125.51953, 118.60686, 133.01347, 124.7027]]","[125.51953, 118.60686, 133.01347, 124.7027]","[120.795456, 115.09936, 127.76643, 120.59642]",[122.039215 115.915405 129.15033  121.61934 ],"[125.51953, 120.59642, 118.60686, 120.59642]",7.52302098274231,0.013393878936767578,"[0.02913711002009479, 1]",7.128715515136719e-05,"[0.11021222919225693, 1.0]",0.008847713470458984
2,backward (CROWN),190,0.02,True,brightness,"[[116.1636, 112.45617, 122.830696, 117.69281], [130.84344, 121.779396, 138.65674, 128.17134]]","[130.84344, 121.779396, 138.65674, 128.17134]","[116.1636, 112.45617, 122.830696, 117.69281]",[122.039215 115.915405 129.15033  121.61934 ],"[0, 0, 0, 0]",10.302647113800049,0.0016200542449951172,"[0, 1]",0.0,"[0, 1]",0.0
