,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),1,0.002,False,brightness,"[[154.60437, 102.53485, 179.56694, 121.3811], [155.76324, 103.10214, 181.02534, 122.12671]]","[155.76324, 103.10214, 181.02534, 122.12671]","[154.60437, 102.53485, 179.56694, 121.3811]",[154.77124 102.09064 180.18301 120.9426 ],"[155.76324, 181.02534, 103.10214, 122.12671]",3.3472518920898438,0.01405191421508789,"[0.7423903039247676, 1]",7.390975952148438e-05,"[0.831407904624939, 0.9542407]",0.009151935577392578
1,backward (CROWN),1,0.01,False,brightness,"[[150.89082, 101.085365, 175.2177, 119.497055], [160.85265, 105.26429, 186.69737, 124.726036]]","[160.85265, 105.26429, 186.69737, 124.726036]","[150.89082, 101.085365, 175.2177, 119.497055]",[154.77124 102.09064 180.18301 120.9426 ],"[160.85265, 175.2177, 105.26429, 124.726036]",7.277242183685303,0.012977838516235352,"[0.18236976640771008, 1]",7.009506225585938e-05,"[0.4222254157066345, 1.0]",0.008358955383300781
2,backward (CROWN),1,0.02,True,brightness,"[[131.12175, 95.69261, 154.74255, 113.60463], [186.78198, 115.24075, 216.60048, 135.32626]]","[186.78198, 115.24075, 216.60048, 135.32626]","[131.12175, 95.69261, 154.74255, 113.60463]",[154.77124 102.09064 180.18301 120.9426 ],"[0, 175.2177, 0, 0]",11.734063863754272,0.001667022705078125,"[0, 1]",0.0,"[0, 1]",0.0
