,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),67,0.002,False,brightness,"[[143.4225, 134.00476, 154.06035, 145.9553], [144.24431, 134.47421, 154.79701, 146.44447]]","[144.24431, 134.47421, 154.79701, 146.44447]","[143.4225, 134.00476, 154.06035, 145.9553]",[142.7451  132.35045 153.20262 144.33836],"[144.24431, 154.79701, 134.47421, 146.44447]",2.680572986602783,0.013962984085083008,"[0.4950669103604628, 0.7376987794091948]",7.486343383789062e-05,"[0.5410736203193665, 0.6674053]",0.009253978729248047
1,backward (CROWN),67,0.01,False,brightness,"[[141.09575, 132.73428, 151.87671, 144.59631], [146.64738, 135.76926, 157.03383, 147.78564]]","[146.64738, 135.76926, 157.03383, 147.78564]","[141.09575, 132.73428, 151.87671, 144.59631]",[142.7451  132.35045 153.20262 144.33836],"[146.64738, 157.03383, 135.76926, 147.78564]",6.345539808273315,0.012168169021606445,"[0.13983964423033793, 1]",6.413459777832031e-05,"[0.2895508110523224, 0.9475917]",0.007882833480834961
2,backward (CROWN),67,0.02,True,brightness,"[[136.50987, 130.54301, 147.40149, 142.23083], [151.37482, 138.30014, 161.63774, 150.4098]]","[151.37482, 138.30014, 161.63774, 150.4098]","[136.50987, 130.54301, 147.40149, 142.23083]",[142.7451  132.35045 153.20262 144.33836],"[0, 157.03383, 0, 0]",8.853932619094849,0.0016520023345947266,"[0, 1]",0.0,"[0, 1]",0.0
