,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,optim_box,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),0,0.002,False,brightness,"[[136.0775, 124.47975, 141.28073, 127.38864], [136.86566, 124.51099, 141.94395, 127.436325]]","[136.86566, 124.51099, 141.94395, 127.436325]","[136.0775, 124.47975, 141.28073, 127.38864]",[135.21568  122.87613  140.02614  125.486404],"[136.86566, 127.436325, 124.51099, 127.436325]",2.688131093978882,0.013949871063232422,"[0.114950273751115, 0.18673156240342517]",7.295608520507812e-05,"[0.12670952081680298, 0.16759509]",0.00909280776977539
1,backward (CROWN),0,0.01,False,brightness,"[[133.94244, 124.16819, 139.43303, 127.048256], [139.09969, 124.90725, 143.92265, 127.87472]]","[139.09969, 124.90725, 143.92265, 127.87472]","[133.94244, 124.16819, 139.43303, 127.048256]",[135.21568  122.87613  140.02614  125.486404],"[139.09969, 127.87472, 124.90725, 127.87472]",6.009991884231567,0.012814044952392578,"[0.003911572761946889, 0.9151575626782352]",8.606910705566406e-05,"[0.014458270743489265, 0.3159574]",0.008167743682861328
2,backward (CROWN),0,0.02,True,brightness,"[[129.44109, 123.15991, 135.42752, 126.0731], [143.58272, 126.329384, 148.12172, 129.4869]]","[143.58272, 126.329384, 148.12172, 129.4869]","[129.44109, 123.15991, 135.42752, 126.0731]",[135.21568  122.87613  140.02614  125.486404],"[0, 0, 0, 0]",8.993974685668945,0.0015501976013183594,"[0, 1]",0.0,"[0, 1]",0.0
