,0,1
0,0,2.7757229804992676
1,1,2.74761700630188
2,2,2.631277084350586
3,3,2.7157459259033203
4,4,2.6828949451446533
5,5,2.712902307510376
6,6,2.630582094192505
7,7,2.453494071960449
8,8,2.4530210494995117
9,9,3.561925172805786
10,10,2.4750008583068848
11,11,2.4816410541534424
12,12,2.5055928230285645
13,13,2.8272008895874023
14,14,2.568700075149536
15,15,2.7000210285186768
16,16,2.8060309886932373
17,17,2.723858118057251
18,18,2.708191156387329
19,19,2.787498950958252
