,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,14,0,0.0,False,whitenoise,0.2438349723815918,0.010600090026855469,"[0.6701771512368474, 0.6701771512368474]",6.67572021484375e-05,"[0.670177161693573, 0.67017716]",0.00873112678527832
1,14,0,0.005,False,whitenoise,0.2465500831604004,0.009959220886230469,"[0.6296148083053967, 0.7090017485948734]",6.699562072753906e-05,"[0.6463504433631897, 0.6899032]",0.008024215698242188
2,14,0,0.01,False,whitenoise,0.2508118152618408,0.009614944458007812,"[0.5381548988087532, 0.8061633033253283]",6.318092346191406e-05,"[0.5877037048339844, 0.73247135]",0.007853269577026367
3,14,0,0.015,False,whitenoise,0.23115324974060059,0.009599924087524414,"[0.432288416649071, 0.9124414003965695]",6.29425048828125e-05,"[0.5110349059104919, 0.7702398]",0.007825851440429688
4,14,0,0.02,False,whitenoise,0.229539155960083,0.009417057037353516,"[0.3260475826051135, 1]",6.222724914550781e-05,"[0.4156478941440582, 0.82567763]",0.0076677799224853516
5,14,0,0.025,False,whitenoise,0.22951197624206543,0.009672880172729492,"[0.21625027115286838, 1]",6.198883056640625e-05,"[0.30601826310157776, 0.88256484]",0.007950067520141602
6,14,0,0.03,False,whitenoise,0.2342820167541504,0.009581804275512695,"[0.13154729992593367, 1]",6.318092346191406e-05,"[0.21482045948505402, 0.94054115]",0.007698774337768555
7,14,0,0.035,False,whitenoise,0.230607271194458,0.009894847869873047,"[0.07506057403325946, 1]",6.413459777832031e-05,"[0.1423739194869995, 0.99784815]",0.008064031600952148
8,14,0,0.04,False,whitenoise,0.24950885772705078,0.01044321060180664,"[0.028411630757849787, 1]",6.771087646484375e-05,"[0.07413435727357864, 1.0]",0.008533000946044922
9,14,0,0.045,False,whitenoise,0.24685382843017578,0.009776115417480469,"[0.0009340673407516704, 1]",6.389617919921875e-05,"[0.0055211312137544155, 1.0]",0.007979154586791992
10,14,0,0.05,True,whitenoise,0.25667595863342285,0.0015339851379394531,"[0, 1]",0.0,"[0, 1]",0.0
