,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,11,0,0.0,False,whitenoise,0.26253700256347656,0.012292146682739258,"[0.870249453644992, 0.870249453644992]",8.702278137207031e-05,"[0.8702494502067566, 0.87024945]",0.009511947631835938
1,11,0,0.005,False,whitenoise,0.24682116508483887,0.009847164154052734,"[0.7814894932413595, 1]",6.318092346191406e-05,"[0.8332812786102295, 0.94735646]",0.007967948913574219
2,11,0,0.01,False,whitenoise,0.24224400520324707,0.00945425033569336,"[0.5709967715227188, 1]",6.413459777832031e-05,"[0.7655775547027588, 1.0]",0.007646083831787109
3,11,0,0.015,False,whitenoise,0.2364661693572998,0.009410858154296875,"[0.36349711299409715, 1]",6.29425048828125e-05,"[0.6517192721366882, 1.0]",0.007653236389160156
4,11,0,0.02,False,whitenoise,0.23931598663330078,0.011398077011108398,"[0.19949666394811655, 1]",7.43865966796875e-05,"[0.471244215965271, 1.0]",0.009333610534667969
5,11,0,0.025,False,whitenoise,0.24019503593444824,0.009694099426269531,"[0.11153540000751655, 1]",6.508827209472656e-05,"[0.32622936367988586, 1.0]",0.007911920547485352
6,11,0,0.03,False,whitenoise,0.28333210945129395,0.009697914123535156,"[0.04761439494764861, 1]",6.508827209472656e-05,"[0.17602533102035522, 1.0]",0.00781702995300293
7,11,0,0.035,False,whitenoise,0.23827099800109863,0.010171175003051758,"[0.014290023930387464, 1]",6.389617919921875e-05,"[0.06599905341863632, 1.0]",0.008292913436889648
8,11,0,0.04,True,whitenoise,0.2594470977783203,0.0013871192932128906,"[0, 1]",0.0,"[0, 1]",0.0
9,11,0,0.045,True,whitenoise,0.2620229721069336,0.0013530254364013672,"[0, 1]",0.0,"[0, 1]",0.0
10,11,0,0.05,True,whitenoise,0.23382925987243652,0.0013189315795898438,"[0, 1]",0.0,"[0, 1]",0.0
