,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,6,0,0.0,True,whitenoise,0.2638700008392334,0.011867046356201172,"[0, 1]",0.0,"[0, 1]",0.0
1,6,0,0.005,False,whitenoise,0.24994516372680664,0.010156869888305664,"[0.7676646961613123, 1]",6.508827209472656e-05,"[0.8688039183616638, 0.9837234]",0.008209943771362305
2,6,0,0.01,False,whitenoise,0.3879518508911133,0.010394096374511719,"[0.4789810747128637, 1]",7.081031799316406e-05,"[0.7118929624557495, 1.0]",0.008431673049926758
3,6,0,0.015,False,whitenoise,0.2513010501861572,0.01143193244934082,"[0.2532818856771684, 1]",7.581710815429688e-05,"[0.49145349860191345, 1.0]",0.009327173233032227
4,6,0,0.02,False,whitenoise,0.2523047924041748,0.010308027267456055,"[0.10872624670048536, 1]",6.198883056640625e-05,"[0.29590073227882385, 1.0]",0.008485794067382812
5,6,0,0.025,False,whitenoise,0.23298192024230957,0.009551048278808594,"[0.033543103964850184, 1]",6.29425048828125e-05,"[0.1396268606185913, 1.0]",0.0077610015869140625
6,6,0,0.03,False,whitenoise,0.24706292152404785,0.009650945663452148,"[0.0025495245790697865, 1]",6.318092346191406e-05,"[0.014289746060967445, 1.0]",0.007888078689575195
7,6,0,0.035,True,whitenoise,0.22686123847961426,0.0013239383697509766,"[0, 1]",0.0,"[0, 1]",0.0
8,6,0,0.04,True,whitenoise,0.24089503288269043,0.0013098716735839844,"[0, 1]",0.0,"[0, 1]",0.0
9,6,0,0.045,True,whitenoise,0.3007481098175049,0.0020279884338378906,"[0, 1]",0.0,"[0, 1]",0.0
10,6,0,0.05,True,whitenoise,0.3061802387237549,0.0013339519500732422,"[0, 1]",0.0,"[0, 1]",0.0
