,0,1
0,0,2.7140109539031982
1,1,2.7328379154205322
2,2,2.705812931060791
3,3,2.848675012588501
4,4,2.933237075805664
5,5,2.6189513206481934
6,6,3.040018081665039
7,7,3.0048999786376953
8,8,2.7539560794830322
9,9,2.5701842308044434
10,10,2.686033010482788
11,11,2.83223295211792
12,12,2.669199228286743
13,13,2.8158819675445557
14,14,2.752326011657715
15,15,2.9087109565734863
16,16,2.8936009407043457
17,17,2.789594888687134
18,18,2.7000269889831543
19,19,2.6994569301605225
