,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,8,0,0.0,False,whitenoise,0.23483896255493164,0.009709835052490234,"[0.8500175374583113, 0.8500175374583113]",6.413459777832031e-05,"[0.8500175476074219, 0.85001755]",0.007922887802124023
1,8,0,0.005,False,whitenoise,0.30011701583862305,0.010198831558227539,"[0.7162250574148487, 1]",6.4849853515625e-05,"[0.8010095357894897, 0.9698169]",0.008382081985473633
2,8,0,0.01,False,whitenoise,0.22880983352661133,0.00968480110168457,"[0.44124944898263785, 1]",6.890296936035156e-05,"[0.7121345400810242, 1.0]",0.007884025573730469
3,8,0,0.015,False,whitenoise,0.22858381271362305,0.009603023529052734,"[0.219761100079061, 1]",6.318092346191406e-05,"[0.4916846752166748, 1.0]",0.007814884185791016
4,8,0,0.02,False,whitenoise,0.25078415870666504,0.011507987976074219,"[0.0954599962519751, 1]",8.20159912109375e-05,"[0.28960907459259033, 1.0]",0.009401082992553711
5,8,0,0.025,False,whitenoise,0.2420341968536377,0.009760856628417969,"[0.025346731378932615, 1]",8.296966552734375e-05,"[0.10933712869882584, 1.0]",0.007849931716918945
6,8,0,0.03,True,whitenoise,0.24034619331359863,0.0013530254364013672,"[0, 1]",0.0,"[0, 1]",0.0
7,8,0,0.035,True,whitenoise,0.23159289360046387,0.001363992691040039,"[0, 1]",0.0,"[0, 1]",0.0
8,8,0,0.04,True,whitenoise,0.24556803703308105,0.001293182373046875,"[0, 1]",0.0,"[0, 1]",0.0
9,8,0,0.045,True,whitenoise,0.2433018684387207,0.0013530254364013672,"[0, 1]",0.0,"[0, 1]",0.0
10,8,0,0.05,True,whitenoise,0.23874521255493164,0.0013918876647949219,"[0, 1]",0.0,"[0, 1]",0.0
