,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,1,0,0.0,False,whitenoise,0.22252273559570312,0.010220050811767578,"[0.8024764092762028, 0.8024764092762028]",6.29425048828125e-05,"[0.8024764060974121, 0.8024764]",0.008379936218261719
1,1,0,0.005,False,whitenoise,0.25980710983276367,0.013435840606689453,"[0.6276581619254725, 1]",7.295608520507812e-05,"[0.7334175705909729, 0.9038029]",0.011352062225341797
2,1,0,0.01,False,whitenoise,0.25427675247192383,0.012469053268432617,"[0.3550962078365341, 1]",7.867813110351562e-05,"[0.5990526080131531, 1.0]",0.00997614860534668
3,1,0,0.015,False,whitenoise,0.2332627773284912,0.01019430160522461,"[0.1309177236131151, 1]",6.389617919921875e-05,"[0.3554741442203522, 1.0]",0.008357763290405273
4,1,0,0.02,False,whitenoise,0.25864195823669434,0.010546207427978516,"[0.03276455615680177, 1]",6.508827209472656e-05,"[0.12938882410526276, 1.0]",0.00864720344543457
5,1,0,0.025,False,whitenoise,0.23511123657226562,0.010133028030395508,"[0.0007626155389598913, 1]",6.413459777832031e-05,"[0.0042258370667696, 1.0]",0.008263111114501953
6,1,0,0.03,True,whitenoise,0.2415611743927002,0.0014078617095947266,"[0, 1]",0.0,"[0, 1]",0.0
7,1,0,0.035,True,whitenoise,0.234360933303833,0.0013239383697509766,"[0, 1]",0.0,"[0, 1]",0.0
8,1,0,0.04,True,whitenoise,0.2336256504058838,0.001344919204711914,"[0, 1]",0.0,"[0, 1]",0.0
9,1,0,0.045,True,whitenoise,0.24958086013793945,0.0013599395751953125,"[0, 1]",0.0,"[0, 1]",0.0
10,1,0,0.05,True,whitenoise,0.23343491554260254,0.0016019344329833984,"[0, 1]",0.0,"[0, 1]",0.0
