,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,10,0,0.0,True,whitenoise,0.2536640167236328,0.010050058364868164,"[0, 1]",0.0,"[0, 1]",0.0
1,10,0,0.005,False,whitenoise,0.24323391914367676,0.009356021881103516,"[0.8413201730755964, 1]",6.318092346191406e-05,"[0.9114291667938232, 0.99525595]",0.007584810256958008
2,10,0,0.01,False,whitenoise,0.23343110084533691,0.009664058685302734,"[0.5791767109259445, 1]",6.341934204101562e-05,"[0.7765190601348877, 1.0]",0.007895946502685547
3,10,0,0.015,False,whitenoise,0.2318131923675537,0.009804010391235352,"[0.3564423734261104, 1]",6.413459777832031e-05,"[0.5745031833648682, 1.0]",0.008049964904785156
4,10,0,0.02,False,whitenoise,0.2573709487915039,0.010790109634399414,"[0.19001657119547335, 1]",8.106231689453125e-05,"[0.3796693980693817, 1.0]",0.00875091552734375
5,10,0,0.025,False,whitenoise,0.23694896697998047,0.009308815002441406,"[0.08257569110592985, 1]",6.29425048828125e-05,"[0.22542054951190948, 1.0]",0.007588863372802734
6,10,0,0.03,False,whitenoise,0.23796916007995605,0.0093231201171875,"[0.027790757246784786, 1]",6.198883056640625e-05,"[0.12166547030210495, 1.0]",0.007578134536743164
7,10,0,0.035,False,whitenoise,0.23485589027404785,0.009470939636230469,"[0.0030352455545455434, 1]",6.389617919921875e-05,"[0.016989251598715782, 1.0]",0.007716178894042969
8,10,0,0.04,True,whitenoise,0.22461318969726562,0.0013349056243896484,"[0, 1]",0.0,"[0, 1]",0.0
9,10,0,0.045,True,whitenoise,0.22413420677185059,0.0013048648834228516,"[0, 1]",0.0,"[0, 1]",0.0
10,10,0,0.05,True,whitenoise,0.22452116012573242,0.0012869834899902344,"[0, 1]",0.0,"[0, 1]",0.0
