,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,15,0,0.0,False,whitenoise,0.264371395111084,0.011931180953979492,"[0.8510133236062348, 0.8510133236062348]",7.605552673339844e-05,"[0.8510133028030396, 0.8510133]",0.009678125381469727
1,15,0,0.005,False,whitenoise,0.2341322898864746,0.009385347366333008,"[0.7137420436174401, 1]",6.461143493652344e-05,"[0.7984142303466797, 0.96271354]",0.007606029510498047
2,15,0,0.01,False,whitenoise,0.28406214714050293,0.01121068000793457,"[0.41597579352761077, 1]",7.510185241699219e-05,"[0.6601347923278809, 1.0]",0.009167909622192383
3,15,0,0.015,False,whitenoise,0.252547025680542,0.012235164642333984,"[0.18552446459139393, 1]",7.677078247070312e-05,"[0.42783206701278687, 1.0]",0.010141134262084961
4,15,0,0.02,False,whitenoise,0.27509212493896484,0.009411096572875977,"[0.0741803627186067, 1]",6.29425048828125e-05,"[0.2360977977514267, 1.0]",0.007673025131225586
5,15,0,0.025,False,whitenoise,0.2647421360015869,0.011386871337890625,"[0.01832379200604891, 1]",7.915496826171875e-05,"[0.09443830698728561, 1.0]",0.009181022644042969
6,15,0,0.03,False,whitenoise,0.24391603469848633,0.009602785110473633,"[0.0002451908310616278, 1]",6.508827209472656e-05,"[0.001660601352341473, 1.0]",0.007723093032836914
7,15,0,0.035,True,whitenoise,0.2649037837982178,0.0015773773193359375,"[0, 1]",0.0,"[0, 1]",0.0
8,15,0,0.04,True,whitenoise,0.2339630126953125,0.0014879703521728516,"[0, 1]",0.0,"[0, 1]",0.0
9,15,0,0.045,True,whitenoise,0.2557511329650879,0.0013897418975830078,"[0, 1]",0.0,"[0, 1]",0.0
10,15,0,0.05,True,whitenoise,0.2522239685058594,0.0014929771423339844,"[0, 1]",0.0,"[0, 1]",0.0
