,method,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,0,0,0.0,False,whitenoise,"[[61.788044, 38.235428, 90, 68.09552], [61.788044, 38.235428, 90, 68.09552]]",0.35846590995788574,0.014557123184204102,"[0.8109566726599096, 0.8109566726599096]",0.00010919570922851562,"[0.8109566726599097, 0.8109566726599097]",0.011786937713623047
1,IBP,0,0,0.0,False,brightness,"[[61.788044, 38.235428, 90, 68.09552], [61.788044, 38.235428, 90, 68.09552]]",0.35846590995788574,0.02773594856262207,"[0.8109566726599096, 0.8109566726599096]",9.107589721679688e-05,"[0.8109566726599097, 0.8109566726599097]",0.010994911193847656
2,IBP,0,0,0.0,False,contrast,"[[61.788044, 38.235428, 90, 68.09552], [61.788044, 38.235428, 90, 68.09552]]",0.35846590995788574,0.04088091850280762,"[0.8109566726599096, 0.8109566726599096]",9.083747863769531e-05,"[0.8109566726599097, 0.8109566726599097]",0.010969161987304688
3,IBP,0,0,0.00022222222222222223,False,whitenoise,"[[53.695812, 31.024578, 79.73298, 57.777977], [70.067795, 45.487377, 90, 78.82132]]",0.3274390697479248,0.014150857925415039,"[0.04948732554396014, 1]",0.00010275840759277344,"[0.1515190154314041, 1.0]",0.011609077453613281
4,IBP,0,0,0.00022222222222222223,False,brightness,"[[53.695812, 31.024578, 79.73298, 57.777977], [70.067795, 45.487377, 90, 78.82132]]",0.3274390697479248,0.02771472930908203,"[0.04948732554396014, 1]",0.0001010894775390625,"[0.1515190154314041, 1.0]",0.011220932006835938
5,IBP,0,0,0.0011111111111111111,False,contrast,"[[60.600285, 37.2417, 89.60682, 66.60044], [62.978138, 39.231003, 90, 69.60088]]",0.3274390697479248,0.04136776924133301,"[0.6297533879345258, 1]",9.202957153320312e-05,"[0.7178696502159406, 0.9180332]",0.011391878128051758
6,IBP,0,0,0.00044444444444444447,True,whitenoise,"[[44.98393, 23.226492, 67.52149, 46.884098], [79.14334, 53.42422, 90, 90]]",0.31517505645751953,0.0018939971923828125,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,0,0,0.00044444444444444447,True,brightness,"[[44.98393, 23.226492, 67.52149, 46.884098], [79.14334, 53.42422, 90, 90]]",0.31517505645751953,0.0034890174865722656,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,0,0,0.0022222222222222222,False,contrast,"[[59.430943, 36.25066, 87.9047, 65.14714], [64.17426, 40.2301, 90, 71.112076]]",0.31517505645751953,0.017575979232788086,"[0.4658133782303465, 1]",9.775161743164062e-05,"[0.6326952576637268, 0.99477255]",0.01191401481628418
9,IBP,0,0,0.0006666666666666668,True,whitenoise,"[[35.608624, 14.810244, 54.70831, 35.47298], [89.41131, 62.460255, 90, 90]]",0.3075070381164551,0.001893758773803711,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,0,0,0.0006666666666666668,True,brightness,"[[35.608624, 14.810244, 54.70831, 35.47298], [89.41131, 62.460255, 90, 90]]",0.3075070381164551,0.0035028457641601562,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP,0,0,0.003333333333333333,False,contrast,"[[58.25856, 35.25673, 86.2083, 63.701427], [65.380585, 41.228935, 90, 72.62605]]",0.3075070381164551,0.017781734466552734,"[0.3115963725863666, 1]",9.799003601074219e-05,"[0.5251160860061646, 1.0]",0.012096881866455078
12,IBP,0,0,0.0008888888888888889,True,whitenoise,"[[27.062008, 6.771664, 43.675396, 25.205425], [90, 71.49688, 90, 90]]",0.3087959289550781,0.0019078254699707031,"[0, 1]",0.0,"[0, 1]",0.0
13,IBP,0,0,0.0008888888888888889,True,brightness,"[[27.062008, 6.771664, 43.675396, 25.205425], [90, 71.49688, 90, 90]]",0.3087959289550781,0.003519773483276367,"[0, 1]",0.0,"[0, 1]",0.0
14,IBP,0,0,0.0044444444444444444,False,contrast,"[[57.09194, 34.26874, 84.52427, 62.265965], [66.58637, 42.227024, 90, 74.139885]]",0.3087959289550781,0.01692795753479004,"[0.206985594293225, 1]",9.822845458984375e-05,"[0.4309290051460266, 1.0]",0.011228799819946289
15,IBP,0,0,0.0011111111111111111,True,whitenoise,"[[19.362637, 0, 34.35339, 16.39465], [90, 80.883606, 90, 90]]",0.32702016830444336,0.001954793930053711,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP,0,0,0.0011111111111111111,True,brightness,"[[19.362637, 0, 34.35339, 16.39465], [90, 80.883606, 90, 90]]",0.32702016830444336,0.0035758018493652344,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP,0,0,0.005555555555555556,False,contrast,"[[55.920948, 33.26358, 82.83567, 60.810383], [67.79422, 43.226463, 90, 75.65583]]",0.32702016830444336,0.017456769943237305,"[0.13465412549297723, 1]",0.0001010894775390625,"[0.33735668659210205, 1.0]",0.011636018753051758
18,IBP,0,0,0.0013333333333333335,True,whitenoise,"[[12.534664, 0, 26.249676, 9.266423], [90, 89.92643, 90, 90]]",0.3247652053833008,0.0019636154174804688,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP,0,0,0.0013333333333333335,True,brightness,"[[12.534664, 0, 26.249676, 9.266423], [90, 89.92643, 90, 90]]",0.3247652053833008,0.0036056041717529297,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP,0,0,0.006666666666666666,False,contrast,"[[54.742958, 32.249935, 81.13776, 59.348774], [69.01465, 44.235043, 90, 77.187706]]",0.3247652053833008,0.019166946411132812,"[0.08385036044829869, 1]",9.918212890625e-05,"[0.23370587825775146, 1.0]",0.013356924057006836
21,IBP,0,0,0.0015555555555555557,True,whitenoise,"[[6.490639, 0, 19.430851, 3.3838315], [90, 90, 90, 90]]",0.322782039642334,0.0019462108612060547,"[0, 1]",0.0,"[0, 1]",0.0
22,IBP,0,0,0.0015555555555555557,True,brightness,"[[6.490639, 0, 19.430851, 3.3838315], [90, 90, 90, 90]]",0.322782039642334,0.0035851001739501953,"[0, 1]",0.0,"[0, 1]",0.0
23,IBP,0,0,0.0077777777777777776,False,contrast,"[[53.55799, 31.230377, 79.432976, 57.879368], [70.246574, 45.25248, 90, 78.733574]]",0.322782039642334,0.01800394058227539,"[0.0483493312545022, 1]",0.000102996826171875,"[0.14795365929603577, 1.0]",0.01216888427734375
24,IBP,0,0,0.0017777777777777779,True,whitenoise,"[[0.67740273, 0, 13.169605, 0], [90, 90, 90, 90]]",0.33426833152770996,0.0018947124481201172,"[0, 1]",0.0,"[0, 1]",0.0
25,IBP,0,0,0.0017777777777777779,True,brightness,"[[0.67740273, 0, 13.169605, 0], [90, 90, 90, 90]]",0.33426833152770996,0.0035009384155273438,"[0, 1]",0.0,"[0, 1]",0.0
26,IBP,0,0,0.008888888888888889,False,contrast,"[[52.36762, 30.2068, 77.729454, 56.405445], [71.49162, 46.27969, 90, 80.29485]]",0.33426833152770996,0.017575740814208984,"[0.024239573347381436, 1]",9.894371032714844e-05,"[0.08056472986936569, 1.0]",0.011894941329956055
27,IBP,0,0,0.002,True,whitenoise,"[[0, 0, 7.78265, 0], [90, 90, 90, 90]]",0.3283703327178955,0.0019648075103759766,"[0, 1]",0.0,"[0, 1]",0.0
28,IBP,0,0,0.002,True,brightness,"[[0, 0, 7.78265, 0], [90, 90, 90, 90]]",0.3283703327178955,0.0035610198974609375,"[0, 1]",0.0,"[0, 1]",0.0
29,IBP,0,0,0.01,False,contrast,"[[51.187664, 29.1936, 76.038925, 54.94458], [72.73442, 47.303616, 90, 81.85136]]",0.3283703327178955,0.01884174346923828,"[0.009009603082665203, 1]",0.00010609626770019531,"[0.03220612555742264, 1.0]",0.013073921203613281
