,0,1
0,1,74.98679995536804
1,2,73.64908790588379
2,3,81.10643100738525
3,4,75.12949395179749
4,5,74.43068099021912
5,6,86.85370206832886
6,7,83.1528799533844
7,8,78.82104969024658
8,9,95.85955619812012
9,10,119.73066210746765
10,11,94.20982933044434
11,12,114.62779593467712
12,13,99.67473888397217
13,14,74.86856389045715
14,15,76.10536980628967
