,image_id,gt_logit,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,2,0,0.0,False,whitenoise,"[[33.57312, 17.582956, 61.491302, 45.439278], [33.57312, 17.582956, 61.491302, 45.439278]]",0.27660608291625977,0.00951695442199707,"[0.9301092452270698, 0.9301092452270698]",6.127357482910156e-05,"[0.9301092624664307, 0.93010926]",0.007473945617675781
1,2,0,0.0,False,brightness,"[[33.57312, 17.582956, 61.491302, 45.439278], [33.57312, 17.582956, 61.491302, 45.439278]]",0.27660608291625977,0.018671035766601562,"[0.9301092452270698, 0.9301092452270698]",5.5789947509765625e-05,"[0.9301092624664307, 0.93010926]",0.007336139678955078
2,2,0,0.0,False,contrast,"[[33.57312, 17.582956, 61.491302, 45.439278], [33.57312, 17.582956, 61.491302, 45.439278]]",0.27660608291625977,0.027256011962890625,"[0.9301092452270698, 0.9301092452270698]",5.602836608886719e-05,"[0.9301092624664307, 0.93010926]",0.006862163543701172
3,2,0,5.6565656565656563e-05,False,whitenoise,"[[33.3823, 17.454117, 61.229237, 45.25164], [34.172928, 17.942324, 62.485153, 46.18005]]",0.27506589889526367,0.009613037109375,"[0.8224336547047562, 1]",5.91278076171875e-05,"[0.8704099655151367, 0.9763527]",0.00755620002746582
4,2,0,5.6565656565656563e-05,False,brightness,"[[33.405228, 17.469246, 61.26608, 45.28024], [34.167408, 17.93834, 62.47878, 46.175636]]",0.27506589889526367,0.01865696907043457,"[0.8256280734528028, 1]",5.602836608886719e-05,"[0.8720842003822327, 0.974136]",0.007333993911743164
5,2,0,5.6565656565656563e-05,False,contrast,"[[33.405228, 17.469246, 61.26608, 45.28024], [34.167408, 17.93834, 62.47878, 46.175636]]",0.27506589889526367,0.0267179012298584,"[0.8256280734528028, 1]",5.078315734863281e-05,"[0.8720842003822327, 0.974136]",0.006455183029174805
6,2,0,0.00011313131313131313,False,whitenoise,"[[33.16159, 17.316534, 60.94349, 45.05248], [34.804745, 18.33671, 63.531548, 46.980675]]",0.2900059223175049,0.009558677673339844,"[0.7078140775641913, 1]",6.222724914550781e-05,"[0.8125360012054443, 0.9942289]",0.0075147151947021484
7,2,0,0.00011313131313131313,False,brightness,"[[33.207836, 17.347021, 61.01768, 45.11012], [34.793957, 18.329002, 63.519157, 46.972195]]",0.2900059223175049,0.018352746963500977,"[0.7160397153086517, 1]",5.4836273193359375e-05,"[0.8141956329345703, 0.9919509]",0.007134199142456055
8,2,0,0.00011313131313131313,False,contrast,"[[33.207836, 17.347021, 61.01768, 45.11012], [34.793957, 18.329002, 63.519157, 46.972195]]",0.2900059223175049,0.026817798614501953,"[0.7160397153086517, 1]",5.602836608886719e-05,"[0.8141956329345703, 0.9919509]",0.006815910339355469
9,2,0,0.0001696969696969697,False,whitenoise,"[[32.925644, 17.169754, 60.63902, 44.84017], [35.478016, 18.763962, 64.63124, 47.824455]]",0.2936239242553711,0.009585142135620117,"[0.5965543186475262, 1]",6.222724914550781e-05,"[0.7420199513435364, 1.0]",0.0075228214263916016
10,2,0,0.0001696969696969697,False,brightness,"[[32.995255, 17.215702, 60.750614, 44.927036], [35.46245, 18.752726, 64.61313, 47.812008]]",0.2936239242553711,0.020154237747192383,"[0.6075324086004639, 1]",5.793571472167969e-05,"[0.7439875602722168, 1.0]",0.008865118026733398
11,2,0,0.0001696969696969697,False,contrast,"[[32.995255, 17.215702, 60.750614, 44.927036], [35.46245, 18.752726, 64.61313, 47.812008]]",0.2936239242553711,0.02970433235168457,"[0.6075324086004639, 1]",5.7220458984375e-05,"[0.7439875602722168, 1.0]",0.007463932037353516
12,2,0,0.00022626262626262625,False,whitenoise,"[[32.676285, 17.01286, 60.32829, 44.6257], [36.222572, 19.246737, 65.8464, 48.767704]]",0.29143500328063965,0.009667158126831055,"[0.4991932425007759, 1]",6.198883056640625e-05,"[0.6657752990722656, 1.0]",0.007576704025268555
13,2,0,0.00022626262626262625,False,brightness,"[[32.769184, 17.074034, 60.477093, 44.741543], [36.202343, 19.232275, 65.822716, 48.75171]]",0.29143500328063965,0.018863201141357422,"[0.5109892473226594, 1]",7.033348083496094e-05,"[0.6673808097839355, 1.0]",0.007468700408935547
14,2,0,0.00022626262626262625,False,contrast,"[[32.769184, 17.074034, 60.477093, 44.741543], [36.202343, 19.232275, 65.822716, 48.75171]]",0.29143500328063965,0.02740001678466797,"[0.5109892473226594, 1]",5.7697296142578125e-05,"[0.6673808097839355, 1.0]",0.00683903694152832
15,2,0,0.0002828282828282828,False,whitenoise,"[[32.415855, 16.84688, 60.002148, 44.39971], [37.00608, 19.750217, 67.122314, 49.759964]]",0.2815260887145996,0.009911060333251953,"[0.4169621996978088, 1]",6.29425048828125e-05,"[0.5953381061553955, 1.0]",0.00782012939453125
16,2,0,0.0002828282828282828,False,brightness,"[[32.53179, 16.922953, 60.18756, 44.543858], [36.981236, 19.73256, 67.093124, 49.74037]]",0.2815260887145996,0.018950939178466797,"[0.42890656506527786, 1]",5.817413330078125e-05,"[0.5970693826675415, 1.0]",0.007318973541259766
17,2,0,0.0002828282828282828,False,contrast,"[[32.53179, 16.922953, 60.18756, 44.543858], [36.981236, 19.73256, 67.093124, 49.74037]]",0.2815260887145996,0.02773571014404297,"[0.42890656506527786, 1]",5.888938903808594e-05,"[0.5970693826675415, 1.0]",0.007012128829956055
18,2,0,0.0003393939393939394,False,whitenoise,"[[32.163143, 16.68376, 59.678886, 44.173855], [37.7353, 20.214947, 68.30324, 50.66831]]",0.2726740837097168,0.00989222526550293,"[0.35368878132071685, 1]",6.29425048828125e-05,"[0.5380032062530518, 1.0]",0.007815122604370117
19,2,0,0.0003393939393939394,False,brightness,"[[32.30238, 16.774931, 59.90152, 44.346783], [37.70563, 20.193937, 68.26826, 50.644974]]",0.2726740837097168,0.019024133682250977,"[0.36566683549733847, 1]",5.698204040527344e-05,"[0.539848268032074, 1.0]",0.00735783576965332
20,2,0,0.0003393939393939394,False,contrast,"[[32.30238, 16.774931, 59.90152, 44.346783], [37.70563, 20.193937, 68.26826, 50.644974]]",0.2726740837097168,0.027936220169067383,"[0.36566683549733847, 1]",5.7220458984375e-05,"[0.539848268032074, 1.0]",0.007164955139160156
21,2,0,0.00039595959595959594,False,whitenoise,"[[31.846619, 16.492111, 59.27263, 43.901024], [38.543934, 20.750835, 69.60358, 51.696136]]",0.2757120132446289,0.009484052658081055,"[0.29380166734590485, 1]",6.222724914550781e-05,"[0.4812591075897217, 1.0]",0.007459878921508789
