,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP+backward (CROWN-IBP),25,0.0,False,whitenoise,"[[57.587463, 116.960556, 75.984024, 131.28436], [57.587463, 116.960556, 75.984024, 131.28436]]",0.35176873207092285,0.0098114013671875,"[0.8484452099471148, 0.8484452099471148]",6.508827209472656e-05,"[0.8484452366828918, 0.84844524]",0.007920980453491211
1,IBP+backward (CROWN-IBP),25,0.0002,False,whitenoise,"[[56.029175, 116.175125, 74.496284, 130.04752], [61.17589, 118.24836, 79.74198, 133.0622]]",0.34972643852233887,0.010151863098144531,"[0.3037067053137225, 1]",7.200241088867188e-05,"[0.4819241762161255, 0.98266786]",0.00818777084350586
2,IBP+backward (CROWN-IBP),25,0.0004,False,whitenoise,"[[54.336098, 114.76688, 72.60846, 128.01065], [69.03811, 120.30112, 87.79393, 136.07133]]",0.3535459041595459,0.009566068649291992,"[0.02868732582555744, 1]",6.389617919921875e-05,"[0.10037340968847275, 1.0]",0.0077860355377197266
3,IBP+backward (CROWN-IBP),25,0.0006000000000000001,True,whitenoise,"[[51.615902, 112.68377, 69.01649, 125.67821], [79.69269, 123.4953, 98.354996, 140.5854]]",0.37112879753112793,0.001544952392578125,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP+backward (CROWN-IBP),25,0.0008,True,whitenoise,"[[44.914364, 108.59804, 61.950447, 121.70048], [94.4568, 129.41304, 113.13298, 147.74301]]",0.37793898582458496,0.0014998912811279297,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP+backward (CROWN-IBP),25,0.001,True,whitenoise,"[[31.238438, 100.9379, 49.694405, 114.97472], [114.08438, 140.0607, 136.54999, 158.61429]]",0.3638789653778076,0.0015459060668945312,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP+backward (CROWN-IBP),25,0.0012000000000000001,True,whitenoise,"[[11.1544, 89.947845, 31.741657, 105.55563], [138.08144, 155.2248, 165.34885, 172.22166]]",0.37082409858703613,0.0014672279357910156,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP+backward (CROWN-IBP),25,0.0014,True,whitenoise,"[[0, 77.241135, 11.69109, 94.292145], [164.0104, 171.693, 196.4031, 187.01425]]",0.37070727348327637,0.0014820098876953125,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP+backward (CROWN-IBP),25,0.0016,True,whitenoise,"[[0, 63.060154, 0, 81.20341], [190.7606, 189.52455, 229.13521, 203.79942]]",0.35816001892089844,0.00154876708984375,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP+backward (CROWN-IBP),25,0.0018000000000000002,True,whitenoise,"[[0, 45.65843, 0, 64.92262], [222.03404, 212.43814, 256, 225.2062]]",0.3357980251312256,0.0014209747314453125,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP+backward (CROWN-IBP),25,0.002,True,whitenoise,"[[0, 25.715664, 0, 46.62848], [256, 239.10872, 256, 251.05687]]",0.36749815940856934,0.0015790462493896484,"[0, 1]",0.0,"[0, 1]",0.0
