,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),6,0.0,False,brightness,"[[206.68039, 108.04384, 229.14914, 124.40721], [206.68039, 108.04384, 229.14914, 124.40721]]","[206.68039, 108.04384, 229.14914, 124.40721]","[206.68039, 108.04384, 229.14914, 124.40721]",[206.53595 107.2145  228.91504 123.8429 ],0.3849599361419678,0.009469985961914062,"[0.904198050425998, 0.904198050425998]",6.079673767089844e-05,"[0.9041980504989624, 0.90419805]",0.007665157318115234
1,backward (CROWN),6,0.002,False,brightness,"[[205.26308, 107.90879, 227.42336, 124.23282], [208.09508, 108.1907, 230.93678, 124.60985]]","[208.09508, 108.1907, 230.93678, 124.60985]","[205.26308, 107.90879, 227.42336, 124.23282]",[206.53595 107.2145  228.91504 123.8429 ],3.447175979614258,0.009618043899536133,"[0.6070315490419727, 1]",6.29425048828125e-05,"[0.7735220193862915, 0.9362918]",0.007773160934448242
2,backward (CROWN),6,0.004,False,brightness,"[[203.42734, 107.588455, 225.20752, 123.86148], [210.5025, 108.73056, 233.93245, 125.23904]]","[210.5025, 108.73056, 233.93245, 125.23904]","[203.42734, 107.588455, 225.20752, 123.86148]",[206.53595 107.2145  228.91504 123.8429 ],5.285574913024902,0.010579109191894531,"[0.3228479061451357, 1]",7.081031799316406e-05,"[0.5659553408622742, 0.9764201]",0.008496284484863281
3,backward (CROWN),6,0.006,False,brightness,"[[200.89252, 107.048805, 222.17754, 123.24109], [213.61441, 109.70134, 237.81792, 126.26483]]","[213.61441, 109.70134, 237.81792, 126.26483]","[200.89252, 107.048805, 222.17754, 123.24109]",[206.53595 107.2145  228.91504 123.8429 ],6.829061985015869,0.011358976364135742,"[0.12005500710905731, 1]",7.510185241699219e-05,"[0.3082360029220581, 1.0]",0.009193897247314453
4,backward (CROWN),6,0.008,False,brightness,"[[197.31656, 106.25593, 217.96951, 122.35054], [217.38593, 111.14896, 242.54103, 127.74468]]","[217.38593, 111.14896, 242.54103, 127.74468]","[197.31656, 106.25593, 217.96951, 122.35054]",[206.53595 107.2145  228.91504 123.8429 ],7.73551082611084,0.011338949203491211,"[0.004887888710319427, 1]",7.390975952148438e-05,"[0.017566796392202377, 1.0]",0.009158849716186523
5,backward (CROWN),6,0.01,True,brightness,"[[192.69102, 105.21543, 212.67276, 121.17177], [221.60191, 113.0941, 247.8195, 129.73683]]","[221.60191, 113.0941, 247.8195, 129.73683]","[192.69102, 105.21543, 212.67276, 121.17177]",[206.53595 107.2145  228.91504 123.8429 ],7.794121026992798,0.0016438961029052734,"[0, 1]",0.0,"[0, 1]",0.0
6,backward (CROWN),6,0.012,True,brightness,"[[186.18834, 103.82258, 205.27937, 119.55483], [226.80878, 115.90261, 254.24937, 132.4999]]","[226.80878, 115.90261, 254.24937, 132.4999]","[186.18834, 103.82258, 205.27937, 119.55483]",[206.53595 107.2145  228.91504 123.8429 ],9.032716035842896,0.0016040802001953125,"[0, 1]",0.0,"[0, 1]",0.0
7,backward (CROWN),6,0.014,True,brightness,"[[177.66658, 101.39907, 195.75813, 116.91957], [238.6603, 119.92843, 256, 136.39287]]","[238.6603, 119.92843, 256, 136.39287]","[177.66658, 101.39907, 195.75813, 116.91957]",[206.53595 107.2145  228.91504 123.8429 ],9.953527212142944,0.0015778541564941406,"[0, 1]",0.0,"[0, 1]",0.0
8,backward (CROWN),6,0.016,True,brightness,"[[167.27495, 98.58717, 183.75919, 114.11844], [250.59248, 125.18117, 256, 141.40154]]","[250.59248, 125.18117, 256, 141.40154]","[167.27495, 98.58717, 183.75919, 114.11844]",[206.53595 107.2145  228.91504 123.8429 ],11.075634956359863,0.0015940666198730469,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),6,0.018000000000000002,True,brightness,"[[154.70134, 94.504036, 169.05081, 110.574], [256, 131.80824, 256, 147.68687]]","[256, 131.80824, 256, 147.68687]","[154.70134, 94.504036, 169.05081, 110.574]",[206.53595 107.2145  228.91504 123.8429 ],12.089607000350952,0.0016300678253173828,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),6,0.02,True,brightness,"[[139.90181, 89.42343, 152.1669, 106.77332], [256, 139.54669, 256, 155.06241]]","[256, 139.54669, 256, 155.06241]","[139.90181, 89.42343, 152.1669, 106.77332]",[206.53595 107.2145  228.91504 123.8429 ],13.163419961929321,0.0014789104461669922,"[0, 1]",0.0,"[0, 1]",0.0
