,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),9,0.0,True,brightness,"[[218.43022, 110.678444, 256, 128.23325], [218.43022, 110.678444, 256, 128.23325]]","[218.43022, 110.678444, 256, 128.23325]","[218.43022, 110.678444, 256, 128.23325]",[217.7255   109.438065 257.77777  127.03323 ],0.40430426597595215,0.009720802307128906,"[0, 1]",0.0,"[0, 1]",0.0
1,backward (CROWN),9,0.002,False,brightness,"[[217.7237, 110.45779, 256, 127.93251], [219.13469, 110.9053, 256, 128.5391]]","[219.13469, 110.9053, 256, 128.5391]","[217.7237, 110.45779, 256, 127.93251]",[217.7255   109.438065 257.77777  127.03323 ],3.24348783493042,0.01163482666015625,"[0.7411166756974258, 0.9088769161888604]",8.511543273925781e-05,"[0.7820701361462018, 0.8583109403640323]",0.009456872940063477
2,backward (CROWN),9,0.004,False,brightness,"[[216.94815, 110.21638, 256, 127.60586], [219.9053, 111.16477, 256, 128.8792]]","[219.9053, 111.16477, 256, 128.8792]","[216.94815, 110.21638, 256, 127.60586]",[217.7255   109.438065 257.77777  127.03323 ],5.100275993347168,0.011657953262329102,"[0.6654074095534643, 0.9834243925726438]",9.012222290039062e-05,"[0.7425459639467422, 0.8857946020015142]",0.009510993957519531
3,backward (CROWN),9,0.006,False,brightness,"[[216.08925, 109.95579, 254.96425, 127.2549], [220.74832, 111.453735, 256, 129.24747]]","[220.74832, 111.453735, 256, 129.24747]","[216.08925, 109.95579, 254.96425, 127.2549]",[217.7255   109.438065 257.77777  127.03323 ],7.503131151199341,0.011986017227172852,"[0.5661258606219217, 1]",8.916854858398438e-05,"[0.6829912662506104, 0.9164624701383955]",0.009637832641601562
4,backward (CROWN),9,0.008,False,brightness,"[[215.12753, 109.66437, 253.7471, 126.86671], [221.66063, 111.773125, 256, 129.64777]]","[221.66063, 111.773125, 256, 129.64777]","[215.12753, 109.66437, 253.7471, 126.86671]",[217.7255   109.438065 257.77777  127.03323 ],9.485877990722656,0.012111902236938477,"[0.46693111050949293, 1]",9.083747863769531e-05,"[0.6208877563476562, 0.9433229756774213]",0.009814977645874023
5,backward (CROWN),9,0.01,False,brightness,"[[214.08586, 109.350075, 252.42604, 126.45035], [222.74348, 112.131424, 256, 130.09029]]","[222.74348, 112.131424, 256, 130.09029]","[214.08586, 109.350075, 252.42604, 126.45035]",[217.7255   109.438065 257.77777  127.03323 ],10.071170806884766,0.01286005973815918,"[0.3699022590532622, 1]",9.107589721679688e-05,"[0.5560550093650818, 0.9556137558963398]",0.01051187515258789
6,backward (CROWN),9,0.012,False,brightness,"[[212.89346, 108.99948, 250.92496, 125.99021], [224.02835, 112.52711, 256, 130.58087]]","[224.02835, 112.52711, 256, 130.58087]","[212.89346, 108.99948, 250.92496, 125.99021]",[217.7255   109.438065 257.77777  127.03323 ],10.502316951751709,0.012324094772338867,"[0.28447474740663525, 1]",9.012222290039062e-05,"[0.48761796951293945, 0.9556137558963398]",0.01005101203918457
7,backward (CROWN),9,0.014,False,brightness,"[[211.55154, 108.59802, 249.1951, 125.46266], [225.53847, 112.989624, 256, 131.15831]]","[225.53847, 112.989624, 256, 131.15831]","[211.55154, 108.59802, 249.1951, 125.46266]",[217.7255   109.438065 257.77777  127.03323 ],11.33561086654663,0.011715173721313477,"[0.20891004376043232, 1]",8.893013000488281e-05,"[0.41408389806747437, 0.9556137558963398]",0.009484052658081055
8,backward (CROWN),9,0.016,False,brightness,"[[210.06679, 108.15546, 247.19016, 124.87241], [227.48404, 113.59159, 256, 131.89178]]","[227.48404, 113.59159, 256, 131.89178]","[210.06679, 108.15546, 247.19016, 124.87241]",[217.7255   109.438065 257.77777  127.03323 ],11.867069244384766,0.011358261108398438,"[0.14134902694862894, 1]",8.487701416015625e-05,"[0.3154431879520416, 0.9556137558963398]",0.009151220321655273
9,backward (CROWN),9,0.018000000000000002,False,brightness,"[[208.32979, 107.63216, 244.84372, 124.172745], [229.91551, 114.39722, 256, 132.85233]]","[229.91551, 114.39722, 256, 132.85233]","[208.32979, 107.63216, 244.84372, 124.172745]",[217.7255   109.438065 257.77777  127.03323 ],11.991374015808105,0.01229095458984375,"[0.08286614051363579, 1]",8.869171142578125e-05,"[0.20707479119300842, 0.9556137558963398]",0.010035276412963867
10,backward (CROWN),9,0.02,False,brightness,"[[206.3287, 107.08688, 242.13744, 123.42429], [232.68509, 115.39127, 256, 134.0124]]","[232.68509, 115.39127, 256, 134.0124]","[206.3287, 107.08688, 242.13744, 123.42429]",[217.7255   109.438065 257.77777  127.03323 ],14.223110914230347,0.013564109802246094,"[0.03861767559334439, 1]",0.00010204315185546875,"[0.10774518549442291, 0.9556137558963398]",0.010827064514160156
