,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),7,0.0,True,brightness,"[[161.00551, 99.39827, 182.10008, 118.28108], [161.00551, 99.39827, 182.10008, 118.28108]]","[161.00551, 99.39827, 182.10008, 118.28108]","[161.00551, 99.39827, 182.10008, 118.28108]",[160.94118   98.9003   182.2745   117.848946],0.38129210472106934,0.01072382926940918,"[0, 1]",0.0,"[0, 1]",0.0
1,backward (CROWN),7,0.002,False,brightness,"[[159.56696, 99.1338, 180.56824, 117.95387], [162.44525, 99.59109, 183.61598, 118.526985]]","[162.44525, 99.59109, 183.61598, 118.526985]","[159.56696, 99.1338, 180.56824, 117.95387]",[160.94118   98.9003   182.2745   117.848946],3.574363946914673,0.01101994514465332,"[0.6130508537251038, 1]",7.200241088867188e-05,"[0.7943971157073975, 0.98223823]",0.00890207290649414
2,backward (CROWN),7,0.004,False,brightness,"[[157.60971, 98.660515, 178.52374, 117.39063], [164.26999, 100.09916, 185.53418, 119.129074]]","[164.26999, 100.09916, 185.53418, 119.129074]","[157.60971, 98.660515, 178.52374, 117.39063]",[160.94118   98.9003   182.2745   117.848946],4.7705910205841064,0.009556055068969727,"[0.3379320746310574, 1]",6.318092346191406e-05,"[0.5988413691520691, 1.0]",0.007709980010986328
3,backward (CROWN),7,0.006,False,brightness,"[[155.14812, 98.086586, 175.98726, 116.72511], [166.49356, 100.87268, 187.95619, 120.03412]]","[166.49356, 100.87268, 187.95619, 120.03412]","[155.14812, 98.086586, 175.98726, 116.72511]",[160.94118   98.9003   182.2745   117.848946],6.108935117721558,0.010664939880371094,"[0.1545480100810609, 1]",7.295608520507812e-05,"[0.37230125069618225, 1.0]",0.008579015731811523
4,backward (CROWN),7,0.008,False,brightness,"[[152.13748, 97.22926, 172.84708, 115.78424], [169.53998, 101.969894, 191.45587, 121.29066]]","[169.53998, 101.969894, 191.45587, 121.29066]","[152.13748, 97.22926, 172.84708, 115.78424]",[160.94118   98.9003   182.2745   117.848946],6.883622169494629,0.011095046997070312,"[0.03501850202271939, 1]",7.295608520507812e-05,"[0.11301618069410324, 1.0]",0.008999109268188477
5,backward (CROWN),7,0.01,True,brightness,"[[148.41971, 96.185, 168.91496, 114.64473], [173.51959, 103.53255, 196.01944, 122.9776]]","[173.51959, 103.53255, 196.01944, 122.9776]","[148.41971, 96.185, 168.91496, 114.64473]",[160.94118   98.9003   182.2745   117.848946],7.726707935333252,0.0013949871063232422,"[0, 1]",0.0,"[0, 1]",0.0
6,backward (CROWN),7,0.012,True,brightness,"[[143.41898, 94.77039, 163.5122, 113.06943], [178.1032, 105.51507, 201.31955, 125.057816]]","[178.1032, 105.51507, 201.31955, 125.057816]","[143.41898, 94.77039, 163.5122, 113.06943]",[160.94118   98.9003   182.2745   117.848946],8.568395137786865,0.0016798973083496094,"[0, 1]",0.0,"[0, 1]",0.0
7,backward (CROWN),7,0.014,True,brightness,"[[137.03322, 92.84987, 156.76334, 110.957924], [183.93585, 108.105354, 207.85199, 127.76402]]","[183.93585, 108.105354, 207.85199, 127.76402]","[137.03322, 92.84987, 156.76334, 110.957924]",[160.94118   98.9003   182.2745   117.848946],9.595952987670898,0.0015919208526611328,"[0, 1]",0.0,"[0, 1]",0.0
8,backward (CROWN),7,0.016,True,brightness,"[[129.27525, 90.48278, 148.58101, 108.460335], [196.4254, 111.89204, 221.13684, 131.6581]]","[196.4254, 111.89204, 221.13684, 131.6581]","[129.27525, 90.48278, 148.58101, 108.460335]",[160.94118   98.9003   182.2745   117.848946],10.566170930862427,0.0016019344329833984,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),7,0.018000000000000002,True,brightness,"[[119.6098, 87.59992, 138.54973, 105.50172], [207.97406, 116.56832, 234.30798, 136.45255]]","[207.97406, 116.56832, 234.30798, 136.45255]","[119.6098, 87.59992, 138.54973, 105.50172]",[160.94118   98.9003   182.2745   117.848946],12.080367088317871,0.0015759468078613281,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),7,0.02,True,brightness,"[[108.35506, 83.77944, 126.80678, 101.732506], [222.86552, 122.08699, 251.35251, 141.97618]]","[222.86552, 122.08699, 251.35251, 141.97618]","[108.35506, 83.77944, 126.80678, 101.732506]",[160.94118   98.9003   182.2745   117.848946],12.830405235290527,0.0015950202941894531,"[0, 1]",0.0,"[0, 1]",0.0
