,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),13,0.0,False,brightness,"[[148.18103, 110.67352, 174.76796, 129.0299], [148.18103, 110.67352, 174.76796, 129.0299]]","[148.18103, 110.67352, 174.76796, 129.0299]","[148.18103, 110.67352, 174.76796, 129.0299]",[148.07843 110.01813 174.7451  128.3867 ],0.6036291122436523,0.014082670211791992,"[0.927463564708002, 0.927463564708002]",9.012222290039062e-05,"[0.9274635910987854, 0.9274636]",0.011460065841674805
1,backward (CROWN),13,0.002,False,brightness,"[[147.60226, 110.35821, 174.03075, 128.61084], [148.74481, 110.994774, 175.48999, 129.45515]]","[148.74481, 110.994774, 175.48999, 129.45515]","[147.60226, 110.35821, 174.03075, 128.61084]",[148.07843 110.01813 174.7451  128.3867 ],4.826122045516968,0.015434980392456055,"[0.7548060514292287, 1]",9.202957153320312e-05,"[0.8508753776550293, 0.9696539]",0.012285947799682617
2,backward (CROWN),13,0.004,False,brightness,"[[146.91866, 110.01128, 173.18552, 128.15262], [149.38258, 111.35193, 176.28583, 129.92181]]","[149.38258, 111.35193, 176.28583, 129.92181]","[146.91866, 110.01128, 173.18552, 128.15262]",[148.07843 110.01813 174.7451  128.3867 ],6.24452805519104,0.01397395133972168,"[0.5927697176831258, 1]",9.107589721679688e-05,"[0.7703295946121216, 1.0]",0.011258840560913086
3,backward (CROWN),13,0.006,False,brightness,"[[146.11934, 109.63176, 172.21211, 127.65368], [150.20045, 111.75989, 177.2482, 130.44803]]","[150.20045, 111.75989, 177.2482, 130.44803]","[146.11934, 109.63176, 172.21211, 127.65368]",[148.07843 110.01813 174.7451  128.3867 ],9.210580825805664,0.02034783363342285,"[0.44398909717538637, 1]",0.00016307830810546875,"[0.6838235855102539, 1.0]",0.016834020614624023
4,backward (CROWN),13,0.008,False,brightness,"[[145.20108, 109.22435, 171.10657, 127.12025], [151.50221, 112.274055, 178.67688, 131.09778]]","[151.50221, 112.274055, 178.67688, 131.09778]","[145.20108, 109.22435, 171.10657, 127.12025]",[148.07843 110.01813 174.7451  128.3867 ],10.244976997375488,0.014235258102416992,"[0.31261774226454303, 1]",8.511543273925781e-05,"[0.5817515254020691, 1.0]",0.011718034744262695
5,backward (CROWN),13,0.01,False,brightness,"[[144.0976, 108.768715, 169.8104, 126.525116], [153.51399, 113.0056, 180.8325, 131.99297]]","[153.51399, 113.0056, 180.8325, 131.99297]","[144.0976, 108.768715, 169.8104, 126.525116]",[148.07843 110.01813 174.7451  128.3867 ],10.64328408241272,0.013789892196655273,"[0.19624947087280517, 1]",8.487701416015625e-05,"[0.4497887194156647, 1.0]",0.011269092559814453
6,backward (CROWN),13,0.012,False,brightness,"[[142.64738, 108.208015, 168.15543, 125.79539], [155.95801, 113.99523, 183.43307, 133.17162]]","[155.95801, 113.99523, 183.43307, 133.17162]","[142.64738, 108.208015, 168.15543, 125.79539]",[148.07843 110.01813 174.7451  128.3867 ],11.322420835494995,0.012116193771362305,"[0.10551731516289241, 1]",7.700920104980469e-05,"[0.2938402593135834, 1.0]",0.009850025177001953
7,backward (CROWN),13,0.014,False,brightness,"[[140.7285, 107.5069, 165.95665, 124.872475], [158.68103, 115.18325, 186.31941, 134.55418]]","[158.68103, 115.18325, 186.31941, 134.55418]","[140.7285, 107.5069, 165.95665, 124.872475]",[148.07843 110.01813 174.7451  128.3867 ],11.404839992523193,0.011323213577270508,"[0.042661116287116725, 1]",7.414817810058594e-05,"[0.14391785860061646, 1.0]",0.009184837341308594
8,backward (CROWN),13,0.016,False,brightness,"[[137.99167, 106.74819, 162.76706, 123.80955], [162.11911, 116.70522, 189.90054, 136.25662]]","[162.11911, 116.70522, 189.90054, 136.25662]","[137.99167, 106.74819, 162.76706, 123.80955]",[148.07843 110.01813 174.7451  128.3867 ],11.51450800895691,0.01112818717956543,"[0.0022822502896406947, 1]",7.295608520507812e-05,"[0.009397653862833977, 1.0]",0.009015798568725586
9,backward (CROWN),13,0.018000000000000002,True,brightness,"[[133.86397, 105.59489, 157.95108, 122.37888], [166.76599, 118.74774, 195.17809, 138.4626]]","[166.76599, 118.74774, 195.17809, 138.4626]","[133.86397, 105.59489, 157.95108, 122.37888]",[148.07843 110.01813 174.7451  128.3867 ],11.471421957015991,0.0016052722930908203,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),13,0.02,True,brightness,"[[127.75435, 104.11583, 151.01358, 120.55112], [172.54411, 121.65452, 201.60635, 141.45047]]","[172.54411, 121.65452, 201.60635, 141.45047]","[127.75435, 104.11583, 151.01358, 120.55112]",[148.07843 110.01813 174.7451  128.3867 ],12.053229093551636,0.0016028881072998047,"[0, 1]",0.0,"[0, 1]",0.0
