,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),5,0.0,False,brightness,"[[82.344055, 118.64769, 103.84927, 133.08182], [82.344055, 118.64769, 103.84927, 133.08182]]","[82.344055, 118.64769, 103.84927, 133.08182]","[82.344055, 118.64769, 103.84927, 133.08182]",[ 81.77778  117.848946 103.32026  132.25377 ],0.35892486572265625,0.009448051452636719,"[0.8511369573738706, 0.8511369573738706]",6.079673767089844e-05,"[0.8511369824409485, 0.851137]",0.007639169692993164
1,backward (CROWN),5,0.002,False,brightness,"[[82.06545, 118.447815, 103.4278, 132.81734], [82.62924, 118.849884, 104.27436, 133.34708]]","[82.62924, 118.849884, 104.27436, 133.34708]","[82.06545, 118.447815, 103.4278, 132.81734]",[ 81.77778  117.848946 103.32026  132.25377 ],2.9642889499664307,0.01128387451171875,"[0.7621914102357441, 0.9546717531998833]",7.295608520507812e-05,"[0.7997831106185913, 0.9061368]",0.009155035018920898
2,backward (CROWN),5,0.004,False,brightness,"[[81.72442, 118.22532, 102.93847, 132.52405], [83.02375, 119.09135, 104.81804, 133.65851]]","[83.02375, 119.09135, 104.81804, 133.65851]","[81.72442, 118.22532, 102.93847, 132.52405]",[ 81.77778  117.848946 103.32026  132.25377 ],4.000833034515381,0.010905981063842773,"[0.6478678351103794, 1]",7.605552673339844e-05,"[0.7407588958740234, 0.9559355]",0.008783817291259766
3,backward (CROWN),5,0.006,False,brightness,"[[81.27872, 117.957535, 102.33372, 132.17647], [83.82636, 119.4534, 105.82185, 134.12224]]","[83.82636, 119.4534, 105.82185, 134.12224]","[81.27872, 117.957535, 102.33372, 132.17647]",[ 81.77778  117.848946 103.32026  132.25377 ],5.486131906509399,0.010037899017333984,"[0.49932451759114616, 1]",6.318092346191406e-05,"[0.6507729887962341, 0.99246156]",0.008141756057739258
4,backward (CROWN),5,0.008,False,brightness,"[[80.69558, 117.6359, 101.582886, 131.75932], [85.0502, 119.99819, 107.26189, 134.78882]]","[85.0502, 119.99819, 107.26189, 134.78882]","[80.69558, 117.6359, 101.582886, 131.75932]",[ 81.77778  117.848946 103.32026  132.25377 ],6.223319053649902,0.009646892547607422,"[0.34019581984040753, 1]",6.103515625e-05,"[0.5396330952644348, 1.0]",0.007795095443725586
5,backward (CROWN),5,0.01,False,brightness,"[[79.34155, 117.21415, 100.54061, 131.22144], [86.593864, 120.71475, 108.99628, 135.60855]]","[86.593864, 120.71475, 108.99628, 135.60855]","[79.34155, 117.21415, 100.54061, 131.22144]",[ 81.77778  117.848946 103.32026  132.25377 ],7.121944189071655,0.011073112487792969,"[0.20660061360230955, 1]",7.224082946777344e-05,"[0.4279833436012268, 1.0]",0.008955955505371094
6,backward (CROWN),5,0.012,False,brightness,"[[77.53939, 116.6614, 99.0625, 130.51509], [88.73032, 121.58416, 111.34243, 136.54662]]","[88.73032, 121.58416, 111.34243, 136.54662]","[77.53939, 116.6614, 99.0625, 130.51509]",[ 81.77778  117.848946 103.32026  132.25377 ],7.9388649463653564,0.010605096817016602,"[0.103655179563139, 1]",7.295608520507812e-05,"[0.2973616123199463, 1.0]",0.008552312850952148
7,backward (CROWN),5,0.014,False,brightness,"[[74.85999, 116.032005, 96.27269, 129.64551], [91.521164, 122.809715, 114.450516, 137.80824]]","[91.521164, 122.809715, 114.450516, 137.80824]","[74.85999, 116.032005, 96.27269, 129.64551]",[ 81.77778  117.848946 103.32026  132.25377 ],8.649261951446533,0.009642839431762695,"[0.02849242462694686, 1]",6.29425048828125e-05,"[0.10466906428337097, 1.0]",0.007767915725708008
8,backward (CROWN),5,0.016,True,brightness,"[[70.5366, 115.29611, 91.528076, 128.55997], [95.085846, 124.5598, 118.3157, 139.58257]]","[95.085846, 124.5598, 118.3157, 139.58257]","[70.5366, 115.29611, 91.528076, 128.55997]",[ 81.77778  117.848946 103.32026  132.25377 ],9.881659984588623,0.0014679431915283203,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),5,0.018000000000000002,True,brightness,"[[64.79645, 114.38786, 85.330444, 127.309265], [99.82572, 126.8781, 123.47333, 141.90863]]","[99.82572, 126.8781, 123.47333, 141.90863]","[64.79645, 114.38786, 85.330444, 127.309265]",[ 81.77778  117.848946 103.32026  132.25377 ],10.443396806716919,0.0016438961029052734,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),5,0.02,True,brightness,"[[57.986893, 113.154396, 78.11549, 125.64339], [106.617485, 129.80554, 131.10115, 144.80995]]","[106.617485, 129.80554, 131.10115, 144.80995]","[57.986893, 113.154396, 78.11549, 125.64339]",[ 81.77778  117.848946 103.32026  132.25377 ],11.27108883857727,0.001667022705078125,"[0, 1]",0.0,"[0, 1]",0.0
