,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),15,0.0,False,brightness,"[[142.47, 119.78357, 167.70752, 137.2007], [142.47, 119.78357, 167.70752, 137.2007]]","[142.47, 119.78357, 167.70752, 137.2007]","[142.47, 119.78357, 167.70752, 137.2007]",[141.80392 118.62236 167.42484 136.12085],0.35507893562316895,0.009330987930297852,"[0.8490121629080399, 0.8490121629080399]",6.103515625e-05,"[0.8490121364593506, 0.84901214]",0.007554054260253906
1,backward (CROWN),15,0.002,False,brightness,"[[142.14873, 119.530365, 167.24437, 136.86436], [142.78891, 120.03981, 168.16068, 137.538]]","[142.78891, 120.03981, 168.16068, 137.538]","[142.14873, 119.530365, 167.24437, 136.86436]",[141.80392 118.62236 167.42484 136.12085],3.0474729537963867,0.01183319091796875,"[0.7512713725016492, 0.9521073154000855]",7.200241088867188e-05,"[0.7985460758209229, 0.897719]",0.009721040725708008
2,backward (CROWN),15,0.004,False,brightness,"[[141.73663, 119.24686, 166.67989, 136.49112], [143.18103, 120.33243, 168.68857, 137.91275]]","[143.18103, 120.33243, 168.68857, 137.91275]","[141.73663, 119.24686, 166.67989, 136.49112]",[141.80392 118.62236 167.42484 136.12085],4.2334630489349365,0.010106086730957031,"[0.6392319783352296, 1]",7.081031799316406e-05,"[0.7447110414505005, 0.9443292]",0.008069038391113281
3,backward (CROWN),15,0.006,False,brightness,"[[141.22601, 118.934525, 166.00737, 136.08337], [143.67778, 120.66518, 169.32591, 138.32962]]","[143.67778, 120.66518, 169.32591, 138.32962]","[141.22601, 118.934525, 166.00737, 136.08337]",[141.80392 118.62236 167.42484 136.12085],5.581881046295166,0.009411096572875977,"[0.5304436418376934, 1]",6.29425048828125e-05,"[0.6868523359298706, 0.9821605]",0.007606029510498047
4,backward (CROWN),15,0.008,False,brightness,"[[140.6188, 118.58852, 165.22725, 135.63513], [144.5524, 121.05751, 170.35191, 138.81538]]","[144.5524, 121.05751, 170.35191, 138.81538]","[140.6188, 118.58852, 165.22725, 135.63513]",[141.80392 118.62236 167.42484 136.12085],6.604000091552734,0.01113581657409668,"[0.4027423806447824, 1]",7.295608520507812e-05,"[0.6131213307380676, 1.0]",0.009028911590576172
5,backward (CROWN),15,0.01,False,brightness,"[[139.86499, 118.20356, 164.28102, 135.1383], [146.07297, 121.589645, 172.03734, 139.46062]]","[146.07297, 121.589645, 172.03734, 139.46062]","[139.86499, 118.20356, 164.28102, 135.1383]",[141.80392 118.62236 167.42484 136.12085],7.292412042617798,0.011268138885498047,"[0.27858679997066527, 1]",7.510185241699219e-05,"[0.515338122844696, 1.0]",0.009121894836425781
6,backward (CROWN),15,0.012,False,brightness,"[[138.81985, 117.76583, 163.03192, 134.57335], [148.17746, 122.392166, 174.38533, 140.41336]]","[148.17746, 122.392166, 174.38533, 140.41336]","[138.81985, 117.76583, 163.03192, 134.57335]",[141.80392 118.62236 167.42484 136.12085],8.2415292263031,0.011245965957641602,"[0.16865778825271735, 1]",7.295608520507812e-05,"[0.3982349634170532, 1.0]",0.009119987487792969
7,backward (CROWN),15,0.014,False,brightness,"[[137.49782, 117.14934, 161.46872, 133.79994], [150.54771, 123.410385, 176.99382, 141.61319]]","[150.54771, 123.410385, 176.99382, 141.61319]","[137.49782, 117.14934, 161.46872, 133.79994]",[141.80392 118.62236 167.42484 136.12085],8.763536930084229,0.011198043823242188,"[0.08720737693374879, 1]",7.224082946777344e-05,"[0.2530839145183563, 1.0]",0.009114742279052734
8,backward (CROWN),15,0.016,False,brightness,"[[135.52873, 116.38937, 159.13808, 132.82689], [153.34166, 124.65237, 180.01749, 142.96513]]","[153.34166, 124.65237, 180.01749, 142.96513]","[135.52873, 116.38937, 159.13808, 132.82689]",[141.80392 118.62236 167.42484 136.12085],9.264182567596436,0.011210203170776367,"[0.02992732547157228, 1]",7.390975952148438e-05,"[0.10568829625844955, 1.0]",0.009093999862670898
9,backward (CROWN),15,0.018000000000000002,True,brightness,"[[132.5242, 115.47939, 155.53609, 131.63261], [156.99667, 126.36193, 183.89543, 144.74359]]","[156.99667, 126.36193, 183.89543, 144.74359]","[132.5242, 115.47939, 155.53609, 131.63261]",[141.80392 118.62236 167.42484 136.12085],10.424931049346924,0.0014390945434570312,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),15,0.02,True,brightness,"[[128.35522, 114.38911, 150.55704, 130.18375], [161.80972, 128.60933, 188.9358, 147.00383]]","[161.80972, 128.60933, 188.9358, 147.00383]","[128.35522, 114.38911, 150.55704, 130.18375]",[141.80392 118.62236 167.42484 136.12085],12.192296981811523,0.0016698837280273438,"[0, 1]",0.0,"[0, 1]",0.0
