,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),4,0.0,False,brightness,"[[111.30167, 122.93886, 132.73993, 138.78534], [111.30167, 122.93886, 132.73993, 138.78534]]","[111.30167, 122.93886, 132.73993, 138.78534]","[111.30167, 122.93886, 132.73993, 138.78534]",[110.640526 122.00604  132.28758  137.76434 ],0.3457982540130615,0.009439945220947266,"[0.8415293446811826, 0.8415293446811826]",6.29425048828125e-05,"[0.841529369354248, 0.84152937]",0.007620811462402344
1,backward (CROWN),4,0.002,False,brightness,"[[110.93708, 122.62189, 132.24629, 138.37561], [111.66938, 123.259995, 133.23459, 139.19734]]","[111.66938, 123.259995, 133.23459, 139.19734]","[110.93708, 122.62189, 132.24629, 138.37561]",[110.640526 122.00604  132.28758  137.76434 ],3.0635437965393066,0.009763002395629883,"[0.723952264781641, 0.9831067521673126]",6.604194641113281e-05,"[0.7752333283424377, 0.9128315]",0.00786733627319336
2,backward (CROWN),4,0.004,False,brightness,"[[110.50403, 122.27806, 131.67877, 137.93587], [112.114975, 123.61927, 133.80922, 139.64864]]","[112.114975, 123.61927, 133.80922, 139.64864]","[110.50403, 122.27806, 131.67877, 137.93587]",[110.640526 122.00604  132.28758  137.76434 ],4.89696478843689,0.010621070861816406,"[0.5897762930786098, 1]",6.508827209472656e-05,"[0.7071298956871033, 0.97215635]",0.008725881576538086
3,backward (CROWN),4,0.006,False,brightness,"[[109.99174, 121.904, 131.0264, 137.4626], [112.76472, 124.07989, 134.61676, 140.2106]]","[112.76472, 124.07989, 134.61676, 140.2106]","[109.99174, 121.904, 131.0264, 137.4626]",[110.640526 122.00604  132.28758  137.76434 ],5.793853282928467,0.009954690933227539,"[0.44635108140465557, 1]",6.389617919921875e-05,"[0.6264737844467163, 1.0]",0.008002042770385742
4,backward (CROWN),4,0.008,False,brightness,"[[109.388985, 121.486755, 130.27638, 136.94145], [114.00249, 124.75418, 136.05846, 141.0029]]","[114.00249, 124.75418, 136.05846, 141.0029]","[109.388985, 121.486755, 130.27638, 136.94145]",[110.640526 122.00604  132.28758  137.76434 ],6.418694734573364,0.010428905487060547,"[0.2990243252902997, 1]",7.128715515136719e-05,"[0.5153529047966003, 1.0]",0.008348941802978516
5,backward (CROWN),4,0.01,False,brightness,"[[108.49156, 120.97793, 129.22266, 136.31343], [115.91128, 125.686295, 138.16031, 142.05151]]","[115.91128, 125.686295, 138.16031, 142.05151]","[108.49156, 120.97793, 129.22266, 136.31343]",[110.640526 122.00604  132.28758  137.76434 ],7.156715154647827,0.010833978652954102,"[0.17149263233273368, 1]",7.176399230957031e-05,"[0.3897896707057953, 1.0]",0.008701324462890625
6,backward (CROWN),4,0.012,False,brightness,"[[106.884964, 120.23355, 127.61229, 135.41666], [118.15735, 126.70742, 140.59393, 143.1472]]","[118.15735, 126.70742, 140.59393, 143.1472]","[106.884964, 120.23355, 127.61229, 135.41666]",[110.640526 122.00604  132.28758  137.76434 ],7.669471979141235,0.01027989387512207,"[0.07985611735415817, 1]",7.104873657226562e-05,"[0.24139633774757385, 1.0]",0.008214712142944336
7,backward (CROWN),4,0.014,False,brightness,"[[104.277504, 119.43643, 125.32028, 134.41495], [120.819565, 128.09552, 143.50275, 144.5621]]","[120.819565, 128.09552, 143.50275, 144.5621]","[104.277504, 119.43643, 125.32028, 134.41495]",[110.640526 122.00604  132.28758  137.76434 ],8.55426287651062,0.010516881942749023,"[0.021908095943481153, 1]",6.914138793945312e-05,"[0.08337794989347458, 1.0]",0.008388757705688477
8,backward (CROWN),4,0.016,True,brightness,"[[99.97997, 118.47905, 121.018364, 133.18556], [124.49896, 130.03546, 147.46198, 146.49352]]","[124.49896, 130.03546, 147.46198, 146.49352]","[99.97997, 118.47905, 121.018364, 133.18556]",[110.640526 122.00604  132.28758  137.76434 ],9.350341796875,0.0015521049499511719,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),4,0.018000000000000002,True,brightness,"[[94.46522, 117.409454, 114.95535, 131.8037], [129.19344, 132.46977, 152.38579, 148.87163]]","[129.19344, 132.46977, 152.38579, 148.87163]","[94.46522, 117.409454, 114.95535, 131.8037]",[110.640526 122.00604  132.28758  137.76434 ],10.184080839157104,0.0014400482177734375,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),4,0.02,True,brightness,"[[87.99409, 116.1514, 107.85418, 130.20636], [135.09312, 135.26814, 158.6716, 151.59737]]","[135.09312, 135.26814, 158.6716, 151.59737]","[87.99409, 116.1514, 107.85418, 130.20636]",[110.640526 122.00604  132.28758  137.76434 ],11.608929634094238,0.001505136489868164,"[0, 1]",0.0,"[0, 1]",0.0
