,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),3,0.0,False,brightness,"[[73.42912, 112.7764, 97.11035, 132.65996], [73.42912, 112.7764, 97.11035, 132.65996]]","[73.42912, 112.7764, 97.11035, 132.65996]","[73.42912, 112.7764, 97.11035, 132.65996]",[ 73.30719 112.04834  96.94118 132.25377],0.3597078323364258,0.00955510139465332,"[0.9337424006124808, 0.9337424006124808]",6.103515625e-05,"[0.9337424039840698, 0.9337424]",0.0077059268951416016
1,backward (CROWN),3,0.002,False,brightness,"[[73.12709, 112.27809, 96.71342, 132.04002], [73.64012, 113.25696, 97.24752, 133.25429]]","[73.64012, 113.25696, 97.24752, 133.25429]","[73.12709, 112.27809, 96.71342, 132.04002]",[ 73.30719 112.04834  96.94118 132.25377],3.5817673206329346,0.009556293487548828,"[0.7878299167413746, 1]",6.198883056640625e-05,"[0.8731133341789246, 0.9886292]",0.007729768753051758
2,backward (CROWN),3,0.004,False,brightness,"[[72.32276, 111.658066, 95.79525, 131.27037], [74.289825, 113.937965, 97.93768, 134.0701]]","[74.289825, 113.937965, 97.93768, 134.0701]","[72.32276, 111.658066, 95.79525, 131.27037]",[ 73.30719 112.04834  96.94118 132.25377],4.470530033111572,0.010262012481689453,"[0.549055203613075, 1]",6.818771362304688e-05,"[0.7624706029891968, 1.0]",0.008175134658813477
3,backward (CROWN),3,0.006,False,brightness,"[[70.92374, 110.97509, 94.59289, 130.41873], [75.513145, 114.83234, 99.45241, 135.11743]]","[75.513145, 114.83234, 99.45241, 135.11743]","[70.92374, 110.97509, 94.59289, 130.41873]",[ 73.30719 112.04834  96.94118 132.25377],5.521059989929199,0.009518861770629883,"[0.3422541624268424, 1]",6.103515625e-05,"[0.6227490901947021, 1.0]",0.007651090621948242
4,backward (CROWN),3,0.008,False,brightness,"[[68.662704, 110.18081, 92.38488, 129.4325], [77.63771, 116.01207, 101.660225, 136.46448]]","[77.63771, 116.01207, 101.660225, 136.46448]","[68.662704, 110.18081, 92.38488, 129.4325]",[ 73.30719 112.04834  96.94118 132.25377],6.588197946548462,0.009768247604370117,"[0.17256104965883842, 1]",6.198883056640625e-05,"[0.4144478440284729, 1.0]",0.00791311264038086
5,backward (CROWN),3,0.01,False,brightness,"[[65.75129, 109.13996, 89.323875, 128.02904], [80.38516, 117.51995, 104.53089, 138.09424]]","[80.38516, 117.51995, 104.53089, 138.09424]","[65.75129, 109.13996, 89.323875, 128.02904]",[ 73.30719 112.04834  96.94118 132.25377],7.647427082061768,0.009650945663452148,"[0.06235773693116448, 1]",6.29425048828125e-05,"[0.19671384990215302, 1.0]",0.0077800750732421875
6,backward (CROWN),3,0.012,False,brightness,"[[61.85701, 107.93456, 85.1205, 126.32082], [84.51564, 119.65212, 108.946686, 140.2958]]","[84.51564, 119.65212, 108.946686, 140.2958]","[61.85701, 107.93456, 85.1205, 126.32082]",[ 73.30719 112.04834  96.94118 132.25377],8.593319177627563,0.009898900985717773,"[0.002019453694139746, 1]",6.508827209472656e-05,"[0.008446754887700081, 1.0]",0.007983207702636719
7,backward (CROWN),3,0.014,True,brightness,"[[56.817814, 106.4097, 79.59514, 124.07298], [89.99798, 122.53233, 114.978874, 143.15579]]","[89.99798, 122.53233, 114.978874, 143.15579]","[56.817814, 106.4097, 79.59514, 124.07298]",[ 73.30719 112.04834  96.94118 132.25377],9.440595149993896,0.0014519691467285156,"[0, 1]",0.0,"[0, 1]",0.0
8,backward (CROWN),3,0.016,True,brightness,"[[49.847122, 104.7047, 72.20365, 121.50626], [96.50447, 126.093895, 122.19029, 146.7808]]","[96.50447, 126.093895, 122.19029, 146.7808]","[49.847122, 104.7047, 72.20365, 121.50626]",[ 73.30719 112.04834  96.94118 132.25377],10.377530813217163,0.0016689300537109375,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),3,0.018000000000000002,True,brightness,"[[41.104477, 102.60296, 63.072563, 118.48907], [104.69741, 130.28178, 131.27126, 151.15105]]","[104.69741, 130.28178, 131.27126, 151.15105]","[41.104477, 102.60296, 63.072563, 118.48907]",[ 73.30719 112.04834  96.94118 132.25377],11.962871074676514,0.0014150142669677734,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),3,0.02,True,brightness,"[[29.893435, 99.81656, 50.893982, 114.86959], [115.4266, 135.66603, 142.91782, 157.15286]]","[115.4266, 135.66603, 142.91782, 157.15286]","[29.893435, 99.81656, 50.893982, 114.86959]",[ 73.30719 112.04834  96.94118 132.25377],12.48885989189148,0.001386880874633789,"[0, 1]",0.0,"[0, 1]",0.0
