,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),8,0.0,False,brightness,"[[118.94353, 129.8853, 145.06691, 146.09557], [118.94353, 129.8853, 145.06691, 146.09557]]","[118.94353, 129.8853, 145.06691, 146.09557]","[118.94353, 129.8853, 145.06691, 146.09557]",[118.27451 128.96677 144.52287 144.91843],0.35884523391723633,0.009368896484375,"[0.84027247164899, 0.84027247164899]",6.079673767089844e-05,"[0.8402724862098694, 0.8402725]",0.007586240768432617
1,backward (CROWN),8,0.002,False,brightness,"[[118.535995, 129.39365, 144.50826, 145.52454], [119.38525, 130.38371, 145.65347, 146.6687]]","[119.38525, 130.38371, 145.65347, 146.6687]","[118.535995, 129.39365, 144.50826, 145.52454]",[118.27451 128.96677 144.52287 144.91843],3.4504568576812744,0.011004209518432617,"[0.6995251815485753, 1]",7.295608520507812e-05,"[0.7594205141067505, 0.9286112]",0.008892059326171875
2,backward (CROWN),8,0.004,False,brightness,"[[118.053734, 128.87329, 143.86946, 144.92044], [120.12402, 130.93611, 146.55598, 147.30269]]","[120.12402, 130.93611, 146.55598, 147.30269]","[118.053734, 128.87329, 143.86946, 144.92044]",[118.27451 128.96677 144.52287 144.91843],4.440355062484741,0.00996708869934082,"[0.542538491060276, 1]",6.67572021484375e-05,"[0.668725311756134, 0.99987376]",0.007977962493896484
3,backward (CROWN),8,0.006,False,brightness,"[[117.46512, 128.3206, 143.11725, 144.27905], [121.21633, 131.57175, 147.83478, 148.02797]]","[121.21633, 131.57175, 147.83478, 148.02797]","[117.46512, 128.3206, 143.11725, 144.27905]",[118.27451 128.96677 144.52287 144.91843],5.728345155715942,0.010303974151611328,"[0.37663846645008503, 1]",6.818771362304688e-05,"[0.5700510740280151, 1.0]",0.008163690567016602
4,backward (CROWN),8,0.008,False,brightness,"[[116.74291, 127.721504, 142.22333, 143.58537], [122.80512, 132.38373, 149.61757, 148.94055]]","[122.80512, 132.38373, 149.61757, 148.94055]","[116.74291, 127.721504, 142.22333, 143.58537]",[118.27451 128.96677 144.52287 144.91843],6.648888111114502,0.010567903518676758,"[0.24201826794112152, 1]",7.128715515136719e-05,"[0.4610798954963684, 1.0]",0.008485794067382812
5,backward (CROWN),8,0.01,False,brightness,"[[115.71636, 127.02616, 141.01805, 142.77586], [124.7923, 133.49512, 151.79935, 150.1493]]","[124.7923, 133.49512, 151.79935, 150.1493]","[115.71636, 127.02616, 141.01805, 142.77586]",[118.27451 128.96677 144.52287 144.91843],7.48894476890564,0.011157035827636719,"[0.13659068555344428, 1]",7.390975952148438e-05,"[0.3504735231399536, 1.0]",0.00902414321899414
6,backward (CROWN),8,0.012,False,brightness,"[[114.25576, 126.21945, 139.34816, 141.83249], [126.95329, 134.79358, 154.20139, 151.52626]]","[126.95329, 134.79358, 154.20139, 151.52626]","[114.25576, 126.21945, 139.34816, 141.83249]",[118.27451 128.96677 144.52287 144.91843],7.991106986999512,0.010144710540771484,"[0.06499499935025199, 1]",6.508827209472656e-05,"[0.20837190747261047, 1.0]",0.007934808731079102
7,backward (CROWN),8,0.014,False,brightness,"[[112.11815, 125.256386, 136.93703, 140.68692], [129.86647, 136.32785, 157.49243, 153.12863]]","[129.86647, 136.32785, 157.49243, 153.12863]","[112.11815, 125.256386, 136.93703, 140.68692]",[118.27451 128.96677 144.52287 144.91843],8.799670934677124,0.010408163070678711,"[0.018650408930043362, 1]",6.222724914550781e-05,"[0.07361043244600296, 1.0]",0.008519172668457031
8,backward (CROWN),8,0.016,True,brightness,"[[108.635086, 124.186676, 133.03233, 139.36687], [133.57996, 138.39677, 161.61145, 155.21254]]","[133.57996, 138.39677, 161.61145, 155.21254]","[108.635086, 124.186676, 133.03233, 139.36687]",[118.27451 128.96677 144.52287 144.91843],10.05626106262207,0.0015320777893066406,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),8,0.018000000000000002,True,brightness,"[[103.99452, 122.2799, 127.88613, 137.35715], [138.77512, 141.02016, 167.28987, 157.78546]]","[138.77512, 141.02016, 167.28987, 157.78546]","[103.99452, 122.2799, 127.88613, 137.35715]",[118.27451 128.96677 144.52287 144.91843],10.622117280960083,0.0014071464538574219,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),8,0.02,True,brightness,"[[97.29378, 120.85432, 121.868256, 135.65884], [144.26205, 144.14973, 173.27075, 160.82388]]","[144.26205, 144.14973, 173.27075, 160.82388]","[97.29378, 120.85432, 121.868256, 135.65884]",[118.27451 128.96677 144.52287 144.91843],13.14457106590271,0.0013680458068847656,"[0, 1]",0.0,"[0, 1]",0.0
