,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),2,0.0,False,brightness,"[[65.2478, 91.63695, 90.06029, 112.29341], [65.2478, 91.63695, 90.06029, 112.29341]]","[65.2478, 91.63695, 90.06029, 112.29341]","[65.2478, 91.63695, 90.06029, 112.29341]",[ 64.732025  91.16616   89.51634  111.75831 ],0.3565387725830078,0.00968170166015625,"[0.9134497259389366, 0.9134497259389366]",6.079673767089844e-05,"[0.9134497046470642, 0.9134497]",0.007832050323486328
1,backward (CROWN),2,0.002,False,brightness,"[[65.20316, 91.48068, 89.91921, 112.07859], [65.29095, 91.79476, 90.203514, 112.50913]]","[65.29095, 91.79476, 90.203514, 112.50913]","[65.20316, 91.48068, 89.91921, 112.07859]",[ 64.732025  91.16616   89.51634  111.75831 ],3.1930391788482666,0.010600090026855469,"[0.8754085675418974, 0.9537811018117928]",6.818771362304688e-05,"[0.891005277633667, 0.93649113]",0.008473873138427734
2,backward (CROWN),2,0.004,False,brightness,"[[65.11902, 91.30076, 89.73791, 111.8321], [65.38877, 91.982895, 90.389626, 112.76133]]","[65.38877, 91.982895, 90.389626, 112.76133]","[65.11902, 91.30076, 89.73791, 111.8321]",[ 64.732025  91.16616   89.51634  111.75831 ],4.034341812133789,0.01073598861694336,"[0.8290011953553361, 1]",6.914138793945312e-05,"[0.8632631897926331, 0.96593416]",0.00857400894165039
3,backward (CROWN),2,0.006,False,brightness,"[[64.98441, 91.09435, 89.510506, 111.55187], [65.52535, 92.229065, 90.67158, 113.086]]","[65.52535, 92.229065, 90.67158, 113.086]","[64.98441, 91.09435, 89.510506, 111.55187]",[ 64.732025  91.16616   89.51634  111.75831 ],5.372294902801514,0.010718107223510742,"[0.7575298199926336, 1]",7.390975952148438e-05,"[0.8273317217826843, 0.98981667]",0.008616924285888672
4,backward (CROWN),2,0.008,False,brightness,"[[64.727455, 90.856125, 89.22894, 111.230385], [65.80309, 92.607315, 91.24672, 113.575]]","[65.80309, 92.607315, 91.24672, 113.575]","[64.727455, 90.856125, 89.22894, 111.230385]",[ 64.732025  91.16616   89.51634  111.75831 ],6.81287693977356,0.009555816650390625,"[0.6447951653154395, 1]",6.031990051269531e-05,"[0.7700760364532471, 1.0]",0.00772404670715332
5,backward (CROWN),2,0.01,False,brightness,"[[64.29481, 90.57147, 88.87727, 110.835236], [66.51157, 93.141975, 92.24439, 114.23789]]","[66.51157, 93.141975, 92.24439, 114.23789]","[64.29481, 90.57147, 88.87727, 110.835236]",[ 64.732025  91.16616   89.51634  111.75831 ],7.692349910736084,0.011144876480102539,"[0.5098811063334774, 1]",7.414817810058594e-05,"[0.6852720975875854, 1.0]",0.008972644805908203
6,backward (CROWN),2,0.012,False,brightness,"[[63.596603, 90.21191, 88.36537, 110.337654], [67.56821, 93.815, 93.61268, 115.01717]]","[67.56821, 93.815, 93.61268, 115.01717]","[63.596603, 90.21191, 88.36537, 110.337654]",[ 64.732025  91.16616   89.51634  111.75831 ],7.713859796524048,0.00958704948425293,"[0.3770725984273697, 1]",6.103515625e-05,"[0.5889021158218384, 1.0]",0.007766008377075195
7,backward (CROWN),2,0.014,False,brightness,"[[62.8211, 89.761635, 87.6692, 109.6941], [69.40519, 94.82155, 95.69548, 116.181465]]","[69.40519, 94.82155, 95.69548, 116.181465]","[62.8211, 89.761635, 87.6692, 109.6941]",[ 64.732025  91.16616   89.51634  111.75831 ],8.463851928710938,0.009948968887329102,"[0.2453181776088337, 1]",6.508827209472656e-05,"[0.46576839685440063, 1.0]",0.00798797607421875
8,backward (CROWN),2,0.016,False,brightness,"[[61.76513, 89.212425, 86.74654, 108.88365], [72.45208, 96.205795, 98.93272, 117.755325]]","[72.45208, 96.205795, 98.93272, 117.755325]","[61.76513, 89.212425, 86.74654, 108.88365]",[ 64.732025  91.16616   89.51634  111.75831 ],9.147064924240112,0.010740041732788086,"[0.1303753692161263, 1]",7.104873657226562e-05,"[0.3253888487815857, 1.0]",0.008625030517578125
9,backward (CROWN),2,0.018000000000000002,False,brightness,"[[60.357132, 88.54357, 85.57606, 107.87815], [76.55069, 97.96759, 103.22677, 119.70594]]","[76.55069, 97.96759, 103.22677, 119.70594]","[60.357132, 88.54357, 85.57606, 107.87815]",[ 64.732025  91.16616   89.51634  111.75831 ],9.916337966918945,0.011114835739135742,"[0.05091339838569983, 1]",7.295608520507812e-05,"[0.17526070773601532, 1.0]",0.008929014205932617
10,backward (CROWN),2,0.02,False,brightness,"[[58.259987, 87.783745, 83.99629, 106.664536], [81.473465, 100.209274, 108.551575, 122.10954]]","[81.473465, 100.209274, 108.551575, 122.10954]","[58.259987, 87.783745, 83.99629, 106.664536]",[ 64.732025  91.16616   89.51634  111.75831 ],10.832265853881836,0.00988006591796875,"[0.007334573546132956, 1]",6.079673767089844e-05,"[0.031909700483083725, 1.0]",0.008033990859985352
