,method,image_id,eps,fake_iou,perturbation,bounds_clip,ub_box,lb_box,gt,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,backward (CROWN),10,0.0,False,brightness,"[[106.57392, 93.733055, 127.17223, 111.32666], [106.57392, 93.733055, 127.17223, 111.32666]]","[106.57392, 93.733055, 127.17223, 111.32666]","[106.57392, 93.733055, 127.17223, 111.32666]",[106.77124   93.389725 127.581696 110.98489 ],0.4872419834136963,0.01273965835571289,"[0.9345400209226888, 0.9345400209226888]",7.915496826171875e-05,"[0.9345400333404541, 0.93454003]",0.010361909866333008
1,backward (CROWN),10,0.002,False,brightness,"[[105.42888, 93.238365, 126.029236, 110.756836], [107.31602, 94.2609, 127.801994, 111.9032]]","[107.31602, 94.2609, 127.801994, 111.9032]","[105.42888, 93.238365, 126.029236, 110.756836]",[106.77124   93.389725 127.581696 110.98489 ],5.24860692024231,0.012694120407104492,"[0.6497932655258991, 1]",8.392333984375e-05,"[0.7902979850769043, 1.0]",0.010294198989868164
2,backward (CROWN),10,0.004,False,brightness,"[[103.19481, 92.52995, 123.65447, 109.87259], [109.45895, 95.33263, 129.94888, 113.103134]]","[109.45895, 95.33263, 129.94888, 113.103134]","[103.19481, 92.52995, 123.65447, 109.87259]",[106.77124   93.389725 127.581696 110.98489 ],7.341894865036011,0.013569116592407227,"[0.29063495413925033, 1]",0.00017404556274414062,"[0.5607613921165466, 1.0]",0.010066032409667969
3,backward (CROWN),10,0.006,False,brightness,"[[99.79618, 91.574585, 119.94498, 108.60779], [112.84965, 96.90222, 133.52501, 114.84691]]","[112.84965, 96.90222, 133.52501, 114.84691]","[99.79618, 91.574585, 119.94498, 108.60779]",[106.77124   93.389725 127.581696 110.98489 ],8.69843602180481,0.011571884155273438,"[0.0777625694866531, 1]",7.295608520507812e-05,"[0.22682449221611023, 1.0]",0.00939178466796875
4,backward (CROWN),10,0.008,True,brightness,"[[94.90899, 90.12833, 114.57048, 106.73551], [117.78056, 99.02399, 138.76419, 117.239204]]","[117.78056, 99.02399, 138.76419, 117.239204]","[94.90899, 90.12833, 114.57048, 106.73551]",[106.77124   93.389725 127.581696 110.98489 ],10.013560056686401,0.001722097396850586,"[0, 1]",0.0,"[0, 1]",0.0
5,backward (CROWN),10,0.01,True,brightness,"[[88.526115, 88.10225, 107.2391, 104.18098], [124.79207, 101.95452, 146.45872, 120.43409]]","[124.79207, 101.95452, 146.45872, 120.43409]","[88.526115, 88.10225, 107.2391, 104.18098]",[106.77124   93.389725 127.581696 110.98489 ],11.498589038848877,0.001638174057006836,"[0, 1]",0.0,"[0, 1]",0.0
6,backward (CROWN),10,0.012,True,brightness,"[[80.07626, 85.326866, 97.73515, 100.678894], [134.34726, 105.82075, 156.93019, 124.564644]]","[134.34726, 105.82075, 156.93019, 124.564644]","[80.07626, 85.326866, 97.73515, 100.678894]",[106.77124   93.389725 127.581696 110.98489 ],13.20856761932373,0.0016300678253173828,"[0, 1]",0.0,"[0, 1]",0.0
7,backward (CROWN),10,0.014,True,brightness,"[[69.526924, 81.49727, 85.521255, 96.21314], [147.8361, 110.91652, 171.61717, 130.13914]]","[147.8361, 110.91652, 171.61717, 130.13914]","[69.526924, 81.49727, 85.521255, 96.21314]",[106.77124   93.389725 127.581696 110.98489 ],13.34169602394104,0.001422882080078125,"[0, 1]",0.0,"[0, 1]",0.0
8,backward (CROWN),10,0.016,True,brightness,"[[56.96968, 76.48278, 70.86342, 90.69186], [165.42119, 117.27136, 190.56276, 137.17198]]","[165.42119, 117.27136, 190.56276, 137.17198]","[56.96968, 76.48278, 70.86342, 90.69186]",[106.77124   93.389725 127.581696 110.98489 ],13.975169897079468,0.0014274120330810547,"[0, 1]",0.0,"[0, 1]",0.0
9,backward (CROWN),10,0.018000000000000002,True,brightness,"[[38.88786, 68.724396, 50.372124, 82.52558], [188.28384, 126.70099, 215.87926, 146.91432]]","[188.28384, 126.70099, 215.87926, 146.91432]","[38.88786, 68.724396, 50.372124, 82.52558]",[106.77124   93.389725 127.581696 110.98489 ],16.483487844467163,0.0015878677368164062,"[0, 1]",0.0,"[0, 1]",0.0
10,backward (CROWN),10,0.02,True,brightness,"[[27.116941, 59.560387, 43.848278, 74.32651], [215.66902, 138.85696, 246.65404, 159.90805]]","[215.66902, 138.85696, 246.65404, 159.90805]","[27.116941, 59.560387, 43.848278, 74.32651]",[106.77124   93.389725 127.581696 110.98489 ],19.36679482460022,0.0015730857849121094,"[0, 1]",0.0,"[0, 1]",0.0
