,method,image_id,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,9,0.0,0.0,True,whitenoise,"[[218.4302, 110.67841, 256, 128.23329], [218.4302, 110.67841, 256, 128.23329]]",0.20137977600097656,0.010653257369995117,"[0, 1]",0.0,"[0, 1]",0.0
1,IBP,9,2.2222222222222223e-05,0.0001,False,whitenoise,"[[216.01826, 108.87434, 255.14883, 126.30795], [220.84148, 112.483864, 256, 130.16013]]",0.19803595542907715,0.010516881942749023,"[0.4385273846867828, 1]",8.702278137207031e-05,"[0.6147158145904541, 0.9556137558963398]",0.008335113525390625
2,IBP,9,4.4444444444444447e-05,0.0002,False,whitenoise,"[[213.60812, 107.07248, 252.34953, 124.384834], [223.25272, 114.29028, 256, 132.08781]]",0.21911191940307617,0.01148223876953125,"[0.1996115740524514, 1]",8.893013000488281e-05,"[0.41678476333618164, 0.9556137558963398]",0.009246110916137695
3,IBP,9,6.666666666666667e-05,0.00030000000000000003,False,whitenoise,"[[211.24095, 105.33494, 249.55525, 122.514885], [225.66243, 116.09588, 256, 134.01459]]",0.22243404388427734,0.00974893569946289,"[0.08357792274791685, 1]",7.677078247070312e-05,"[0.21762792766094208, 0.9556137558963398]",0.007740020751953125
4,IBP,9,8.888888888888889e-05,0.0004,False,whitenoise,"[[208.85954, 103.59791, 246.7064, 120.64361], [228.09541, 117.94186, 256, 135.9759]]",0.2177579402923584,0.010324954986572266,"[0.02305724966349244, 1]",7.486343383789062e-05,"[0.07135005295276642, 0.9556137558963398]",0.008249998092651367
5,IBP,9,0.00011111111111111112,0.0005,True,whitenoise,"[[206.451, 101.847176, 243.76782, 118.75947], [230.56383, 119.84478, 256, 138.00685]]",0.2519381046295166,0.0017809867858886719,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,9,0.00013333333333333334,0.0006000000000000001,True,whitenoise,"[[204.04108, 100.075294, 240.79814, 116.83527], [233.0651, 121.75274, 256, 140.07724]]",0.22342610359191895,0.0016949176788330078,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,9,0.00015555555555555556,0.0007,True,whitenoise,"[[201.62709, 98.295685, 237.82329, 114.89777], [235.5753, 123.66397, 256, 142.15102]]",0.2063150405883789,0.0016982555389404297,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,9,0.00017777777777777779,0.0008,True,whitenoise,"[[199.21445, 96.51934, 234.83734, 112.96362], [238.09177, 125.58509, 256, 144.22556]]",0.19257712364196777,0.0014400482177734375,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,9,0.0002,0.0009000000000000001,True,whitenoise,"[[196.7607, 94.63021, 231.79808, 111.01363], [240.69173, 127.58704, 256, 146.34668]]",0.19863510131835938,0.0016808509826660156,"[0, 1]",0.0,"[0, 1]",0.0
