,method,image_id,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,1,0.0,0.0,False,whitenoise,"[[155.17883, 102.81147, 180.29, 121.74534], [155.17883, 102.81147, 180.29, 121.74534]]",0.5820968151092529,0.009420156478881836,"[0.904610789086799, 0.904610789086799]",6.103515625e-05,"[0.904610812664032, 0.9046108]",0.007616758346557617
1,IBP,1,0.0,0.0,False,brightness,"[[155.17883, 102.81147, 180.29, 121.74534], [155.17883, 102.81147, 180.29, 121.74534]]",0.5820968151092529,0.01833200454711914,"[0.904610789086799, 0.904610789086799]",5.507469177246094e-05,"[0.904610812664032, 0.9046108]",0.007436037063598633
2,IBP,1,0.0,0.0,False,contrast,"[[155.17883, 102.81147, 180.29, 121.74534], [155.17883, 102.81147, 180.29, 121.74534]]",0.5820968151092529,0.027266979217529297,"[0.904610789086799, 0.904610789086799]",5.6743621826171875e-05,"[0.904610812664032, 0.9046108]",0.007458209991455078
3,IBP,1,2e-05,0.01,False,whitenoise,"[[152.0579, 100.630035, 177.1134, 119.25911], [158.3462, 105.1035, 183.31412, 124.30527]]",0.6053628921508789,0.009678125381469727,"[0.27864639149465537, 1]",6.198883056640625e-05,"[0.5482701659202576, 1.0]",0.007864713668823242
4,IBP,1,2e-05,0.01,False,brightness,"[[152.0579, 100.630035, 177.1134, 119.25911], [158.3462, 105.1035, 183.31412, 124.30527]]",0.6053628921508789,0.01881098747253418,"[0.27864639149465537, 1]",5.6743621826171875e-05,"[0.5482701659202576, 1.0]",0.0076291561126708984
5,IBP,1,2e-05,0.01,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6053628921508789,0.0199129581451416,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,1,4e-05,0.02,False,whitenoise,"[[148.92029, 98.28157, 173.91805, 116.708595], [161.56589, 107.420425, 186.62706, 126.88416]]",0.5733668804168701,0.009479045867919922,"[0.07951580807630869, 1]",6.318092346191406e-05,"[0.23948675394058228, 1.0]",0.007666110992431641
7,IBP,1,4e-05,0.02,False,brightness,"[[148.92029, 98.28157, 173.91805, 116.708595], [161.56589, 107.420425, 186.62706, 126.88416]]",0.5733668804168701,0.018421173095703125,"[0.07951580807630869, 1]",5.7697296142578125e-05,"[0.23948675394058228, 1.0]",0.007456064224243164
8,IBP,1,4e-05,0.02,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5733668804168701,0.019511938095092773,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,1,6.000000000000001e-05,0.03,False,whitenoise,"[[145.77875, 95.83433, 170.71887, 114.12512], [164.81473, 109.74093, 190.11066, 129.467]]",0.589440107345581,0.009368181228637695,"[0.013314070134683905, 1]",6.198883056640625e-05,"[0.054032519459724426, 1.0]",0.007575035095214844
10,IBP,1,6.000000000000001e-05,0.03,False,brightness,"[[145.77875, 95.83433, 170.71887, 114.12512], [164.81473, 109.74093, 190.11066, 129.467]]",0.589440107345581,0.0182647705078125,"[0.013314070134683905, 1]",5.6743621826171875e-05,"[0.054032519459724426, 1.0]",0.007426023483276367
11,IBP,1,6.000000000000001e-05,0.03,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.589440107345581,0.01938009262084961,"[0, 1]",0.0,"[0, 1]",0.0
12,IBP,1,8e-05,0.04,True,whitenoise,"[[142.6308, 93.382675, 167.51329, 111.53704], [168.07217, 112.06778, 193.60344, 132.05692]]",0.5926477909088135,0.0013806819915771484,"[0, 1]",0.0,"[0, 1]",0.0
13,IBP,1,8e-05,0.04,True,brightness,"[[142.6308, 93.382675, 167.51329, 111.53704], [168.07217, 112.06778, 193.60344, 132.05692]]",0.5926477909088135,0.0024318695068359375,"[0, 1]",0.0,"[0, 1]",0.0
14,IBP,1,8e-05,0.04,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5926477909088135,0.0035228729248046875,"[0, 1]",0.0,"[0, 1]",0.0
15,IBP,1,0.0001,0.05,True,whitenoise,"[[139.48282, 90.93227, 164.30763, 108.95021], [171.33102, 114.396774, 197.09755, 134.6492]]",0.5823891162872314,0.0013649463653564453,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP,1,0.0001,0.05,True,brightness,"[[139.48282, 90.93227, 164.30763, 108.95021], [171.33102, 114.396774, 197.09755, 134.6492]]",0.5823891162872314,0.0025670528411865234,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP,1,0.0001,0.05,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.5823891162872314,0.0036821365356445312,"[0, 1]",0.0,"[0, 1]",0.0
18,IBP,1,0.00012000000000000002,0.06,True,whitenoise,"[[136.3346, 88.4821, 161.10197, 106.363686], [174.59256, 116.72836, 200.59468, 137.2443]]",0.6104691028594971,0.0014460086822509766,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP,1,0.00012000000000000002,0.06,True,brightness,"[[136.3346, 88.4821, 161.10197, 106.363686], [174.59256, 116.72836, 200.59468, 137.2443]]",0.6104691028594971,0.0025920867919921875,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP,1,0.00012000000000000002,0.06,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6104691028594971,0.0037031173706054688,"[0, 1]",0.0,"[0, 1]",0.0
