,method,image_id,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,3,0.0,0.0,False,whitenoise,"[[73.42907, 112.77632, 97.110405, 132.65988], [73.42907, 112.77632, 97.110405, 132.65988]]",0.27205920219421387,0.012536287307739258,"[0.9337495237542334, 0.9337495237542334]",8.511543273925781e-05,"[0.9337494969367981, 0.9337495]",0.010003805160522461
1,IBP,3,2.2222222222222223e-05,0.0001,False,whitenoise,"[[70.1616, 110.343185, 93.73444, 130.03775], [76.69451, 115.21034, 100.48591, 135.28271]]",0.22176790237426758,0.010940790176391602,"[0.25751190889057196, 1]",7.390975952148438e-05,"[0.5290881395339966, 1.0]",0.008800983428955078
2,IBP,3,4.4444444444444447e-05,0.0002,False,whitenoise,"[[66.82942, 107.86863, 90.32925, 127.372116], [79.984146, 117.69692, 103.92194, 137.951]]",0.23448967933654785,0.012775897979736328,"[0.06702773501971322, 1]",9.179115295410156e-05,"[0.20959903299808502, 1.0]",0.010139942169189453
3,IBP,3,6.666666666666667e-05,0.00030000000000000003,False,whitenoise,"[[63.518253, 105.41259, 86.93709, 124.66963], [83.33954, 120.21432, 107.37369, 140.69539]]",0.25761890411376953,0.012360811233520508,"[0.00797880548319809, 1]",7.987022399902344e-05,"[0.033564493060112, 1.0]",0.010027885437011719
4,IBP,3,8.888888888888889e-05,0.0004,True,whitenoise,"[[60.24824, 102.98881, 83.620995, 121.92728], [86.72823, 122.76179, 110.84469, 143.35556]]",0.2792026996612549,0.002001047134399414,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,3,0.00011111111111111112,0.0005,True,whitenoise,"[[56.97812, 100.567154, 80.30509, 119.1872], [90.11664, 125.31111, 114.315636, 146.01764]]",0.21193909645080566,0.0014100074768066406,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,3,0.00013333333333333334,0.0006000000000000001,True,whitenoise,"[[53.653008, 98.11905, 76.928444, 116.39496], [93.55791, 127.93623, 117.835075, 148.74158]]",0.21897578239440918,0.0018110275268554688,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,3,0.00015555555555555556,0.0007,True,whitenoise,"[[50.306637, 95.66082, 73.52926, 113.58595], [97.01833, 130.58644, 121.3729, 151.48756]]",0.24121785163879395,0.0017383098602294922,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,3,0.00017777777777777779,0.0008,True,whitenoise,"[[46.9397, 93.1893, 70.10955, 110.76157], [100.50151, 133.25517, 124.93395, 154.25249]]",0.24423623085021973,0.0018129348754882812,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,3,0.0002,0.0009000000000000001,True,whitenoise,"[[43.526817, 90.68866, 66.64525, 107.88365], [104.0365, 135.9785, 128.5503, 157.05754]]",0.2125568389892578,0.0016782283782958984,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP+backward (CROWN-IBP),3,0.0,0.0,False,whitenoise,"[[73.42912, 112.7764, 97.11035, 132.65996], [73.42912, 112.7764, 97.11035, 132.65996]]",0.4268670082092285,0.01353001594543457,"[0.9337424006124808, 0.9337424006124808]",8.606910705566406e-05,"[0.9337424039840698, 0.9337424]",0.010969161987304688
11,IBP+backward (CROWN-IBP),3,2.2222222222222223e-05,0.0001,False,whitenoise,"[[73.30197, 112.728745, 96.97924, 132.60425], [73.55536, 112.82438, 97.24147, 132.71582]]",0.4634697437286377,0.010329246520996094,"[0.9057675804968607, 0.9625620780894064]",6.890296936035156e-05,"[0.9191982746124268, 0.9483729]",0.008230924606323242
12,IBP+backward (CROWN-IBP),3,4.4444444444444447e-05,0.0002,False,whitenoise,"[[73.15245, 112.6805, 96.84538, 132.54727], [73.68377, 112.878555, 97.3909, 132.774]]",0.38518404960632324,0.00987696647644043,"[0.8700141497779675, 0.9831985175124357]",6.890296936035156e-05,"[0.903798520565033, 0.9548435]",0.007838964462280273
13,IBP+backward (CROWN-IBP),3,6.666666666666667e-05,0.00030000000000000003,False,whitenoise,"[[72.998116, 112.63174, 96.68962, 132.43477], [73.85883, 112.95798, 97.5751, 132.90717]]",0.3519420623779297,0.009659767150878906,"[0.822965542923235, 1]",6.29425048828125e-05,"[0.8815053701400757, 0.9625046]",0.00780797004699707
14,IBP+backward (CROWN-IBP),3,8.888888888888889e-05,0.0004,False,whitenoise,"[[72.83951, 112.58215, 96.5258, 132.24094], [74.07402, 113.069305, 97.81248, 133.05948]]",0.35205507278442383,0.009572744369506836,"[0.7707338944207106, 1]",6.29425048828125e-05,"[0.8545271158218384, 0.97358066]",0.007720947265625
15,IBP+backward (CROWN-IBP),3,0.00011111111111111112,0.0005,False,whitenoise,"[[72.676765, 112.53213, 96.358025, 132.0463], [74.29328, 113.18307, 98.05404, 133.2148]]",0.3487582206726074,0.010628223419189453,"[0.7100267633579392, 1]",7.295608520507812e-05,"[0.8280623555183411, 0.9760565]",0.008497953414916992
16,IBP+backward (CROWN-IBP),3,0.00013333333333333334,0.0006000000000000001,False,whitenoise,"[[72.50402, 112.48142, 96.175476, 131.84877], [74.52083, 113.32355, 98.30361, 133.3788]]",0.42279791831970215,0.014099836349487305,"[0.6517354401279403, 1]",9.799003601074219e-05,"[0.8006721138954163, 0.978566]",0.011320829391479492
17,IBP+backward (CROWN-IBP),3,0.00015555555555555556,0.0007,False,whitenoise,"[[72.32532, 112.42998, 95.985794, 131.64966], [74.75299, 113.47292, 98.55789, 133.54747]]",0.3586897850036621,0.010591983795166016,"[0.597844087760955, 1]",7.104873657226562e-05,"[0.773560643196106, 0.9811122]",0.008555889129638672
18,IBP+backward (CROWN-IBP),3,0.00017777777777777779,0.0008,False,whitenoise,"[[72.14008, 112.37779, 95.78969, 131.44882], [74.993, 113.62562, 98.820206, 133.71983]]",0.32462120056152344,0.009470939636230469,"[0.5480925278890327, 1]",6.413459777832031e-05,"[0.7468063235282898, 0.9836948]",0.00761103630065918
19,IBP+backward (CROWN-IBP),3,0.0002,0.0009000000000000001,False,whitenoise,"[[71.94725, 112.324615, 95.58552, 131.23688], [75.2446, 113.79245, 99.09597, 133.89816]]",0.34001708030700684,0.010532855987548828,"[0.5009020950317051, 1]",7.295608520507812e-05,"[0.7197149395942688, 0.9863267]",0.008396148681640625
20,backward (CROWN),3,0.0,0.0,False,whitenoise,"[[73.42912, 112.7764, 97.11035, 132.65996], [73.42912, 112.7764, 97.11035, 132.65996]]",0.3966517448425293,0.010046005249023438,"[0.9337424006124808, 0.9337424006124808]",6.580352783203125e-05,"[0.9337424039840698, 0.9337424]",0.0080108642578125
21,backward (CROWN),3,2.2222222222222223e-05,0.0001,False,whitenoise,"[[73.303635, 112.728836, 96.98041, 132.60439], [73.55461, 112.8239, 97.240364, 132.71542]]",0.5007858276367188,0.011950969696044922,"[0.9059865879751289, 0.9624481965624985]",7.605552673339844e-05,"[0.9193078875541687, 0.94831693]",0.009547710418701172
22,backward (CROWN),3,4.4444444444444447e-05,0.0002,False,whitenoise,"[[73.17805, 112.68128, 96.85031, 132.54881], [73.68035, 112.87166, 97.37064, 132.77107]]",0.45725417137145996,0.011760234832763672,"[0.8728929148505549, 0.9823692256342871]",7.700920104980469e-05,"[0.9051020741462708, 0.9547333]",0.009401082992553711
23,backward (CROWN),3,6.666666666666667e-05,0.00030000000000000003,False,whitenoise,"[[73.05231, 112.63365, 96.72009, 132.49321], [73.806274, 112.91937, 97.50109, 132.8267]]",0.7279841899871826,0.012475967407226562,"[0.8387355573142552, 1]",7.915496826171875e-05,"[0.891148030757904, 0.9596597]",0.010154008865356445
24,backward (CROWN),3,8.888888888888889e-05,0.0004,False,whitenoise,"[[72.9263, 112.585846, 96.5896, 132.43745], [73.93253, 112.967285, 97.631874, 132.88275]]",0.6911962032318115,0.012547969818115234,"[0.8062175501231161, 1]",8.20159912109375e-05,"[0.8773996829986572, 0.96462864]",0.010155916213989258
25,backward (CROWN),3,0.00011111111111111112,0.0005,False,whitenoise,"[[72.800026, 112.53804, 96.45882, 132.38158], [74.05909, 113.01533, 97.76302, 132.93886]]",0.7318410873413086,0.009985923767089844,"[0.775253187393039, 1]",6.604194641113281e-05,"[0.8638706207275391, 0.9696306]",0.008009910583496094
26,backward (CROWN),3,0.00013333333333333334,0.0006000000000000001,False,whitenoise,"[[72.67325, 112.4901, 96.32758, 132.32559], [74.18589, 113.063484, 97.894485, 132.99521]]",0.7088649272918701,0.009574174880981445,"[0.7457178784513011, 1]",6.222724914550781e-05,"[0.8505531549453735, 0.97467214]",0.007716655731201172
27,backward (CROWN),3,0.00015555555555555556,0.0007,False,whitenoise,"[[72.546074, 112.4421, 96.196, 132.26955], [74.312996, 113.11189, 98.02617, 133.05188]]",0.7709412574768066,0.011631011962890625,"[0.7175185251167504, 1]",7.605552673339844e-05,"[0.8374347686767578, 0.9797471]",0.00939488410949707
28,backward (CROWN),3,0.00017777777777777779,0.0008,False,whitenoise,"[[72.418495, 112.394104, 96.064, 132.21333], [74.44043, 113.160576, 98.15826, 133.10861]]",0.9423487186431885,0.011738061904907227,"[0.6881012710359488, 1]",7.677078247070312e-05,"[0.8245137333869934, 0.9828875]",0.009469270706176758
29,backward (CROWN),3,0.0002,0.0009000000000000001,False,whitenoise,"[[72.29056, 112.34596, 95.93167, 132.15706], [74.56822, 113.20923, 98.29078, 133.16547]]",1.0055830478668213,0.012317895889282227,"[0.6592091235130487, 1]",8.20159912109375e-05,"[0.8117943406105042, 0.9852702]",0.009884119033813477
