,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,2,0.0,False,whitenoise,"[[65.24769, 91.63693, 90.06032, 112.29337], [65.24769, 91.63693, 90.06032, 112.29337]]",0.7815728187561035,0.014217853546142578,"[0.9134552710145094, 0.9134552710145094]",8.702278137207031e-05,"[0.9134552478790283, 0.91345525]",0.011707782745361328
1,IBP,2,0.0,False,brightness,"[[65.24769, 91.63693, 90.06032, 112.29337], [65.24769, 91.63693, 90.06032, 112.29337]]",0.7815728187561035,0.027994871139526367,"[0.9134552710145094, 0.9134552710145094]",8.296966552734375e-05,"[0.9134552478790283, 0.91345525]",0.01162409782409668
2,IBP,2,0.0,False,contrast,"[[65.24769, 91.63693, 90.06032, 112.29337], [65.24769, 91.63693, 90.06032, 112.29337]]",0.7815728187561035,0.04139113426208496,"[0.9134552710145094, 0.9134552710145094]",8.416175842285156e-05,"[0.9134552478790283, 0.91345525]",0.011218070983886719
3,IBP,2,0.00022222222222222223,True,whitenoise,"[[45.001656, 74.90602, 70.357, 93.934044], [87.97955, 109.48155, 112.970955, 129.92686]]",0.7532620429992676,0.0018830299377441406,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,2,0.00022222222222222223,True,brightness,"[[45.001656, 74.90602, 70.357, 93.934044], [87.97955, 109.48155, 112.970955, 129.92686]]",0.7532620429992676,0.0034151077270507812,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,2,0.0011111111111111111,True,contrast,"[[34.653233, 65.49539, 59.966694, 83.22125], [102.72557, 119.42987, 127.24279, 140.44147]]",0.7532620429992676,0.0049610137939453125,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,2,0.00044444444444444447,True,whitenoise,"[[24.408968, 56.688595, 50.038227, 73.07772], [117.08797, 129.59236, 141.16942, 150.75706]]",0.7055850028991699,0.0019190311431884766,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,2,0.00044444444444444447,True,brightness,"[[24.408968, 56.688595, 50.038227, 73.07772], [117.08797, 129.59236, 141.16942, 150.75706]]",0.7055850028991699,0.0034379959106445312,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,2,0.0022222222222222222,True,contrast,"[[2.8407998, 36.04202, 28.875652, 51.213196], [148.87485, 150.6256, 173.40344, 173.26204]]",0.7055850028991699,0.005082845687866211,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,2,0.0006666666666666668,True,whitenoise,"[[2.3138375, 36.071075, 28.452816, 51.196968], [150.8165, 152.36063, 175.29623, 174.82645]]",0.753216028213501,0.001991748809814453,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,2,0.0006666666666666668,True,brightness,"[[2.3138375, 36.071075, 28.452816, 51.196968], [150.8165, 152.36063, 175.29623, 174.82645]]",0.753216028213501,0.0036249160766601562,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP,2,0.003333333333333333,True,contrast,"[[0, 3.253025, 0.80067855, 17.855661], [201.78867, 187.43198, 229.6632, 211.02617]]",0.753216028213501,0.00532078742980957,"[0, 1]",0.0,"[0, 1]",0.0
