,method,image_id,eps,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,1,0.0,False,whitenoise,"[[155.17883, 102.81147, 180.29, 121.74534], [155.17883, 102.81147, 180.29, 121.74534]]",0.8016817569732666,0.015083074569702148,"[0.904610789086799, 0.904610789086799]",0.00011396408081054688,"[0.904610812664032, 0.9046108]",0.012055158615112305
1,IBP,1,0.0,False,brightness,"[[155.17883, 102.81147, 180.29, 121.74534], [155.17883, 102.81147, 180.29, 121.74534]]",0.8016817569732666,0.02809309959411621,"[0.904610789086799, 0.904610789086799]",7.772445678710938e-05,"[0.904610812664032, 0.9046108]",0.010872125625610352
2,IBP,1,0.0,False,contrast,"[[155.17883, 102.81147, 180.29, 121.74534], [155.17883, 102.81147, 180.29, 121.74534]]",0.8016817569732666,0.04103517532348633,"[0.904610789086799, 0.904610789086799]",8.0108642578125e-05,"[0.904610812664032, 0.9046108]",0.010828018188476562
3,IBP,1,0.00022222222222222223,True,whitenoise,"[[120.77923, 76.85971, 144.89354, 94.18375], [190.07043, 128.44595, 217.40846, 150.05585]]",0.693911075592041,0.0018270015716552734,"[0, 1]",0.0,"[0, 1]",0.0
4,IBP,1,0.00022222222222222223,True,brightness,"[[120.77923, 76.85971, 144.89354, 94.18375], [190.07043, 128.44595, 217.40846, 150.05585]]",0.693911075592041,0.0033440589904785156,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,1,0.0011111111111111111,True,contrast,"[[107.2228, 66.43125, 130.48987, 83.46857], [203.36823, 139.12639, 232.15533, 161.59021]]",0.693911075592041,0.0048449039459228516,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,1,0.00044444444444444447,True,whitenoise,"[[87.01275, 51.782852, 109.231384, 68.27213], [222.94006, 154.33931, 254.1159, 178.06923]]",0.7157602310180664,0.0018150806427001953,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,1,0.00044444444444444447,True,brightness,"[[87.01275, 51.782852, 109.231384, 68.27213], [222.94006, 154.33931, 254.1159, 178.06923]]",0.7157602310180664,0.0033190250396728516,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,1,0.0022222222222222222,True,contrast,"[[61.653828, 32.017635, 80.904655, 47.778545], [249.14162, 175.3264, 256, 200.9019]]",0.7157602310180664,0.004872798919677734,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,1,0.0006666666666666668,True,whitenoise,"[[51.250828, 26.051716, 70.19207, 41.761433], [256, 182.89723, 256, 209.70155]]",0.7086961269378662,0.0018811225891113281,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP,1,0.0006666666666666668,True,brightness,"[[51.250828, 26.051716, 70.19207, 41.761433], [256, 182.89723, 256, 209.70155]]",0.7086961269378662,0.0034399032592773438,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP,1,0.003333333333333333,True,contrast,"[[19.769594, 0, 35.427677, 12.591723], [256, 214.72044, 256, 243.30608]]",0.7086961269378662,0.005012989044189453,"[0, 1]",0.0,"[0, 1]",0.0
12,IBP,1,0.0008888888888888889,True,whitenoise,"[[17.290941, 0, 33.5425, 13.156268], [256, 217.63924, 256, 246.54414]]",0.6952311992645264,0.0019371509552001953,"[0, 1]",0.0,"[0, 1]",0.0
13,IBP,1,0.0008888888888888889,True,brightness,"[[17.290941, 0, 33.5425, 13.156268], [256, 217.63924, 256, 246.54414]]",0.6952311992645264,0.0035707950592041016,"[0, 1]",0.0,"[0, 1]",0.0
14,IBP,1,0.0044444444444444444,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6952311992645264,0.005141019821166992,"[0, 1]",0.0,"[0, 1]",0.0
15,IBP,1,0.0011111111111111111,True,whitenoise,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6977498531341553,0.001873016357421875,"[0, 1]",0.0,"[0, 1]",0.0
16,IBP,1,0.0011111111111111111,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6977498531341553,0.0034210681915283203,"[0, 1]",0.0,"[0, 1]",0.0
17,IBP,1,0.005555555555555556,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6977498531341553,0.0049610137939453125,"[0, 1]",0.0,"[0, 1]",0.0
18,IBP,1,0.0013333333333333335,True,whitenoise,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6932437419891357,0.0018639564514160156,"[0, 1]",0.0,"[0, 1]",0.0
19,IBP,1,0.0013333333333333335,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6932437419891357,0.003410816192626953,"[0, 1]",0.0,"[0, 1]",0.0
20,IBP,1,0.006666666666666666,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6932437419891357,0.004950046539306641,"[0, 1]",0.0,"[0, 1]",0.0
21,IBP,1,0.0015555555555555557,True,whitenoise,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6953859329223633,0.0019466876983642578,"[0, 1]",0.0,"[0, 1]",0.0
22,IBP,1,0.0015555555555555557,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6953859329223633,0.0035257339477539062,"[0, 1]",0.0,"[0, 1]",0.0
23,IBP,1,0.0077777777777777776,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.6953859329223633,0.00510096549987793,"[0, 1]",0.0,"[0, 1]",0.0
24,IBP,1,0.0017777777777777779,True,whitenoise,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.7007079124450684,0.001878976821899414,"[0, 1]",0.0,"[0, 1]",0.0
25,IBP,1,0.0017777777777777779,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.7007079124450684,0.0034532546997070312,"[0, 1]",0.0,"[0, 1]",0.0
26,IBP,1,0.008888888888888889,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.7007079124450684,0.005015134811401367,"[0, 1]",0.0,"[0, 1]",0.0
27,IBP,1,0.002,True,whitenoise,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.7059206962585449,0.00189208984375,"[0, 1]",0.0,"[0, 1]",0.0
28,IBP,1,0.002,True,brightness,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.7059206962585449,0.003461122512817383,"[0, 1]",0.0,"[0, 1]",0.0
29,IBP,1,0.01,True,contrast,"[[0, 0, 0, 0], [256, 256, 256, 256]]",0.7059206962585449,0.005027055740356445,"[0, 1]",0.0,"[0, 1]",0.0
