,method,image_id,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,5,0.0,0.0,False,whitenoise,"[[82.344055, 118.64778, 103.849304, 133.08182], [82.344055, 118.64778, 103.849304, 133.08182]]",0.2267138957977295,0.010457992553710938,"[0.8511302167384857, 0.8511302167384857]",7.295608520507812e-05,"[0.8511301875114441, 0.8511302]",0.008355855941772461
1,IBP,5,2.2222222222222223e-05,0.0001,False,whitenoise,"[[79.734764, 116.65112, 101.159355, 130.91597], [84.95545, 120.64575, 106.541435, 135.24916]]",0.2511460781097412,0.012274026870727539,"[0.25903612254429365, 1]",8.034706115722656e-05,"[0.5169660449028015, 1.0]",0.009835004806518555
2,IBP,5,4.4444444444444447e-05,0.0002,False,whitenoise,"[[77.12487, 114.65429, 98.46853, 128.7499], [87.56994, 122.64651, 109.2365, 137.41945]]",0.2261347770690918,0.011053085327148438,"[0.0682362368071351, 1]",7.486343383789062e-05,"[0.214356929063797, 1.0]",0.008897066116333008
3,IBP,5,6.666666666666667e-05,0.00030000000000000003,False,whitenoise,"[[74.51778, 112.66016, 95.78044, 126.58677], [90.1844, 124.64766, 111.93143, 139.5903]]",0.22427701950073242,0.010615110397338867,"[0.0083023515606744, 1]",7.414817810058594e-05,"[0.034968700259923935, 1.0]",0.008465051651000977
4,IBP,5,8.888888888888889e-05,0.0004,True,whitenoise,"[[71.91141, 110.66829, 93.09347, 124.42624], [92.79993, 126.65083, 114.62768, 141.76349]]",0.21683502197265625,0.0015177726745605469,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,5,0.00011111111111111112,0.0005,True,whitenoise,"[[69.30429, 108.67914, 90.40622, 122.2687], [95.4137, 128.656, 117.32268, 143.93898]]",0.22527384757995605,0.0017359256744384766,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,5,0.00013333333333333334,0.0006000000000000001,True,whitenoise,"[[66.7387, 106.707504, 87.76203, 120.12362], [98.021736, 130.65892, 120.012764, 146.104]]",0.2284107208251953,0.001898050308227539,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,5,0.00015555555555555556,0.0007,True,whitenoise,"[[64.561455, 104.83045, 85.51162, 118.068184], [100.61483, 132.654, 122.689064, 148.24535]]",0.22989511489868164,0.0018460750579833984,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,5,0.00017777777777777779,0.0008,True,whitenoise,"[[62.35226, 102.90582, 83.24874, 115.957306], [103.38761, 134.69507, 125.55837, 150.44778]]",0.2212362289428711,0.0016529560089111328,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,5,0.0002,0.0009000000000000001,True,whitenoise,"[[60.1291, 100.96529, 80.97738, 113.82802], [106.21551, 136.75343, 128.48666, 152.6722]]",0.21914100646972656,0.0016200542449951172,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP+backward (CROWN-IBP),5,0.0,0.0,False,whitenoise,"[[82.344055, 118.64769, 103.84927, 133.08182], [82.344055, 118.64769, 103.84927, 133.08182]]",0.4373469352722168,0.01332402229309082,"[0.8511369573738706, 0.8511369573738706]",9.131431579589844e-05,"[0.8511369824409485, 0.851137]",0.010715961456298828
11,IBP+backward (CROWN-IBP),5,2.2222222222222223e-05,0.0001,False,whitenoise,"[[82.24544, 118.60596, 103.747444, 133.0346], [82.44365, 118.68996, 103.95216, 133.1297]]",0.4025743007659912,0.009428977966308594,"[0.8269755357299303, 0.8761424015175593]",6.318092346191406e-05,"[0.8384485244750977, 0.86390716]",0.007601022720336914
12,IBP+backward (CROWN-IBP),5,4.4444444444444447e-05,0.0002,False,whitenoise,"[[82.145, 118.563995, 103.643776, 132.9871], [82.54628, 118.733986, 104.05789, 133.17941]]",0.42010021209716797,0.013586997985839844,"[0.8030940098564604, 0.9026841322966066]",9.083747863769531e-05,"[0.8255713582038879, 0.87708163]",0.010746002197265625
13,IBP+backward (CROWN-IBP),5,6.666666666666667e-05,0.00030000000000000003,False,whitenoise,"[[82.04272, 118.52168, 103.53813, 132.93912], [82.65192, 118.77963, 104.16668, 133.23116]]",0.3909461498260498,0.009438037872314453,"[0.7795122867936455, 0.9309150636854394]",6.198883056640625e-05,"[0.8125140070915222, 0.8907012]",0.007597208023071289
