,method,image_id,eps,eps_contrast,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,IBP,4,0.0,0.0,False,whitenoise,"[[111.301674, 122.93878, 132.73982, 138.78532], [111.301674, 122.93878, 132.73982, 138.78532]]",0.2235851287841797,0.011480093002319336,"[0.8415378913508057, 0.8415378913508057]",7.295608520507812e-05,"[0.8415378928184509, 0.8415379]",0.00922703742980957
1,IBP,4,2.2222222222222223e-05,0.0001,False,whitenoise,"[[108.488075, 120.7634, 129.84013, 136.4271], [114.11759, 125.11557, 135.64186, 141.14502]]",0.23078417778015137,0.012420892715454102,"[0.24814096144909287, 1]",8.392333984375e-05,"[0.5036611557006836, 1.0]",0.009953022003173828
2,IBP,4,4.4444444444444447e-05,0.0002,False,whitenoise,"[[105.67578, 118.58985, 126.94166, 134.07082], [116.932236, 127.2922, 138.54242, 143.5045]]",0.2571828365325928,0.012280702590942383,"[0.06212626754256103, 1]",7.510185241699219e-05,"[0.19890326261520386, 1.0]",0.010068893432617188
3,IBP,4,6.666666666666667e-05,0.00030000000000000003,False,whitenoise,"[[102.86415, 116.41767, 124.04375, 131.71594], [119.745316, 129.46849, 141.44125, 145.86353]]",0.2251441478729248,0.01216268539428711,"[0.006583442311850127, 1]",0.00010085105895996094,"[0.028319930657744408, 1.0]",0.009879112243652344
4,IBP,4,8.888888888888889e-05,0.0004,True,whitenoise,"[[100.04244, 114.24023, 121.13545, 129.35542], [122.56605, 131.65286, 144.34782, 148.23134]]",0.220289945602417,0.0017118453979492188,"[0, 1]",0.0,"[0, 1]",0.0
5,IBP,4,0.00011111111111111112,0.0005,True,whitenoise,"[[97.21792, 112.06196, 118.22414, 126.99387], [125.39001, 133.8411, 147.25761, 150.6032]]",0.24523401260375977,0.0016989707946777344,"[0, 1]",0.0,"[0, 1]",0.0
6,IBP,4,0.00013333333333333334,0.0006000000000000001,True,whitenoise,"[[94.3913, 109.88238, 115.31076, 124.63096], [128.21823, 136.03311, 150.1719, 152.97919]]",0.22359299659729004,0.0016438961029052734,"[0, 1]",0.0,"[0, 1]",0.0
7,IBP,4,0.00015555555555555556,0.0007,True,whitenoise,"[[91.55985, 107.70136, 112.3927, 122.26651], [131.04999, 138.22981, 153.09004, 155.36032]]",0.24725914001464844,0.0017447471618652344,"[0, 1]",0.0,"[0, 1]",0.0
8,IBP,4,0.00017777777777777779,0.0008,True,whitenoise,"[[88.72565, 105.52105, 109.47168, 119.90263], [133.88203, 140.42963, 156.00836, 157.74467]]",0.23281526565551758,0.0017178058624267578,"[0, 1]",0.0,"[0, 1]",0.0
9,IBP,4,0.0002,0.0009000000000000001,True,whitenoise,"[[85.88969, 103.34282, 106.54912, 117.54096], [136.7116, 142.63075, 158.92429, 160.13033]]",0.2156836986541748,0.001600027084350586,"[0, 1]",0.0,"[0, 1]",0.0
10,IBP+backward (CROWN-IBP),4,0.0,0.0,False,whitenoise,"[[111.30167, 122.93886, 132.73993, 138.78534], [111.30167, 122.93886, 132.73993, 138.78534]]",0.38079118728637695,0.010509014129638672,"[0.8415293446811826, 0.8415293446811826]",7.224082946777344e-05,"[0.841529369354248, 0.84152937]",0.00832986831665039
11,IBP+backward (CROWN-IBP),4,2.2222222222222223e-05,0.0001,False,whitenoise,"[[111.193405, 122.89253, 132.62756, 138.73575], [111.41109, 122.98572, 132.8533, 138.83554]]",0.3811788558959961,0.01024007797241211,"[0.8163814961397062, 0.8676232722406239]",6.818771362304688e-05,"[0.8283681869506836, 0.8547961]",0.0081939697265625
12,IBP+backward (CROWN-IBP),4,4.4444444444444447e-05,0.0002,False,whitenoise,"[[111.082825, 122.8459, 132.51297, 138.68564], [111.522736, 123.03388, 132.9689, 138.8872]]",0.36565494537353516,0.011141061782836914,"[0.7917549065927934, 0.8953591912212778]",7.295608520507812e-05,"[0.8151510953903198, 0.8685302]",0.008932828903198242
13,IBP+backward (CROWN-IBP),4,6.666666666666667e-05,0.00030000000000000003,False,whitenoise,"[[110.97017, 122.79858, 132.39607, 138.63477], [111.63612, 123.08305, 133.08627, 138.93988]]",0.45076680183410645,0.011472225189208984,"[0.7677377436019415, 0.9248839075847044]",7.486343383789062e-05,"[0.8019582629203796, 0.88278]",0.00923299789428711
14,IBP+backward (CROWN-IBP),4,8.888888888888889e-05,0.0004,False,whitenoise,"[[110.854126, 122.75069, 132.27551, 138.58336], [111.751656, 123.134155, 133.20572, 138.99466]]",0.4127030372619629,0.011704206466674805,"[0.7433632290044674, 0.9565731402750726]",7.605552673339844e-05,"[0.788674533367157, 0.89717543]",0.009424209594726562
15,IBP+backward (CROWN-IBP),4,0.00011111111111111112,0.0005,False,whitenoise,"[[110.735855, 122.702484, 132.15277, 138.53159], [111.86948, 123.18713, 133.32764, 139.05165]]",0.4390909671783447,0.011552095413208008,"[0.7128039921449598, 0.9904233289011549]",7.605552673339844e-05,"[0.7752929925918579, 0.9076009]",0.009305953979492188
