,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,18,0,0.0,False,whitenoise,0.23932218551635742,0.010022878646850586,"[0.8800120227812962, 0.8800120227812962]",6.508827209472656e-05,"[0.880012035369873, 0.88001204]",0.008146047592163086
1,18,0,0.005,False,whitenoise,0.24057507514953613,0.009802103042602539,"[0.7902632017194402, 1]",6.794929504394531e-05,"[0.8441706895828247, 0.9538489]",0.007943153381347656
2,18,0,0.01,False,whitenoise,0.2504138946533203,0.00958704948425293,"[0.6009050436432611, 1]",6.604194641113281e-05,"[0.7833408117294312, 1.0]",0.007818937301635742
3,18,0,0.015,False,whitenoise,0.23411989212036133,0.009699106216430664,"[0.3884044884679323, 1]",6.508827209472656e-05,"[0.6792579293251038, 1.0]",0.00785207748413086
4,18,0,0.02,False,whitenoise,0.24965286254882812,0.010148286819458008,"[0.2259169738439814, 1]",6.604194641113281e-05,"[0.5037385821342468, 1.0]",0.00834202766418457
5,18,0,0.025,False,whitenoise,0.23555302619934082,0.009983062744140625,"[0.11379437390820926, 1]",6.4849853515625e-05,"[0.33013030886650085, 1.0]",0.008226871490478516
6,18,0,0.03,False,whitenoise,0.23316717147827148,0.009625911712646484,"[0.04602280026449549, 1]",6.580352783203125e-05,"[0.17581935226917267, 1.0]",0.007834196090698242
7,18,0,0.035,False,whitenoise,0.2363908290863037,0.009703874588012695,"[0.011102618921547808, 1]",6.389617919921875e-05,"[0.05343794450163841, 1.0]",0.0079193115234375
8,18,0,0.04,True,whitenoise,0.23492097854614258,0.0013308525085449219,"[0, 1]",0.0,"[0, 1]",0.0
9,18,0,0.045,True,whitenoise,0.2323160171508789,0.0012819766998291016,"[0, 1]",0.0,"[0, 1]",0.0
10,18,0,0.05,True,whitenoise,0.23462295532226562,0.0013899803161621094,"[0, 1]",0.0,"[0, 1]",0.0
