,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,16,0,0.0,False,whitenoise,0.2806661128997803,0.01384425163269043,"[0.897419749678859, 0.897419749678859]",8.606910705566406e-05,"[0.8974197506904602, 0.89741975]",0.011501073837280273
1,16,0,0.005,False,whitenoise,0.2816121578216553,0.011939048767089844,"[0.7919914614192823, 1]",7.486343383789062e-05,"[0.8482303619384766, 0.9652967]",0.009816884994506836
2,16,0,0.01,False,whitenoise,0.23977923393249512,0.009912729263305664,"[0.5103506689357604, 1]",6.318092346191406e-05,"[0.7043465971946716, 1.0]",0.00816202163696289
3,16,0,0.015,False,whitenoise,0.24927687644958496,0.00978708267211914,"[0.2631918662850037, 1]",6.413459777832031e-05,"[0.47922801971435547, 1.0]",0.008039236068725586
4,16,0,0.02,False,whitenoise,0.24074673652648926,0.009469032287597656,"[0.1162141259735525, 1]",6.413459777832031e-05,"[0.2902451753616333, 1.0]",0.007720947265625
5,16,0,0.025,False,whitenoise,0.2470240592956543,0.011723995208740234,"[0.045068406963474104, 1]",7.677078247070312e-05,"[0.1649182289838791, 1.0]",0.009600162506103516
6,16,0,0.03,False,whitenoise,0.24236297607421875,0.010232925415039062,"[0.009636366797164066, 1]",6.890296936035156e-05,"[0.054492272436618805, 1.0]",0.00835418701171875
7,16,0,0.035,True,whitenoise,0.2207660675048828,0.0013010501861572266,"[0, 1]",0.0,"[0, 1]",0.0
8,16,0,0.04,True,whitenoise,0.2439267635345459,0.001302957534790039,"[0, 1]",0.0,"[0, 1]",0.0
9,16,0,0.045,True,whitenoise,0.23836278915405273,0.001302957534790039,"[0, 1]",0.0,"[0, 1]",0.0
10,16,0,0.05,True,whitenoise,0.23880600929260254,0.0012900829315185547,"[0, 1]",0.0,"[0, 1]",0.0
