,image_id,gt_logit,eps,fake_iou,perturbation,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
0,15,0,0.0,False,whitenoise,0.22281408309936523,0.009686708450317383,"[0.9040960238389139, 0.9040960238389139]",6.389617919921875e-05,"[0.9040960073471069, 0.904096]",0.007791042327880859
1,15,0,0.005,False,whitenoise,0.2253272533416748,0.009540796279907227,"[0.772356861702722, 1]",6.389617919921875e-05,"[0.8328415751457214, 0.9632646]",0.00779414176940918
2,15,0,0.01,False,whitenoise,0.22481989860534668,0.009338140487670898,"[0.5057018111261181, 1]",6.29425048828125e-05,"[0.6634523868560791, 1.0]",0.007598876953125
3,15,0,0.015,False,whitenoise,0.22559499740600586,0.009413957595825195,"[0.2477267501826856, 1]",6.413459777832031e-05,"[0.4309462308883667, 1.0]",0.00769495964050293
4,15,0,0.02,False,whitenoise,0.23418712615966797,0.009630918502807617,"[0.10478553659242117, 1]",6.604194641113281e-05,"[0.25007349252700806, 1.0]",0.007853031158447266
5,15,0,0.025,False,whitenoise,0.2510859966278076,0.00948190689086914,"[0.03353795761429339, 1]",6.389617919921875e-05,"[0.1336025893688202, 1.0]",0.007647991180419922
6,15,0,0.03,False,whitenoise,0.2572660446166992,0.013033866882324219,"[0.003989901660662942, 1]",8.487701416015625e-05,"[0.024776050820946693, 1.0]",0.010397911071777344
7,15,0,0.035,True,whitenoise,0.2586979866027832,0.001332998275756836,"[0, 1]",0.0,"[0, 1]",0.0
8,15,0,0.04,True,whitenoise,0.2393498420715332,0.0013461112976074219,"[0, 1]",0.0,"[0, 1]",0.0
9,15,0,0.045,True,whitenoise,0.25290799140930176,0.0015990734100341797,"[0, 1]",0.0,"[0, 1]",0.0
10,15,0,0.05,True,whitenoise,0.23101329803466797,0.0013108253479003906,"[0, 1]",0.0,"[0, 1]",0.0
