,0,1
0,0,2.380598783493042
1,1,2.4193708896636963
2,2,2.6202192306518555
3,3,2.5562641620635986
4,4,2.5273661613464355
5,5,2.641150951385498
6,6,2.5924360752105713
7,7,2.4594647884368896
8,8,2.741044282913208
9,9,2.847338914871216
